"","featureRankedList.yuck4","3","4","5","6","15","16","17","18","19","20","28","29","30","31","32","33","34","35","37","38"
"X11.01949991",2,"-1.132623945"," 0.148411751"," 0.225507761","-0.142186291"," 0.178670825"," 1.869968210","-1.235182727","-0.970421245","-1.240797890"," 1.291969937"," 1.311568284","-1.241630223"," 0.362466804","-0.731600931"," 0.703724372","-0.466735776"," 0.851928084","-0.481364536","-1.207695464","-0.001124764"
"X14.25016646",40,"-0.3102989736","-0.2575945257"," 0.4826602917","-0.9795463986"," 1.2964838857","-0.1404455846","-0.1431862658"," 0.0097885164","-0.2337676771"," 0.9360976809"," 0.1251592722","-0.6402206348","-0.3803448690","-0.0767017193","-0.3416149406","-0.2613741162","-1.1339799448","-0.2014133894","-1.1142451836","-0.0002351837"
"X14.28925006",64,"-0.70999498","-0.53375908"," 0.38881269","-0.06293143"," 0.81112619","-0.81079078","-0.31509434","-0.34170087","-0.23102238"," 0.95041631"," 0.13191537","-0.15128053","-0.67569108","-0.23123503","-0.07480890"," 0.03117266","-0.23322685","-0.54311920","-0.82836939","-0.17890690"
"X14.29666693",60,"-0.506631604","-0.889965923","-0.548297911","-0.858700707"," 0.067401694","-0.255568152","-0.870600937"," 0.005608241","-0.343771204"," 0.949939536"," 0.156576828","-1.006902675","-0.721351959"," 1.471750527","-0.227605629"," 0.969521480"," 0.181181381","-0.425742174","-0.390057477","-0.630300455"
"X14.34158344",51," 1.74899761"," 0.72734257","-1.30527988","-1.33533624","-1.27601382","-0.04560283"," 1.10700399"," 0.98145856"," 0.68898611"," 0.67834677","-0.30362234"," 1.27244544"," 0.05467898"," 1.44927756"," 0.39594871","-1.21255563"," 1.13816606"," 0.24999967"," 0.69875313"," 0.12873522"
"X14.36058362",23,"-0.26973228","-0.04508068"," 1.45666789"," 1.83202645","-0.87056014"," 1.37905098","-0.41189487"," 0.52839968","-0.35476639","-1.55353371"," 1.10844110","-0.21669655"," 0.03527100","-0.01085963","-0.68212356","-0.63877587"," 0.54612238","-0.47758190"," 0.19629552","-0.21248155"
"X14.36650012",10,"-0.01042356"," 0.24086504","-1.50597786"," 2.08597272"," 0.62072541","-1.50597786","-0.14043280"," 0.44421949","-0.08843368","-0.14376061","-1.50597786"," 0.01583250"," 0.34852251"," 0.23866109","-0.70875308","-0.20120797"," 0.52606768","-0.10087423"," 0.33478086"," 0.77260559"
"X14.8081665",69,"-1.22417340"," 0.41954722"," 0.09973537","-0.29505529"," 0.86314849","-0.26116976","-0.62553347","-1.48523454"," 0.32350571"," 1.47502348"," 0.50238298"," 0.27367989","-0.50397369"," 0.32616247"," 0.40215315","-1.03231522","-0.78092352","-0.09302537","-0.14579223","-0.70267051"
"X14.86516692",72,"-0.80302871"," 0.05717943"," 0.07094309"," 0.05221987"," 0.88460169","-0.21450918","-0.67029707","-1.05619797","-0.01837043"," 1.30509033"," 0.80053712"," 0.45166069","-0.89259506"," 0.35997074"," 0.23247794","-1.11842743"," 1.36983480","-0.55496384","-0.30292141","-0.80544963"
