"","featureRankedList4join2","3","4","5","6","15","16","17","18","19","20","28","29","30","31","32","33","34","35","37","38"
"class$V1",NA,"1","1","1","1","1","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4"
"X",NA,"mns20pip2p2","mns20pip4p","mns22pip2p","mns24pip4p","mns9pip4p","mnsC50pip2p","mnsC51pip4p2","mnsC52pip2p2","mnsC53pip2p2","mnsJ1pip4p","mns25pip3p","mns26pip3p2","mns30pip1p","mns30pip3p2","mns32pip1p","mns34pip1p","mns35pip1p2","mns3pip3p","mns4pip3p2","mns6pip1p"
"X8.436166407","338","-0.54135000","-0.68779606"," 0.24394582"," 0.46409959"," 1.12287481"," 1.00826410","-0.92630120","-0.72905686","-0.79117530"," 0.39899880"," 0.07087226","-0.76715546","-0.44473039","-0.41609072"," 0.54517712","-0.45220395","-0.61191218","-0.79724821","-0.86538918","-0.75856802"
"X8.436666407","1258","-0.38938556","-0.68693843"," 0.23772540"," 0.45159012"," 1.21241733"," 1.03637753","-0.96744725","-0.65938183","-0.77194965"," 0.42756472"," 0.02836406","-0.79384493","-0.45764672","-0.29692590"," 0.58255726","-0.48425938","-0.66671502","-0.85132985","-0.89611201","-0.78426315"
"X8.437333094","1086","-0.001709252","-0.513894740","-1.346890488"," 0.623691705"," 1.199982220","-1.369005568","-0.766543276","-0.416184456","-0.527128287"," 0.770486078"," 0.100503848","-0.526438684","-0.275934861"," 0.025540960"," 0.808445188","-0.149816812","-0.602785603","-0.719914197","-0.686980502","-0.626302146"
"X8.437583094","943","-0.5477575","-0.6359409"," 0.3317898"," 0.5524548"," 1.2077983","-0.5346041","-0.9291824","-0.6797231","-0.7458189"," 0.4790016"," 0.0294336","-0.7385905","-0.3749881","-0.5106763"," 0.6023379","-0.4624298","-0.6851381","-0.7579035","-0.8228542","-0.6755245"
"X8.437833094","1533","-0.19250895","-0.66561398"," 0.46007701"," 0.79336637"," 1.40357260"," 1.45985027","-0.96899693","-0.74098493","-0.63612847"," 1.05996197"," 0.13867322","-0.62354441","-0.22637046"," 0.01764665"," 1.08919079","-0.22514485","-0.57996564","-0.81741187","-0.80895328","-0.70820028"
"X8.438249761","284","-0.30407267","-0.64795418"," 0.23130509"," 0.51472569"," 1.02502895"," 1.26629328","-1.20822737","-0.83894969","-0.70787992"," 0.72763880"," 0.06574753","-0.76505565","-0.37640901","-0.40566313"," 0.75792194","-0.36711786","-0.79019680","-0.84801826","-0.90545270","-0.82311872"
"X8.442499741","1257","-0.85784034","-0.53915700"," 0.53567662"," 0.72515650"," 1.30203403"," 1.20955183","-0.85784034","-0.85784034","-0.85784034","-0.81361383"," 0.38119958","-0.72610651","-0.09535134","-0.82591399","-0.85784034","-0.55478875","-0.85784034","-0.38542955","-0.85784034","-0.35173053"
"X8.449999555","768","-0.4851383","-0.6799659"," 0.2690169"," 0.5080371"," 1.0041095"," 1.0764460","-1.0392011","-0.7539685","-0.7184550"," 0.3264300"," 0.1100423","-0.7083631","-0.4009053","-0.3695982"," 0.5737554","-0.6163191","-0.8125877","-0.7686470","-1.2613288","-0.7635279"
