"","featureRankedList4join2","3","4","5","6","15","16","17","18","19","20","1","2","7","8","9","10","11","12","13","14"
"class$V1",NA,"1","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3"
"X",NA,"mns20pip2p2","mns20pip4p","mns22pip2p","mns24pip4p","mns9pip4p","mnsC50pip2p","mnsC51pip4p2","mnsC52pip2p2","mnsC53pip2p2","mnsJ1pip4p","mns13pip3p_again","mns1pip3p","mns26pip1p","mns27pip1p","mns28pip1p2","mns2pip1p2","mns31pip3p2","mns32pip3p","mns34pip3p","mns4pip1p"
"X9.205583132","1270"," 0.8230732","-0.7516440","-1.0206697"," 0.7561923"," 0.3346917"," 2.0805121","-0.6978178","-1.0293937","-1.0244231","-0.2442694"," 1.1802517","-0.7049411","-0.3592987","-0.7857206"," 0.2363689","-0.6952257"," 0.6131880","-0.2838164","-0.3310941","-0.1169201"
"X9.206500005","487"," 0.56428052","-0.29023220","-0.30240272"," 1.43399168"," 0.85917167"," 2.30271130","-0.23807713","-1.13797603","-0.50515200","-1.07720299"," 2.10517479","-0.27375533"," 0.23613046","-0.27006986","-1.16802102","-0.42446701"," 0.15070748","-0.20696562"," 0.03330351"," 0.52207287"
"X10.16725019","778","-0.646490281"," 0.675404037"," 0.421440296","-0.400995497"," 1.178941956","-0.130059767","-0.426056355","-0.423246613","-0.199474312"," 1.816144110","-0.120142198","-0.816168092"," 2.938253753","-1.100971363","-0.437787302","-0.265465046"," 0.079292350","-0.139791371","-0.002679481","-0.405512393"
"X10.17216657","1399","-0.68086007"," 0.52114235"," 0.16399437","-0.78204067"," 0.86960338","-0.36693296","-0.56385336","-0.48815195","-0.08499671"," 2.06259869","-0.47803031","-0.83776449"," 2.79875121","-1.42165616","-0.32787731"," 0.08578897"," 0.18821972"," 0.78930027","-0.11649074","-0.62686293"
"X10.1722499","83","-0.81510679","-0.25227989"," 0.46257135","-0.21394765"," 1.27333640"," 0.04933389","-0.78206872","-0.97377803","-0.61863677"," 0.35136321"," 0.30289697","-0.68236605"," 1.69199047","-0.68452200","-0.52255095","-0.58085919","-0.39497721","-0.16512025","-0.34908131","-0.39178404"
"X10.17233324","258","-0.79220991","-0.10137540"," 0.39393114","-0.20760267"," 1.34165536"," 0.07318876","-0.66218469","-0.92672749","-0.57474824"," 0.47385433"," 0.29787739","-0.76114605"," 1.83859312","-0.76801861","-0.36256533","-0.28885216","-0.33462893"," 0.11992254","-0.20491943","-0.30021777"
"X10.17233333","180","-0.94004899"," 0.04837106"," 0.35593575","-0.58424759"," 1.19281579","-0.10871982","-1.26920565","-0.99698188","-0.35675641"," 1.39072024","-0.13470620","-0.77906655"," 2.18632860","-0.99711836","-0.29096961","-0.19044080","-0.20152710"," 0.45824323","-0.26835728","-0.51442269"
"X10.17241666","1445","-0.765737096"," 0.050473074"," 0.459594218","-0.231559258"," 1.330045263"," 0.002087628","-0.823600657","-0.920858660","-0.465099974"," 0.962544272"," 0.145357574","-0.652814679"," 2.135066947","-0.844649569","-0.336008507","-0.232695484","-0.210990180"," 0.151302866","-0.168728249","-0.306294831"
"X10.17250009","1156","-0.63076765"," 0.37934089"," 0.17383140","-0.54308352"," 1.09780898","-0.17641875","-0.67774476","-0.41041643","-0.55368663"," 1.70898783","-0.15506534","-0.88570391"," 2.99311536","-1.14106609","-0.06785738"," 0.17817550"," 0.03616375"," 0.86323913"," 0.02545502","-0.77174695"
"X10.17266639","113","-0.78449879","-0.08915999"," 0.37522937","-0.19116309"," 1.34778858","-0.09220768","-0.85612852","-1.16049806","-0.56057856"," 0.75220687"," 0.28705515","-0.83320693"," 1.82000665","-0.82027779","-0.29481690","-0.42534718","-0.29190901","-0.15314429","-0.25548191","-0.45042431"
"X10.17266658","1318","-0.97989955"," 0.25420015"," 0.29861121","-0.72583978"," 1.19581974","-0.17474771","-0.85916127","-0.90367554","-0.28581396"," 1.62706702","-0.29791282","-0.77927473"," 2.31062894","-1.22287606","-0.19799323","-0.06792553"," 0.04764281"," 0.57224242","-0.15674074","-0.56834234"
"X10.17266659","1000","-0.7530361","-0.2219064"," 0.4062577","-0.1816086"," 1.3616083"," 0.1834540","-0.7392925","-0.8892846","-0.5249977"," 0.1593233"," 0.3081510","-0.6236704"," 1.7232170","-0.5848223","-0.4264963","-0.4202531","-0.3819489","-0.1523321","-0.2449361","-0.2998040"
"X10.17266667","275","-0.77672091"," 0.15308477"," 0.01419182","-0.45562887"," 1.23375273","-0.15396660","-0.78271410","-1.38119655","-0.16023019"," 1.25538288","-0.11056331","-0.63391225"," 2.47666382","-0.95468476","-0.10943937"," 0.04063023","-0.88103349"," 0.60598459","-0.06846363","-0.38324511"
"X10.17266668","92","-0.82066850"," 0.25978809"," 0.28839315","-0.66712356"," 1.15432380","-0.19265192","-0.74140977","-0.77299773","-0.16760301"," 1.65607036","-0.29826347","-0.74102957"," 2.22746662","-1.13226535","-0.16525280","-0.04709631"," 0.14790073"," 0.67294163","-0.13676190","-0.54637844"
"X10.17266677","1254","-0.75542069","-0.30808418"," 0.34133167","-0.23473104"," 1.24870929"," 0.07074073","-0.74765814","-0.87196896","-0.56188578"," 0.64790483"," 0.20409165","-0.61771524"," 2.00657509","-0.95171743","-0.37134781","-0.25691148","-0.26261078"," 0.18684044","-0.13256342","-0.41248900"
"X10.17266678","497","-0.88827036"," 0.15466953"," 0.55774702","-0.34565794"," 1.50150442"," 0.15713769","-0.80467867","-0.92532673","-0.38834104"," 1.06646487"," 0.09964781","-0.63226966"," 2.17496114","-0.87114244","-0.30082755","-0.24861460","-0.11430093"," 0.33174820","-0.08173708","-0.41253456"
"X10.17266687","1263","-0.94764012","-0.16372481"," 0.37551970","-0.28900039"," 1.36290548"," 0.14338423","-0.83073320","-1.86041412","-0.51675244"," 0.93071476"," 0.08967673","-1.57139140"," 1.94427746","-0.82850543","-0.30833426","-0.36466427","-0.15930629"," 0.22337383","-0.06053297","-0.36924893"
"X10.17266695","1406","-0.72267681"," 0.22812967"," 0.17585967","-0.51236440"," 0.86627683","-0.19244049","-0.65184691","-0.68541110","-0.30258109"," 1.52969698","-0.21341699","-0.81816743"," 2.26071058","-1.10654669","-0.26371692"," 0.01989787"," 0.02811480"," 0.67278331","-0.21860430","-0.54486849"
"X10.17266696","480","-0.844868555"," 0.659587861"," 0.095016580","-0.510077412"," 0.602304063"," 0.055051852","-0.726845196","-0.955214855","-0.137554948"," 2.616662626"," 0.091734069","-0.947441821"," 1.136051101","-2.276793629","-0.095573383"," 0.411402655"," 0.329641277"," 1.377205058","-0.006621193","-0.450860869"
"X10.17274992","1268","-0.82153447","-0.11491577"," 0.61431071","-0.41529890"," 1.40861585","-0.08383186","-0.69025668","-1.01000590","-0.12760238"," 1.36471911"," 0.20860036","-0.86085254"," 2.22269406","-1.62925868","-0.52842626"," 0.02160439","-0.38212385"," 0.04325181","-0.41389000","-0.38972370"
"X10.17275002","1501","-0.64467021"," 0.34578726"," 0.13742360","-0.55152786"," 0.85184936","-0.23159884","-0.55490570","-1.93937912","-0.23608478"," 1.55989537","-0.29834484","-0.77945622"," 2.30794106","-1.12325027","-0.27306616"," 0.18032829"," 0.05811628"," 0.74172941","-0.14029350","-0.51471001"
"X10.17283307","484","-0.81066357"," 0.13284320"," 0.17966872","-0.60157313"," 0.96380296","-0.23767726","-0.72121270","-0.82291980","-0.35719976"," 1.37686103","-0.21738130","-0.89787126"," 2.25721811","-1.21294031","-0.32136145","-0.04038686","-0.08709110"," 0.55104701","-0.29129760","-0.54090011"
"X10.17283326","1253","-0.73752773"," 0.42915699"," 0.08479189","-0.68296746"," 0.81023082","-0.34864411","-0.55303416","-0.36942124","-0.25143753"," 1.77399515","-0.40017358","-0.86047098"," 2.62166554","-2.01590693","-0.20812657"," 0.16898284"," 0.09651901"," 0.77720190","-0.15164051","-0.59380725"
"X10.17291658","941","-0.67796528"," 0.37188392"," 0.29458856","-0.60084540"," 1.20065769","-0.22395176","-0.57630536","-0.79526169","-0.14125933"," 1.75235506","-0.17326314","-0.76410893"," 2.63325293","-1.17403369","-0.56137861"," 0.03838335"," 0.01247411"," 0.73833337","-0.04366115","-0.44514008"
"X10.17300009","1495","-0.90314149"," 0.30702309"," 0.12596115","-0.60699924"," 1.04997704","-0.23435174","-0.84018643","-0.90003099","-0.31235974"," 1.59949231","-0.22205432","-0.83278645"," 2.61399489","-0.19320931","-0.32647487"," 0.07389749","-0.03576759"," 0.68248206","-0.19874171","-0.58126452"
"X10.17300018","1004","-0.69758704","-0.19722053"," 0.48696154","-0.67482183"," 1.49612955","-0.36806055","-0.71597018","-0.94158614","-0.26325580"," 1.35916595","-1.93578784","-0.74583585"," 2.25814834","-0.92307079","-0.07950636","-0.36136106","-0.01186133"," 0.51003964","-0.21617716","-0.21632139"
"X10.17308326","980","-0.82000855","-0.05752396"," 0.53336657","-0.58264827"," 1.12426329","-0.05826447","-0.86097485","-1.06804768","-0.15912763"," 1.12061280","-0.01870658","-0.64670645"," 2.29424198","-0.99498491","-0.51177886","-1.18643640"," 0.08190703","-0.88101923","-0.07330893","-0.33537023"
"X10.17316668","680","-0.77637050"," 0.11168359"," 0.25846729","-0.55717099"," 1.16172125","-0.17377263","-0.70873099","-0.80755948","-0.21921425"," 1.48084666","-0.18039279","-0.71576045"," 2.07739333","-1.09727101","-0.15840425","-0.11746157"," 0.07126922"," 0.53400851","-0.20638519","-0.47904107"
"X10.17316694","869","-0.84422510"," 0.05870788"," 0.22489566","-0.64697153"," 1.19526772","-0.22118667","-0.78127009","-0.99985643","-0.23806675"," 1.47713692","-0.24791005","-0.79263862"," 2.14021052","-1.13081498","-0.23941001","-0.12630670"," 0.05584752"," 0.51492880","-0.26797510","-0.56833482"
"X10.17350018","840","-0.83534228"," 0.23927444"," 0.24954780","-0.55531875"," 1.05455727","-0.15607549","-0.74834767","-0.98767526","-0.38694552"," 1.17228142","-0.29737785","-0.94526238"," 2.52462515","-1.29125541","-0.19198526"," 0.11852051","-0.08772811"," 0.52799243","-0.43978132","-0.50223854"
"X10.17383342","441","-0.73924659"," 0.23804486"," 0.42068726","-0.48274201"," 1.37538791","-0.04891585","-0.67909450","-0.84293070","-0.19543521"," 1.72837944","-0.06382687","-0.66039292"," 2.35257928","-1.12042667","-0.09921702","-0.04225608"," 0.20101274"," 0.65415396","-0.09461406","-0.37240884"
"X10.1738336","1027","-0.69106945"," 0.16298336"," 0.29676625","-0.47456971"," 1.04716841","-0.14811249","-0.63162082","-0.73470644","-0.19915873"," 1.36974407","-0.14324822","-0.66804058"," 2.19656075","-1.99916874","-0.21662883","-0.01231121"," 0.07683497"," 0.43692714","-0.17072496","-0.41627369"
"X10.1755836","1096","-0.79619032","-0.02003151"," 0.36253615","-0.45647031"," 1.23402623","-0.07866560","-0.73031063","-0.94537773","-0.31540571"," 1.10629398"," 0.01018547","-0.70742222"," 2.05710923","-0.92638722","-0.30846305","-0.18453582","-0.08352172"," 0.28883413","-0.25892446","-0.45352833"
"X10.17733377","481","-0.76612436"," 0.24691856"," 0.19601093","-0.66110894"," 1.05757467","-0.23793938","-0.66015763","-0.58661357","-0.08362807"," 1.74174711","-0.35776085","-0.72082778"," 2.34584811","-1.16761684","-0.11930962"," 0.03955860"," 0.24751616"," 0.69045054","-0.16184162","-0.52756509"
"X10.17900003","1016","-0.9483205"," 0.1401771"," 0.4454804","-0.3204313"," 1.2218592","-0.1056159","-0.4827686","-0.9015418","-0.2910715"," 1.8005909","-0.3325126","-1.1470519"," 2.8460682","-0.9589545","-0.4375376"," 0.1326730","-0.2694387"," 0.7950687","-0.2068603","-0.4364099"
"X10.18083353","422","-0.90565599","-0.05890792"," 0.53975654","-0.59753108"," 1.11692764"," 0.15357201","-0.92399940","-0.88787617","-0.17583857"," 0.84472732","-0.25929638","-0.54803513"," 2.23329927","-0.78407886","-0.16708105","-0.36111166","-0.09094737"," 0.46894026","-0.44794526","-0.36199515"
"X10.18783344","5","-0.836218203"," 0.007440441"," 0.374540502","-0.414269037"," 1.216739683","-0.061469020","-0.734355032","-0.935476706","-0.380880985"," 1.033462071","-0.003919252","-0.720821635"," 2.012999217","-2.012788894","-0.345377937","-0.213875720","-0.162509966"," 0.270160109","-0.221997095","-0.440358598"
"X10.18841677","1479","-0.81975998"," 0.22051857"," 0.27305490","-0.70250251"," 1.12469992","-0.28654034","-0.71214420","-0.69722637","-0.16483589"," 1.77831271","-0.38965480","-0.82181241"," 2.45473423","-1.33106276","-0.19942356","-0.03445395"," 0.16518392"," 0.66551603","-0.20489952","-0.52810889"
"X10.18850027","338","-0.80129671"," 0.04714762"," 0.44427116","-0.46020254"," 1.29127125","-0.05952125","-0.65990269","-1.83870409","-0.46528155"," 1.05189106","-0.13348684","-0.63895855"," 2.12054850","-0.33067295","-0.58105067","-0.11206944","-0.79866108"," 0.37823640","-0.14392287","-0.53419520"
"X10.18866696","1471","-0.80048279"," 0.41252747"," 0.45658312","-0.50546635"," 1.36762918","-0.09024145","-0.80882709","-2.30572473","-0.22666844"," 1.78747195","-0.18459352","-0.79614443"," 2.36052957","-1.07491019","-0.07984594"," 0.05214852","-0.02066160"," 0.77954697","-0.03362478","-0.41545716"
"X10.18933313","324","-0.73326497"," 0.03615144"," 0.39217083","-0.33510653"," 1.17658649"," 0.01048282","-0.64685882","-0.86512781","-0.28508782"," 1.00355778"," 0.04254198","-0.60743604"," 1.97610397","-0.79128235","-0.26694760","-0.16486751","-0.08077529"," 0.32227710","-0.16667770","-0.36679789"
"X10.20399994","1507","-0.84273470"," 0.12961472"," 0.46344378","-0.76897112"," 1.27284597","-0.29090610","-0.79930237","-0.69050871","-0.12724467"," 1.43875486","-0.30980837","-0.85991196"," 3.08591860","-0.18386599","-0.01125462","-0.02647940"," 0.18211495"," 0.61362184"," 0.08401686","-0.65250355"
