"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0.307337736075645,0.193598754034065,0.203235326141557,-0.217480071216082,-0.0544529466620013,-0.138653693098198,0.0346249084266289,0.0387777334353648,0.158329388663856,-0.0612580487707947,0.171602265815722,0.157697940630872,0.104990797632099,-0.216358120768858,-0.154655473469544,0.0697106967094051,-0.10397279146506,0.00234536316950362,-0.0500985315135725,-0.055092424278328,-0.0470011451533533,0.0284081365831796,-0.0845815752201585,-0.00340386429622911,0.00337906730103261,-0.0272091560314917,-0.0072359722882748,-0.00597556710855367,0.00828329895038904,-1.41057243739206e-16
-0.598038859483274,0.020959581384808,0.362211875511007,0.0911557359945891,-0.326516587161461,-0.0295034607347206,0.0139311746587075,-0.00307681000594785,-0.253062634588528,-0.00546860006258875,-0.067473284827794,0.135715417887311,-0.130156968837326,-0.0775784122428137,0.0542112327019665,0.0976441631113027,0.0333536090696531,0.0577247222352968,0.0755106926910353,-0.0694423206023959,-0.0229049397475667,0.012149101767995,-0.0311918267246814,0.0587898820010406,-0.0447338172554997,0.0436197165005785,0.0654747369391359,-0.0328442641998231,-0.0156833294528697,-1.22669005487262e-16
0.612860729572418,-0.134305885924066,-0.475198800661007,0.0903829499235264,-0.10556925953048,0.0172199683940696,0.122152287879978,-0.199675846406196,-0.135662818035526,-0.139766514188423,-0.270017867854998,-0.0995508818898193,0.00727861189929152,-0.159180031945195,0.034502532843079,-0.0715619722203887,-0.049418212373505,0.00598917832916051,-0.0640104702296158,-0.0641195991021674,-0.0282813376922094,0.059888337867039,-0.0228552600771467,0.0182960480619997,-0.0115915243004531,-0.0243564581300152,-0.0281771041993833,-0.0019325318526179,-0.00349389149553463,-3.70195749597492e-17
-0.440779451652612,0.313896190258462,0.116159469063099,0.163252697992245,-0.0939414208278444,-0.058003521700996,-0.0273800810328063,0.0883708351728067,-0.0735477585132081,-0.0787161461520851,-0.00454461453697413,-0.104322486288815,0.0342760284919275,0.0260351795178448,-0.0698324043659379,-0.150742112379008,-0.0332367866073171,-0.112514328978908,-0.0596635151893793,0.146023282110879,-0.114184514286151,-0.0837360113868041,-0.0622152043916384,0.0493879820334225,-0.0655065697900983,-0.0256232008383214,0.0222255113151489,0.0205898827703876,-0.0372933165230998,-1.64860140106473e-16
-0.10724868827041,0.104529784656483,-0.188607348991695,-0.173705349838868,0.303773460726366,-0.112487158409751,0.0800637007596425,-0.0203261645230692,-0.0874652650761477,0.0578530965732122,0.25813644213937,-0.104569835585812,-0.132679200697645,-0.0741523999545435,0.187515996339102,-0.0102575587796801,0.020954627747084,-0.0370210499327373,-0.0419893440253572,0.0361997178716114,-0.0552963715631662,0.0611397424271025,-0.0423694968337016,-0.004339636381732,-0.0251447493890127,0.0562925765134398,-0.0270864196156301,-0.0595545845651027,0.0208801578745012,-3.19585530999048e-16
-0.197512491968145,-0.317798124615636,-0.0279782162866194,0.0147735762082956,-0.0286756252518322,-0.076644600722973,0.104809181860646,0.0227379412199914,0.00178807579319157,0.0755018420516984,0.103967959438145,-0.0724023268749255,0.149661165589463,0.0682165000622338,-0.010891281360203,-0.0222729280020871,0.0353948333437139,0.0233254829766724,-0.0521323314816475,-0.0781198573341102,-0.013437072078523,0.100341030227736,0.0228135329780843,0.0401961064811939,0.0446692472209957,0.0904170277933484,0.0189502350806019,0.0726295694511316,-0.118905027159941,-2.75024821709893e-16
-0.204269094586224,-0.350648860400355,-0.0609868964522834,-0.000571288692040807,0.156966416773676,-0.00481673041678075,0.0275671643418297,-0.0369426464685858,0.0653382718727836,0.0227296624001075,-0.0813452584917138,0.0626333565046784,0.0781927712411351,0.0314159163095479,-0.0539129461307774,0.107992928211524,0.0401615566757511,0.013873156970723,-0.104909761312364,-0.00572176666822916,-0.0952369089113788,-0.0782951927014767,0.113931625767191,0.0802276505219539,-0.0727630073629845,0.076334448282793,-0.0303188543538443,0.00532814168317385,0.087211095287743,-1.86837680472406e-16
0.0237139112972144,-0.521417130743089,-0.172361160220553,0.247641766673694,-0.0396098928076027,-0.0630249484015547,-0.0940632182658332,0.0711129574375885,0.0400938523482902,0.192140041184254,0.0542310573290687,0.0986580046341162,-0.0678092031184465,-0.0727176343646277,0.00357759085717284,-0.0915491532151462,-0.15827508041742,-0.00230925953200608,0.0157826980338922,0.103286831939192,0.116451918803365,0.0706197166119807,0.0264340442757393,0.0439761748092363,-0.025535583166027,-0.00570965525198029,0.0471644021045181,0.0433919987675486,0.0464293731842688,-1.60749912729921e-17
0.0535625117607772,0.176851074244621,-0.359412097007884,-0.0692132377941478,-0.00914852175093465,0.0331603180332865,-0.00664802286886267,0.0286970355588521,-0.0704170162311656,0.0758777554660258,-9.00235499472048e-05,0.0665684094947043,0.0920058635353543,-0.0389373295302169,0.0158220634763905,0.108375506050256,0.183118368152683,-0.189609151404699,0.00245045987373079,-0.00389624102229761,0.153540493382505,-0.0422954009828135,-0.0747482075548915,0.0342481543764652,-0.029906500908458,-0.0256139310742976,-0.00307788012501573,0.0376609887370869,-0.000378807808932126,-2.46629736219087e-16
0.00720963413534608,0.320169596617224,-0.194421822276312,0.219408134680611,0.0159846056684724,0.100162105705986,0.0541537878315189,0.0179607019409744,-0.0984980593968529,0.16082427459965,0.0288919339808226,0.0683398986960905,0.0436330441994989,-0.0180108399387096,0.0466557128015643,0.00275772763029858,-0.117481261137615,0.016277586444356,-0.0886839775358911,-0.0718352593680373,0.0199606910069338,-0.144390166153057,0.0520129933852544,-0.146736187231729,-0.0130930937567403,0.0331708003646471,0.0455784056026012,-0.0121108509411819,-0.0302544576437249,1.00919740500614e-16
