rtmed,mns13pip3p_again,mns1pip3p,mns20pip2p2,mns20pip4p,mns22pip2p,mns24pip4p,mns26pip1p,mns27pip1p,mns28pip1p2,mns2pip1p2,mns31pip3p2,mns32pip3p,mns34pip3p,mns4pip1p,mns9pip4p,mnsC50pip2p,mnsC51pip4p2,mnsC52pip2p2,mnsC53pip2p2,mnsJ1pip4p,mns12pip4p,mns15pip2p,mns15pip4p2,mns18pip2p,mns23pip2p,mns23pip4p,mns24pip2p,mns25pip3p,mns26pip3p2,mns30pip1p,mns30pip3p2,mns32pip1p,mns34pip1p,mns35pip1p2,mns3pip3p,mns41pip4p,mns4pip3p2,mns6pip1p,mns9pip2p,mnsC52pip4p
14.2968338,21697.04276,3146.469924,9825.149052,7017.813164,19373.61815,16578.29317,36068.11897,5082.865717,18994.66425,6287.541678,7398.838872,5993.468467,25910.26683,21007.84265,28882.25585,9869.791563,6392.306916,484.9272737,1866.645925,14350.32513,23178.50001,12034.98033,4355.683682,39662.35721,3475.940889,4655.062744,7013.384803,11759.20058,5657.967467,4704.114964,17774.18766,5630.153879,17056.41996,712.0078111,5158.988897,15840.00221,3734.845171,17562.84805,29844.42336,18848.30726
14.2973337,16751.16265,20853.50342,0,21595.48435,107804.8469,86471.59294,97981.96856,31942.51499,36036.40778,7538.932124,44343.37744,1182.05266,36394.84886,57734.62917,61981.6166,114720.091,17930.36176,22444.62818,26538.51235,31205.67703,106854.6365,87990.8184,7203.607784,72126.08477,37244.24972,10060.54987,124115.8428,67294.3829,9174.782163,40878.88115,25116.08434,6731.999404,44682.66012,28626.62132,31527.23653,98933.2468,0,16713.40876,38776.76411,58045.62094
14.29783303,28338.88585,9815.428159,15413.23082,12073.54465,37304.12844,24979.85629,35799.92353,13981.95378,38099.26269,16382.91155,25578.28209,12702.20537,56446.97023,44065.90531,50435.16613,19796.96428,11656.71429,6780.396793,14382.3775,33165.03007,29843.99594,23484.31628,9491.403769,68961.23865,8785.184121,12761.68333,12523.5344,37835.90765,11082.79689,14509.49271,36552.82124,10665.40171,19149.85075,9264.091757,17165.83081,24253.5409,11966.02088,23370.73397,49971.01709,39911.03178
14.29925047,354741.2786,146430.3076,383869.0964,488376.2757,231252.6515,472835.3478,774469.7972,223035.182,590956.5497,230006.3823,336221.864,448328.416,690770.7829,729222.9505,215091.1605,587503.2969,257953.4493,74278.15287,239019.3715,605078.1802,39167.08773,383483.8203,387862.2916,296820.6548,128788.7838,202550.5491,432642.6955,520213.9693,186757.6292,392219.8421,790591.1395,249570.6079,961840.06,111257.1787,315589.2898,351762.4294,196366.3856,970487.6471,291461.9078,176506.2145
14.30141694,162192.4353,23799.07781,61048.63245,77657.94838,127614.1193,104533.5462,282413.9726,31105.99834,135166.8837,37214.06225,71526.54176,43681.84448,229961.8643,165770.5729,222376.1579,92502.06487,41999.36936,11544.61757,37169.41035,101291.3766,188475.5403,52191.80536,61454.94003,280098.7578,20542.33863,31473.31659,103340.101,116587.6527,30252.10124,62414.38537,128141.9839,27838.90245,156246.8912,13740.2363,45375.60621,91279.03836,30704.4039,158411.4267,284051.67,180690.8017
14.30408361,158385.244,43720.5569,53082.59966,61978.70958,118037.5679,107949.6796,314843.7865,61157.88834,165654.4453,61189.92757,48999.15968,86633.88305,132881.9549,128028.9434,251348.0855,140920.357,44383.86427,28829.47031,59595.4929,121863.2015,115605.0809,112190.6788,90776.73464,227609.1027,45220.77711,55747.07465,102437.7125,151539.3816,42407.81064,65587.98135,168244.5302,73730.06739,119580.8681,40203.01034,67739.37486,125290.4856,49671.56226,80028.28253,196525.9149,86013.53571
14.30466684,51982.80467,2849.424581,13828.87443,12313.0721,53841.8717,40540.07265,64586.39876,3794.380681,32045.90164,12409.84476,2507.630024,3220.124735,47486.65182,42800.87154,66629.563,19565.12222,12566.24681,861.6354104,6991.98408,25305.72947,45089.99397,4361.231296,3402.286,112139.035,4146.8723,4533.784526,21672.01369,8898.374285,4059.679897,5497.344828,29356.36197,5304.751398,34587.02738,2025.064539,5578.652525,46719.0123,3946.308351,35096.29243,113698.4184,58297.94115
14.30916695,4578.502918,9090.047801,4808.220782,130287.0398,448424.4595,20977.23172,77731.13782,12910.76584,11994.13617,7066.144683,6497.287674,8090.539265,13083.91105,390303.565,21375.73792,23259.15866,8954.413865,5477.948396,10661.24084,5168.594781,342623.0675,174171.6203,7416.605301,380581.4337,13119.21307,9159.004331,145200.4493,25363.444,7137.936788,12702.35174,10564.48486,8339.407682,277691.8903,7442.704317,14234.22087,21125.68284,11046.69063,379133.655,58706.26263,525045.0342
14.3094997,30345.89928,7227.840825,11187.36958,15261.67364,18606.07582,24617.19216,34906.86572,9967.036841,25404.96895,8853.694795,8848.0313,14429.03723,37804.67111,33323.21022,33255.83337,20929.88932,7658.678698,2620.289343,8573.902699,20632.69262,24063.40996,22465.33081,8953.354004,17951.13242,4863.115134,6591.520308,14497.30367,25794.01286,8596.294546,10753.87276,25656.7538,9797.425766,13827.9811,4737.984598,9848.791262,25539.16035,7483.510405,15742.08988,25199.13256,29795.83098
14.31133331,78808.43528,15869.9829,20417.52331,46761.95732,79508.33164,56012.38635,161651.3063,21135.65711,73852.80352,16138.8564,19753.34237,43130.34756,136783.7848,95055.09135,21946.28361,37280.20294,19736.90189,3196.26161,26209.92865,52422.14962,62266.07013,31123.62575,38527.46226,128933.3537,13139.72919,21394.83738,47942.92699,101921.483,37542.23674,28500.4158,69762.56736,16465.72912,81586.07355,9280.678438,30762.06171,41848.5242,22692.35752,44046.21935,147339.3746,97186.21412
14.31399966,4176.22241,2109.93264,1489.084255,3413.541264,8021.963805,5413.176522,5968.224617,2288.59708,8005.921743,2737.722631,1695.538401,2648.205381,9910.492703,3415.44205,11385.65024,3269.104731,1782.423995,1666.702727,1823.722531,8500.023526,3551.078346,5966.200236,2084.708574,24166.42533,2856.314942,2133.03137,3657.134094,7365.993176,2096.891935,3438.222702,8217.320433,3670.167557,8998.965755,2557.803486,4782.266593,9381.891423,2171.211786,9240.541138,21169.9954,6586.565077
14.31925027,10174.41263,3915.702681,6376.344732,7393.694722,14442.85061,17194.67568,12626.68755,5302.289462,11889.87341,6092.442707,6239.243187,6773.85396,23717.35279,9626.206468,22040.42581,10682.8714,5215.378318,2110.10458,6724.270555,10682.67384,10279.46186,10953.91328,6215.615649,18473.07172,4497.408622,6661.658524,9691.97604,15083.97276,6042.123005,5089.68107,10398.3181,8333.339359,9729.06506,2128.127502,6401.842284,6723.814247,4541.226939,9599.113877,26053.40153,20549.10368
14.32691685,77739.56224,18891.8406,28227.50847,56194.8541,91819.11946,57695.89537,99783.61911,33910.83802,81605.78241,52308.61717,34215.11519,49702.10526,141614.64,68414.9033,129224.2694,61271.90015,26186.47838,13889.27638,30790.69557,47396.69211,76821.25029,67309.15981,42789.80841,127624.8669,23634.75547,31033.83665,65743.83953,84217.14529,48949.13836,53785.8965,79675.40274,31244.88682,91126.35772,19520.0449,36638.56763,127394.7925,37419.00571,54240.25749,125660.0582,38550.8821
14.32866685,7419.250481,1141.971994,2915.830088,3310.658831,6634.72251,5487.132398,12238.28842,1760.116843,6796.081479,2115.310534,2075.882262,2293.603214,11057.36163,8590.509903,9154.04092,4246.707732,1407.392546,420.3339856,2464.375397,5292.186022,6224.153612,3823.864857,1866.581959,14131.31917,671.75331,926.2999444,3394.28444,6903.371278,1455.858951,2398.516114,6606.043166,2273.589658,5660.611151,688.835312,2814.42674,4949.552723,1763.775455,6805.910244,10036.99731,8310.374209
14.34050012,11062.90449,1576.095668,2327.700993,2750.336466,10386.7609,1378.679141,16100.20896,1355.6328,7948.50846,4005.424953,2687.500772,2566.892073,14075.50919,5248.100779,10158.80802,3303.740501,3341.579839,647.8129162,2955.682264,946.7982934,11850.32787,1250.077527,2329.551685,11418.40797,298.54266,720.2721524,2017.20189,8622.917986,3446.384424,1379.916612,6783.902249,4638.820856,12532.07743,685.4960202,3270.104444,5728.48353,2282.905271,10161.24281,17783.34852,11871.61978
14.34150028,12255.54966,5110.548978,4987.460015,4216.684287,11116.03239,21028.57658,18378.60853,6860.509696,6460.935933,145.3960907,0,142.5049171,10318.62461,24468.25273,11424.45267,19805.08547,127.176231,374.5782104,3846.370032,6781.610246,26551.32819,13291.30595,0,13842.71196,6859.671674,5709.153053,23217.28656,17604.0712,156.4997389,8813.352432,7325.258737,191.9901466,4701.040104,4787.244006,5441.071902,20871.17523,7075.863662,4730.963413,22775.26085,7805.534143
14.34158344,301946.1003,575282.4976,1247980.834,947322.1831,203329.2702,202454.2333,588738.2845,643555.2902,1126610.044,958407.8306,1252987.621,878582.8194,426540.0229,370217.1535,286479.9306,933736.851,1057076.308,394180.0412,806563.9036,1075959.382,325343.5435,268710.7533,1013078.157,221830.0352,600855.804,763810.6172,247366.3558,802339.1522,1159743.669,811879.8444,1320950.635,779550.9106,172138.6765,518454.0947,809867.2757,171154.9225,708909.4017,1024654.894,445350.7637,378368.7407
14.34291694,30027.96057,7430.900595,9686.842896,18562.12885,27420.67457,23509.72451,32647.61533,10963.55078,28078.40807,17689.40349,11327.73322,10935.93114,45135.83476,20471.42053,42148.02499,28786.25401,8842.840404,5164.002718,10294.13142,15522.66195,43408.5341,22041.37526,11236.79821,44152.50926,8869.739585,10260.73342,20603.50927,28214.20916,10683.80904,13520.15961,25921.40445,11412.68806,21917.27676,7146.002475,12824.2389,27002.07327,9763.34235,15652.07847,34119.23437,12110.43735
14.3443336,24165.03544,15972.29273,37997.65102,23723.62696,46400.01862,58156.94363,67506.2889,9287.028117,52785.12131,19426.28636,17986.02226,17801.28034,49735.9189,39823.84717,30987.61264,31052.60122,18205.61668,6948.951597,14835.13238,24509.38184,80365.18244,56923.08651,22753.61326,41065.95492,10895.01744,16530.99124,42372.16661,36270.32578,23835.52391,28623.34072,31408.77367,24066.4013,25659.9074,8191.194925,19833.19053,595.0010754,21244.35466,22234.90534,7743.820726,73488.58196
14.34616637,91496.17612,28453.79366,45030.62007,51207.46023,116063.0087,184542.6781,178063.7442,41882.40302,41652.88424,53182.31869,49119.2706,49181.43205,144660.9141,134643.6378,59254.17757,102340.7817,41769.50306,21403.31889,43204.71953,65226.38588,164927.9582,79121.94649,55863.01446,131937.5332,36900.60928,43781.74689,122310.0165,119178.0024,46958.59424,60169.70799,48017.21291,60584.59054,36803.75237,27911.35594,47461.83033,129183.9468,35951.03065,22125.49212,75195.27099,43296.15846
14.34641686,726.2186149,364.0851759,954.4226024,522.9033845,1546.119536,2929.825596,4261.446298,517.7653878,2140.702263,768.2824712,886.4935455,703.7395701,3034.676081,3172.076739,3676.265586,1286.965263,834.3111802,179.8510369,576.4001537,1675.304784,3090.956258,166.8497751,630.6653801,922.3304068,129.8281378,638.2529707,1131.413841,1942.255223,519.2233785,798.5073572,2288.93935,710.9311502,2265.148099,110.4626954,555.7063526,2961.846865,361.2327583,2526.29521,7036.520705,628.685604
14.34725027,2781.643789,668.157543,204.7876811,1027.10723,3034.752897,2864.447304,3084.751147,894.8968657,152.560546,237.7532886,176.7784392,335.6834161,3793.996554,2450.21849,3547.71715,3197.279903,799.2518338,38.78044149,72.32337263,207.7409257,4804.387686,2990.458544,93.58728081,3272.380876,952.5867767,494.3482858,1517.700397,2899.832866,135.8529595,1687.540819,78.98687357,632.2951636,973.8883747,581.2328317,1154.71308,2690.110554,909.3179641,1380.236729,1905.710676,1687.320127
14.34775018,6989.297854,7648.757535,2420.902107,14061.20828,50384.94775,48855.11606,6510.707858,3343.106996,22596.24362,13794.86396,4757.317242,7792.728461,52006.55344,24448.90288,38585.95029,8893.269785,6134.062551,3781.112833,13570.77263,11883.58883,31685.76553,11755.56835,11864.01595,9221.471318,5044.482069,11024.24676,24989.83424,39859.41247,2292.449774,15259.50709,24449.01816,4543.802235,33749.3786,2503.258243,15466.41518,28904.73258,2166.658195,26063.69527,6387.664132,33546.56215
14.3480001,33166.16304,4149.733101,9827.10959,16154.26436,46383.58608,45945.34264,39880.32715,8999.79099,20002.97524,7408.963943,10762.27789,9417.681048,39912.82284,23977.27261,55820.9583,7537.385745,10499.61051,2581.307569,8900.176047,12527.60859,31425.43539,9313.872914,12091.51641,54835.67629,3419.061731,4408.251645,21318.67527,24357.55536,9685.464113,10726.22844,20318.76096,17080.77825,23201.39436,3022.445641,10693.08786,32680.00778,3802.715499,14854.70747,45240.55147,42395.28667
14.34816656,26293.35258,14784.096,19670.47036,26693.97687,50143.76234,61488.12887,34367.99063,20911.15095,54120.66872,26834.62135,24019.54211,23846.07098,63859.06828,56640.74739,67152.97447,35117.46491,19280.35099,10153.85592,23245.18567,27337.1547,36452.99396,22982.09902,28922.94985,65281.44436,15835.27431,19509.08117,36067.89544,53402.12849,27583.73181,18575.11653,51535.38422,29641.18955,31056.63716,12964.47157,23096.15314,30262.50832,21753.8227,26430.34004,70323.89969,63061.88831
14.34816666,759.2267344,12144.51516,28689.94181,30715.5461,57957.3868,83949.3776,97016.91564,22129.3725,25270.60506,29089.11184,29592.30642,28682.35218,45080.67028,69841.65095,22566.4123,48445.90571,23210.76778,10476.91621,13731.67923,23631.46561,77593.14226,36234.88025,18710.64215,44430.02443,16434.77815,22709.69727,52003.36579,44143.12025,28710.5701,35031.75099,12787.88726,35063.34803,42504.18233,13912.86935,29686.0218,30447.57859,15934.26587,22343.19826,35182.66339,19513.69767
14.34983343,81925.01945,39.1449514,0,206984.7012,281722.8637,323078.9833,0,246070.2827,40446.52166,0,0,40893.34307,39433.39425,0,0,325359.4606,0,0,0,332685.8785,0,10063.58225,0,24310.63625,201096.3685,164412.6945,204220.7438,321135.9932,0,328400.885,0,0,0,0,207305.5618,329845.982,0,252178.3255,11895.3632,193990.2375
14.3500001,8982.229887,2126.414919,4000.19498,5389.030668,12166.54463,15273.17429,10703.04844,4071.788013,11385.82859,5003.607358,4490.514108,2259.08424,19506.24906,13342.14058,17331.2762,7841.880307,3440.742884,1722.764247,4636.634725,7577.724248,10418.05063,6972.012266,5115.238508,19857.4417,3159.448896,3475.759517,7428.758107,11608.56978,5252.20604,3950.730784,11051.69727,5804.168679,7012.081678,2202.894218,4435.72553,6802.813523,1747.210391,5495.547336,18940.41262,15582.66625
14.35016686,34870.81959,10829.97662,15334.04867,18121.36965,52447.27493,66716.92776,43432.1944,15376.03458,0,15853.13263,17894.62826,15536.49605,50686.00101,50266.46232,24666.70699,40415.51846,14828.11849,7844.302711,13480.43883,18731.21888,28883.3524,32232.57409,18423.6031,47052.23006,14765.13203,18941.40527,47064.15586,36620.24809,17395.98727,22747.68702,19710.07978,14074.58965,14666.7212,10576.84032,16085.15706,26416.7395,16499.39407,21955.77236,17866.50842,16861.34663
14.35016695,38681.62187,17180.558,21577.1141,29005.21715,48752.17053,44463.86906,53671.56965,22408.68151,37597.72247,26384.82924,29775.20195,25136.7806,37005.52541,45465.50796,30784.84534,52776.17277,25266.84107,12719.99704,23220.02872,29534.54391,39128.63926,38822.20344,36799.5908,16260.85416,19055.3522,27638.89073,67518.20018,47383.82959,28946.50179,40939.32734,35436.37538,29304.35122,21516.04603,16661.20286,26524.89116,21621.97107,26723.11471,33340.08297,33396.34129,18709.1895
14.35075038,2348.717524,1056.64198,73.43374459,2736.934706,5276.883454,5041.715499,5918.508435,1623.127724,291.6151786,239.517566,121.6939733,317.3689232,3913.753644,4624.397331,2234.439918,5190.530461,308.8866744,1116.497045,2031.377525,681.4891656,4078.483124,2617.943619,2202.015901,4544.181725,1437.720555,2371.230404,6413.297727,1868.982258,2064.841822,3435.992748,362.5870387,346.7200072,1822.69804,1502.07835,1794.134506,3192.721192,1374.88917,2545.18644,4478.48742,4416.393326
14.3513338,24522.12455,7888.743298,0,13504.05758,43359.9009,54784.75698,36496.36919,11730.82428,0,4260.077916,5674.750267,12403.53891,40154.15489,39368.1577,34283.19452,33801.59999,4044.512225,5585.589037,0,13952.17616,21444.98166,21735.33214,3593.845216,13047.46919,11730.06742,12187.58219,37342.39152,23064.08458,316.3022495,16837.18808,0,3001.058795,11885.22204,7450.728876,11480.64824,27568.11425,12036.8788,14620.40141,21982.04728,13628.20165
14.35250017,28192.99528,3753.360493,3747.774409,7487.372983,24025.1604,22459.43127,15975.11339,5537.808633,9854.395904,6747.678688,5151.509701,6763.859117,19791.11413,15621.8779,21286.91228,17635.76268,5349.684677,4540.703798,5262.339956,4171.376249,20669.44679,15016.42249,3317.713821,22149.53473,7617.541033,7944.049338,19222.06209,17797.61264,5902.537221,12036.75638,12242.1233,7775.712348,11726.02868,2833.313965,10720.06118,23202.27514,5717.763977,12360.70675,12026.42196,14130.87916
14.3535002,6884.35905,1333.855198,2676.602738,2537.019105,7629.781234,5459.038359,8759.872175,2468.7486,957.9212071,1414.479269,3038.226253,1099.432801,8780.316673,8527.036217,4392.96581,7436.284134,2531.891809,917.3341,1142.57208,2209.494837,11104.65833,4317.574126,1683.246885,9704.142956,2853.460828,2559.010837,8700.250408,6939.516309,1781.751582,4127.130157,660.9647879,1043.985015,2890.116449,1070.260543,2577.456057,8954.519115,1711.898319,3389.653019,2814.293618,2382.003826
14.35383351,144326.6649,41283.87522,112073.8753,64557.35186,270043.3078,184711.8488,197020.5223,75124.17293,70339.26276,0,0,68824.57694,157752.3522,264436.5331,180889.3507,219514.0757,0,42251.07427,44872.0483,71262.68631,302255.9405,147127.067,44958.11567,186567.1546,76187.13888,95199.07884,218239.1793,239119.2666,44021.15132,119832.8317,61733.4588,49192.89143,44632.15095,55066.23985,55338.4384,130149.2767,52061.64841,104305.7309,155080.9038,125530.1565
14.35483343,951.1727608,1339.703756,3106.243684,2948.794871,7588.6066,9127.238301,13558.06397,1896.789862,7307.280803,3364.078614,3006.428777,2177.242248,11627.62689,672.8919597,13251.44629,1671.040679,2314.922288,607.4179683,2900.111446,4847.14141,7788.275395,3293.339364,2580.550364,339.8128058,506.5199027,1802.936896,5215.265016,6057.83662,2366.262578,2850.399856,6873.441657,3666.29051,7154.652502,484.3916647,3166.285376,4478.179969,2003.656605,8080.524886,12354.51806,1361.992886
14.35550028,2553.129798,704.6710762,76.53766219,1837.872664,5694.893117,5212.102635,5596.236546,1407.62437,106.3397633,151.7072135,145.4008525,467.3126708,2532.983028,5562.252131,2976.623139,5140.093757,99.11641078,135.3572255,299.283634,385.1193064,7278.683069,4163.388824,377.5600821,1147.053749,1559.218068,1591.845004,4795.252738,3278.859118,35.66798572,2466.997027,71.24172804,836.120763,1016.22183,280.2532225,1476.55238,4872.620084,1227.671924,3103.13541,1647.972972,3089.332827
14.35683345,19197.95064,9495.699216,14670.23453,16002.55183,26978.35844,32424.99589,29736.69515,10466.00907,20976.1231,14806.52505,16934.83608,14104.55238,21981.65581,40508.95049,18157.21925,31199.20374,14876.06343,7505.422656,13131.10049,16553.93977,22610.85372,21910.34088,20603.3651,27546.42818,10726.91098,15323.72972,32658.67532,25019.71894,15626.05793,23196.81534,18823.47041,17120.61386,11903.15734,8385.413782,14978.75116,19027.3153,15023.33575,17244.26705,26169.4069,13205.90461
14.35750008,32480.13283,9173.125774,12696.92978,15042.99253,38173.13925,60908.25035,58628.20643,13498.89413,22905.30923,12672.48139,14487.30541,7853.05639,44139.37747,43208.85873,27990.03875,35210.40879,12419.14582,6630.219608,11075.55422,14098.42081,53846.29176,30360.39917,14260.46649,42026.92528,12966.76531,15521.61567,40211.3694,38320.70359,13453.40709,18393.64676,17473.14059,9525.185887,7120.347411,8565.25134,13314.64648,43165.42545,150.6692673,28061.29857,31105.29661,16121.31514
14.3576666,134269.3916,26028.58326,27452.231,51292.80367,181515.92,213469.5503,283935.7215,47433.40791,87316.04426,56583.45318,51033.78993,34164.80542,120935.1141,125359.9984,166602.6259,65538.1171,37792.12094,11238.44972,44870.85475,49922.57902,135431.0253,29418.15171,43673.55252,32529.68614,14006.28688,45085.06512,76773.83546,134662.0214,37731.84451,39186.29744,79634.96096,50505.2842,106289.4725,12568.3785,67712.73386,65817.07648,26008.05931,109803.856,13684.23534,109497.9456
14.35858353,53811.90055,15900.7741,19799.61998,24109.83721,74719.49093,93838.4562,60313.93345,22464.24306,25204.70447,20775.66794,23995.20618,21292.50109,70552.5084,69409.50528,35252.94544,56730.03192,19890.85973,12649.37703,18482.1669,0,39105.9077,53114.17281,23813.38701,23109.06138,22598.17727,22798.31564,64451.55256,53900.4915,22462.28069,29839.92419,0,15498.50964,12827.16292,15049.78668,20902.94957,60857.6914,22997.43208,30325.03149,39939.48351,24406.40297
14.35883353,3719.064999,1071.75335,328.6799431,2684.722894,8045.090347,8604.029895,10837.07604,2312.568727,94.79618221,53.89229396,280.2560506,461.1988283,4611.128052,6013.732732,3659.200246,6857.494168,888.7420678,553.0233399,1978.142845,3119.806954,10147.05874,3666.032353,203.4537195,2317.112114,2383.708007,1986.914015,7807.54374,5105.268849,64.86329645,3402.814605,73.87036895,837.7330604,1928.346892,582.518516,2302.91723,7277.943574,2255.505325,3378.479613,3244.878776,5172.151993
14.3598336,23935.88514,11587.52796,10797.08225,13288.31903,50997.3565,54774.20826,39320.14201,15443.37582,11900.04328,10025.93672,0,14237.48406,27806.12484,57842.20668,29384.12016,45600.36434,0,8557.880169,9678.018301,27075.78072,72433.92279,31147.33542,0,37151.69926,16898.65442,18698.4338,53914.61728,26074.28497,0,14879.23405,12747.51806,15834.67076,10252.48869,10950.16859,11217.97108,24151.06825,10679.96936,16720.39773,28834.68948,22702.34625
14.36033362,438698.0519,256250.1588,334056.8087,415805.3145,63429.84738,1341070.921,120960.5679,381653.5362,286732.0841,351359.1632,400862.4108,210417.8031,1305062.076,1281354.922,1001428.762,819470.38,321060.1298,180904.0467,298969.8886,391940.8594,1582132.75,245571.2938,388777.8998,367256.9492,394202.4564,394439.1013,1200235.854,856736.809,370503.6261,530502.0636,450898.8876,185147.2089,367238.7299,234208.0328,356408.7351,63066.43051,341958.901,795084.1513,842951.8046,870954.2278
14.36058362,181759.0341,50710.29543,64044.74548,78622.58247,259228.4204,323053.4271,214318.3563,73387.15235,80989.7323,67315.44667,76743.65848,57480.08933,238300.6585,234460.8751,117765.3604,195263.5036,62295.70855,37360.10582,58195.47729,26703.94546,169767.7233,54.62725373,74572.50023,237784.0477,75639.33414,75436.36475,221316.5675,186882.7205,71466.82376,99068.39496,84658.38792,53062.3299,68047.65492,46586.76513,67721.89283,0,66324.60572,106160.9282,0,104550.8439
14.36083362,263848.545,118313.7075,174767.5886,196063.5943,333415.6191,304650.0838,366382.2806,152983.1228,249195.6426,179485.9994,203126.7711,170372.0415,248679.1325,307323.7355,181423.3637,353939.5961,170444.1296,95000.95888,158752.906,200724.7586,266192.8843,265229.1853,210197.132,327328.381,129894.6367,202833.0215,456049.1529,302623.302,197833.2638,277842.5917,223059.2083,206518.9802,148206.3673,107270.2818,180284.2736,240336.2655,167797.5927,226310.02,221802.0404,183292.7671
14.36150036,128033.8511,37999.75783,53897.21806,61622.23029,190713.1128,240168.8919,160347.116,54473.20119,47175.37058,51764.31457,59730.94772,21245.68146,178166.9479,175899.4499,83570.9786,142726.4355,49379.62125,28526.85927,45432.0097,63701.16088,125268.6171,119878.6037,59325.92857,176971.3271,52633.41436,64532.97088,163680.7771,135411.0963,55719.56224,76103.17507,65424.05951,26742.01021,54731.41881,36170.37002,54812.46904,99219.9284,51632.08674,114480.4752,52835.5748,79972.97538
14.36175009,25531.33116,4886.661298,7322.629589,10574.7039,30499.78007,34218.47517,35672.11796,6894.350696,17026.89233,9953.949629,8808.130168,9030.121655,20702.71609,13781.80073,27491.37577,11454.60225,7235.830862,514.6946311,9810.481608,11071.45587,21682.70182,11617.68598,10150.02108,19754.17054,2095.24493,6890.5827,2518.759354,16024.60306,8956.454534,9175.414263,19657.61459,12903.63976,30656.93918,3347.750058,4454.184072,16964.47277,7034.419278,20309.21326,15596.22721,17976.64319
14.36183341,19200.12927,8741.053802,12355.94655,18783.3482,45356.03166,62814.48,62839.82802,11300.49072,37185.45031,18606.18462,15880.17935,18030.52708,62251.06004,920.4669254,55617.57305,16012.23064,11416.17346,447.8049101,17832.80239,23833.12111,44656.70504,1357.382451,9190.74606,46329.41597,3122.804882,2105.587061,23877.23038,39794.98132,16926.56595,16337.92481,37376.76947,23432.01496,34284.18392,3693.333832,20116.01066,31918.96376,14055.60229,26842.9218,35489.84236,30545.89622
14.36200029,241485.3913,45312.68822,64859.04678,85767.52136,205562.0647,321859.4236,281329.1248,63732.44793,168818.7343,98394.71079,74207.35795,88359.33647,290463.327,131918.8101,192633.0204,89313.17398,65932.29532,16179.43064,84257.46117,85693.30901,129567.1656,100751.2111,90447.21281,141349.3953,19247.58324,56781.51169,125607.4861,235937.6053,81711.00908,80565.4717,163676.9819,120073.7589,308381.3239,20915.02693,98561.12511,190981.4635,64629.30978,178186.9182,16452.37484,188405.3131
14.36216703,86682.16177,111710.6309,136572.0664,227342.8881,266141.034,376713.3045,16089.32338,170185.1329,375836.0352,200064.3254,187871.9282,216207.0035,470881.239,390291.1403,312994.2983,200430.9621,150253.265,29556.75349,205006.8552,196227.8737,416656.7826,0,213317.147,309139.6021,1344.575664,155494.8881,328347.0331,268681.4529,182259.7496,205256.7436,385117.6693,296706.3206,569045.8522,3975.622376,249437.4835,168220.2278,162960.7717,448108.0796,203371.1481,323588.889
14.36216711,62957.1682,191508.6508,244890.8983,313757.8765,0,1383476.55,940075.5627,289398.9764,318271.6392,245805.8657,294576.0621,262012.8881,994531.0308,971746.1562,784216.8438,0,232634.7957,130856.5739,217428.4812,279400.4818,1226318.586,0,281218.8698,0,36.35125173,288024.8456,921412.7255,66639.07762,268570.5509,402343.5257,196829.2741,312626.5939,326055.656,167935.6733,271762.5272,493849.845,242231.069,351643.5614,0,70503.89483
14.36341687,8469.915681,3023.164963,5281.184575,5173.314458,11748.59146,12445.10976,12689.74397,4511.34794,1228.796849,4980.858718,5411.19334,5179.082028,15023.51694,15104.12255,8699.649439,11940.98157,4875.17642,2365.033368,4862.626419,5870.008525,10709.35681,8425.476495,5676.409181,0,3929.28838,5456.420793,13813.48924,4092.834258,5464.46239,8193.89979,6453.731208,5869.23229,4989.173358,3017.057452,5197.823209,3972.565982,4915.90264,10036.38411,7896.359604,4574.285125
14.36366687,38672.88643,10072.45437,14249.44832,16098.80409,54887.17193,70653.91628,47334.75974,14833.69201,21129.00636,13467.65409,15915.1183,9259.941978,49681.82839,48923.55325,23650.76073,42075.05538,12291.63634,5141.536296,13341.9041,16633.56827,36971.87982,0,18349.3782,50829.01779,15409.45768,15127.3317,46128.17998,40089.36756,16360.11775,21018.20581,13952.94268,6321.18949,14438.31362,7760.01433,13316.54392,32826.19354,14119.21227,17994.09817,0,11656.21122
14.36433362,551063.7884,140001.9921,181384.5567,227306.2772,790713.8116,995714.853,674700.4457,208760.1702,219454.0727,181565.6562,218483.5817,115281.4211,716095.6246,704958.2269,560686.8425,587257.4227,175592.8644,98974.15465,164624.6057,236411.9717,886730.5587,0,211405.2243,716114.1343,216109.9307,213756.5759,660923.4649,570626.0158,202082.3527,300886.4254,248382.1002,100009.8991,200745.8386,127943.8709,194579.1396,0,186643.7676,435088.1523,0,261193.6812
14.36650012,0,48707.53356,62504.31834,80182.57298,0,360304.3276,246480.1273,74507.72392,100924.1114,63383.34146,75903.68623,71194.04542,255611.9049,250167.8886,238567.7053,0,59981.75666,33521.95317,56344.52872,72573.65818,314774.2653,22.96654454,72282.33204,0,7.872929761,73497.14325,236189.1095,0,69052.78524,103365.9548,84867.30038,35217.79639,71834.40266,43271.65574,69687.90448,150526.8884,64029.64191,153254.5195,0,17981.86197
