"","Comp 1","Comp 2"
"X11.89500044",-0.0127401630157313,-0.00035854009945362
"X12.84099963",-0.0188983622599536,0.0453861522533695
"X12.84433313",-0.0707458614419576,0.109259119322335
"X12.84450038",-0.011374944507784,0.0172099662991209
"X12.84458335",-0.00704841317368568,0.00936709051164372
"X12.8446663",-0.0108607533390507,0.0109202325934705
"X12.84466648",-0.0244282031181433,0.0378517168521658
"X12.84466657",-0.0139120052999909,0.0244691600098488
"X12.84466667",-0.0325475883780823,0.0554469880495495
"X12.84500038",-0.0237619776598914,0.0352757721826676
"X12.84575",-0.00520558485659694,0.017173172893996
"X12.84649963",-0.0303653352976331,0.0373362544996211
"X12.84666648",-0.0477732303826708,0.0832949547257539
"X12.84683333",-0.0124630123781734,0.0182093526067422
"X12.84724991",-0.0297932494581795,0.0341231194644545
"X12.84766648",0.0523789498138336,0.112367982139776
"X12.84899991",-0.0158879130171146,0.0344042970625031
"X12.85116648",-0.00971392717311379,0.0160620498194627
"X12.8512498",-0.00571877897345568,0.0182203021125521
"X12.85133313",-0.0172424471867935,0.0230787403184563
"X12.85208315",-0.00403088169509489,0.0111377833037605
"X12.85249971",-0.00401773016956194,0.00842562395390515
"X12.85299981",-0.0127471888448062,0.0184945555824077
"X12.85383296",-0.0233972822821115,0.0362025652983776
"X12.85424964",-0.00678696633859323,0.012149389723896
"X12.85849963",-0.0168302285641812,0.0239334849254164
"X12.86033343",-0.00659368487670386,0.00814464401430649
"X12.86066708",-0.00310280780513528,0.0111189207580723
"X13.32750025",-0.0161763163111624,0.00654618443430461
"X13.32950034",-0.0264745730096776,0.00190310929433468
"X14.18216657",-0.022539380700831,0.00424942517635984
"X14.21349995",-0.0168192082679734,0.0139270770378904
"X14.21550005",0.024031071675594,0.0121654745528473
"X14.23091652",-0.0244875260839528,0.0147421878226616
"X14.23099984",-0.00289740099796971,-0.00807074182751212
"X14.24983303",0.0915903595858347,0.0175916878759147
"X14.25016646",-0.0404645893956119,0.0485442113053534
"X14.25416644",-0.0598659243947715,0.0329204919758252
"X14.25466643",-0.0388929040987816,0.0401570944793222
"X14.26099966",-0.0311957348645991,0.0273320757983833
"X14.26100045",-0.0211273847166956,0.0450270514043901
"X14.26233322",-0.0102003338725066,0.0307372351093575
"X14.26308339",0.0357946479006317,0.015788810259606
"X14.26333301",-0.0216707079233059,0.0548005204813616
"X14.26341636",-0.00942032133812155,0.0280735623017605
"X14.26349968",-0.012708114500783,0.0635388233312776
"X14.26383322",0.00266786410811253,0.033271009232001
"X14.26533378",-0.0119885864527529,0.0193916747839518
"X14.26866702",-0.00648232004259173,0.00777918175024968
"X14.27066693",-0.0474063105511349,0.103889805307247
"X14.27849968",-0.0128525286915491,0.0126932190048015
"X14.27883341",-0.0179525301020447,0.0472085199525518
"X14.27966673",-0.032922851165866,0.0362296836330801
"X14.28075006",0.29431098325374,-0.103459977911312
"X14.28283331",-0.0130321027863058,0.0191566645405557
"X14.28333322",-0.0698267292683176,0.0508893457869347
"X14.28508329",-0.00718099876052786,0.0089777929335327
"X14.28608341",-0.010807919775713,0.0166957471773809
"X14.28616703",-0.00567618896915567,0.0179258460805533
"X14.28674998",-0.00947269559078795,0.0123939173080116
"X14.28925006",-0.0154663651286011,0.0158540514588407
"X14.29300026",-0.0157467645736397,0.0133634513677148
"X14.29316664",-0.0409870032550345,0.0377703722153876
"X14.29333301",-0.0450609246734951,0.0462809427520682
"X14.29466713",-0.018876590972267,0.0156981157896683
"X14.29474997",-0.0111524831780346,0.0127582949399017
"X14.29575047",-0.015737686606018,0.0166781597736898
"X14.29616693",-0.0138093058124602,0.0132371734840915
"X14.29666693",-0.0683979931212834,0.078640881928781
"X14.2968338",-0.0251054965614244,0.0311942057749157
"X14.2973337",-0.0255637297188864,-0.0111638923993039
"X14.29783303",-0.0184358347409023,0.0307905019512296
"X14.29925047",0.101973731077432,0.0580342081435061
"X14.30141694",-0.0611408355707727,0.0833253280590191
"X14.30408361",-0.0331983939502612,0.0639056987661225
"X14.30466684",-0.0514306589816798,0.044984152636817
"X14.30916695",-0.0860451005126149,0.0246676372232416
"X14.3094997",-0.0121344631406961,0.0243325262358555
"X14.31133331",-0.0345997142817438,0.0574160739942355
"X14.31399966",-0.0190378623874869,0.011371915117908
"X14.31925027",-0.0154880544704822,0.010597362012477
"X14.32691685",-0.0252959635939107,0.0363895991945457
"X14.32866685",-0.0131316109624205,0.020473826073343
"X14.34050012",-0.0124493576081744,0.0186215085810035
"X14.34150028",-0.0240638384287575,-0.00311641031934065
"X14.34158344",0.288665814894605,-0.128416933565283
"X14.34291694",-0.0146090817931353,0.0185186112247886
"X14.3443336",-0.00224752338288154,0.00193153669844577
"X14.34616637",-0.00154652141277008,0.0232066943428938
"X14.34641686",-0.00386847539383753,0.00798117726593562
"X14.34725027",-0.0108282835230699,0.00214042391086679
"X14.34775018",0.00439541147406871,0.00774446411825462
"X14.3480001",-0.0283724301370828,0.0336320773147194
"X14.34816656",-0.0113340610855924,0.0131722325907519
"X14.34816666",0.0148394377084879,0.0146453566355524
"X14.34983343",-0.00764343079783354,-0.03291669653073
"X14.3500001",-0.0168953549241227,0.0136700202110409
"X14.35016686",-0.00358881509714277,0.00100175978728823
"X14.35016695",0.0254975050197301,-0.0213293755669178
"X14.35075038",-0.00726087963535662,-0.00210013075584726
"X14.3513338",-0.0143483898680411,0.00895389543589854
"X14.35250017",-0.0164666793817378,0.00351890497388384
"X14.3535002",-0.00694657559938644,0.00129086363331052
"X14.35383351",-0.0459239446694929,-0.00299497982588726
"X14.35483343",0.00116134090077838,0.0136903076470371
"X14.35550028",-0.00914209816624055,-0.000845461754189464
"X14.35683345",0.00960556316903142,-0.00916362666213462
"X14.35750008",-0.0159961432232215,0.00811732822837463
"X14.3576666",0.016153992650754,0.0639967553283113
"X14.35858353",-0.00537092170056785,-0.0131838967525567
"X14.35883353",-0.00741729102139704,0.00359479829375774
"X14.3598336",-0.0173696798062238,0.00269064096763765
"X14.36033362",0.0114339528312424,-0.0998688035089426
"X14.36058362",0.0217720606461896,0.0158186480909071
"X14.36083362",0.0442757252081235,-0.0456227364701602
"X14.36150036",-0.0176661857127988,-0.00109269126266857
"X14.36175009",-0.00550700964076706,0.0287880586144291
"X14.36183341",-0.000614152479850184,0.046944227900412
"X14.36200029",0.0132454703307523,0.0653191852132825
"X14.36216703",0.0725296094288614,0.0151411287370891
"X14.36216711",0.130072261450872,0.036138655178586
"X14.36341687",0.00820065542763958,-0.00400149713059754
"X14.36366687",0.00867725430903026,0.0118210544459182
"X14.36433362",0.0272126750954247,0.0493334433891117
"X14.36650012",0.0652790715504884,0.0216987982261973
"X14.36700012",-0.00221748405267883,0.0226834717168139
"X14.36800026",-0.0036853572697165,0.00709233280488591
"X14.37008335",-0.00921856601561492,0.00651596598315869
"X14.37008344",0.0187730524546986,0.00834749500947557
"X14.37241675",0.0283153003193646,0.0656943320172211
"X14.37241677",-0.00536202673806333,0.00449420090686662
"X14.3730003",0.00531270295277714,0.00545661275809166
"X14.37366666",0.00153986341882747,0.0222276154709911
"X14.37366674",0.00541701678385803,0.00421989564246148
"X14.37366676",0.00321440646859433,0.0225819346558226
"X14.37683364",-0.0105652013319327,0.00131001368910741
"X14.3777503",0.000608412735120624,0.0146263776441091
"X14.3780001",-0.0102777388454667,-0.000196456194325103
"X14.37816678",-0.0109875207431324,0.0117849851921537
"X14.37825011",-0.010966457448595,0.00649434131050958
"X14.37833343",0.0108779454677828,0.00120147572854222
"X14.37841688",-0.000576471664616856,0.00428940268563707
"X14.37983344",0.00648889983144103,0.00841491323046282
"X14.38066658",-0.00875723007990606,0.0396491567199523
"X14.38099991",-0.0139291061681052,0.00539380154213137
"X14.38316676",-0.00121437385380217,0.00714043034354337
"X14.38633324",-0.00483738298235235,0.0277099854424988
"X14.38983335",-0.00065803775402329,0.000109822621119444
"X14.39449991",0.0154214145682922,0.00362570016109175
"X14.39516658",0.0100435164954398,0.0238217939764379
"X14.40608316",-0.0161603561491849,0.0254334150249548
"X14.7854168",-0.0211558694299499,0.0369209574417722
"X14.78850023",-0.00700423422256466,0.0210770636065328
"X14.78933337",-0.0133142952300961,0.0227493160608398
"X14.79200023",-0.00457793114157769,0.0140115072008166
"X14.79225004",-0.00942439813271238,0.0102358281019729
"X14.8081665",-0.00696145511577718,0.0232391781482239
"X14.82299995",-0.0586100885430298,0.0647346575758939
"X14.8231667",-0.00908498900989379,0.0165389609005449
"X14.82424968",-0.0366408670651655,0.046409467107197
"X14.82433303",-0.00648920503197254,0.0115785313270676
"X14.84824987",-0.00408718215455049,0.0180054775167966
"X14.85466634",-0.00286779776914574,0.00668184051270615
"X14.85466652",-0.00797048640941716,0.0155756270563692
"X14.85483321",0.121453848538859,0.00567949858633336
"X14.85524988",4.68842418585018e-05,0.0120781965918523
"X14.85641712",-0.0100419623286958,0.016216976037593
"X14.85658348",-0.00575270618551913,0.0175956874292517
"X14.85683319",-0.046968356214625,0.0707465870025478
"X14.85683348",-0.0144511399275236,0.0154220316443786
"X14.8573334",-0.0200618613863628,0.0515605622085202
"X14.85766645",-0.0100470603794305,0.0243447223195257
"X14.86299988",-0.00290851981312306,0.0104018274027131
"X14.86516692",-0.0044240426574733,0.0094465353146584
"X14.86658349",-0.00599872378594778,0.014303320548342
"X14.86866636",-0.00845646918000333,0.0185307988611804
"X14.87033377",-0.0212055362812404,0.0209481331002072
"X14.8713331",-0.00640047274862477,0.0271773872183509
"X14.87208338",-0.00498041859805362,0.0178748885003101
"X14.87216643",-0.00855718079139938,0.0133909353489647
"X14.87266638",4.42121205469953e-05,0.015170772097034
"X14.87266654",-0.00684014277546829,0.00983861668603194
"X14.8730837",-0.00697697117704172,0.00855826335434882
"X14.87350046",-0.00516943470586774,0.0143630583399592
"X14.88866627",-0.0325145206394266,0.0382082310907231
"X14.88866634",-0.00761397811094078,0.00906340139598943
"X14.88866713",-0.00158881879480277,0.00831826323473274
"X14.96925002",-0.00258887503513106,0.00124082138648793
"X14.98183342",-0.0453056214985251,0.0419996961706662
"X15.03283316",-0.0158554186400044,0.0942463335295215
"X15.04116641",-0.00342520553646877,0.00643613712913497
"X15.04966658",-0.0755835786065251,0.051812579827546
"X15.04966668",-0.011751884889273,0.0112226257276737
"X15.04966678",-0.016409253164706,0.0164312013980574
"X15.05024994",-0.00830636738134008,0.0105740567865572
"X15.05049974",-0.00591974210716161,0.0095812972509799
"X15.05283309",0.112012166619896,-0.0282030384891719
"X15.05799976",0.000861408446764577,0.0158821574297653
"X15.05900032",-0.0113633185476453,-0.0282393961865864
"X15.06333324",-0.00383606429268955,0.018983565541774
"X15.0646664",-0.0343975012904819,0.0360851487714917
"X15.06516632",-0.00774914076018248,0.0124417518769483
"X15.0651664",-0.050233350590008,0.034016778827071
"X15.06541632",-0.0216807986877019,0.0209034714534109
"X15.06566638",-0.0184319399194578,0.0211100400613495
"X15.06566639",-0.0315501742071389,0.0321354526682912
"X15.0656664",-0.00975769837655411,0.0147072721940028
"X15.06574973",0.0019422585932677,0.0348983593128858
"X15.06583305",-0.00629958017344147,0.0172123091984548
"X15.06583306",0.0258785373093326,0.0126829752684141
"X15.06583307",-0.0285059381015594,0.0382070404121756
"X15.06583308",-0.00868001940080823,0.0165092430156487
"X15.06583309",-0.0164206899889691,0.0123774781789741
"X15.06583324",-0.0273659679182093,0.0297327795940205
"X15.06583326",-0.0241956027862525,0.0154384553615885
"X15.06591641",-0.00552663907371537,0.00755898865968011
"X15.06591652",-0.0174380153451799,0.0135710784660887
"X15.06599976",-0.00648280902656968,0.00950535824024265
"X15.06599994",-0.0735854937351832,0.065323658665275
"X15.07308317",-0.0104243652720725,0.00575165077946638
"X15.08183367",-0.00938938865053498,0.0049568751081619
"X15.70950025",-0.0289105829846892,0.0312254225906238
"X15.71716623",-0.0201083710834623,0.0167730609054411
"X15.71883369",-0.0145912366186619,0.0506350994204319
"X15.71950025",-0.0147037795601988,0.0233066327721326
"X15.72016681",-0.0329374586263033,0.0310778244607898
"X15.72249995",-0.0246991333614242,0.0219050020836248
"X16.06349949",-0.0102282866143626,0.000238890766203484
"X16.06375026",-0.0411921321815151,0.010099856289121
"X16.06591692",-0.0204926053751756,0.00489013070032145
"X16.07750026",-0.0183407188150946,0.00100416599280102
"X16.28566736",0.00447497681858518,0.00216507341634517
"X16.28900072",0.0014291582130449,0.000371681275724225
"X16.29350035",-0.0117862537976814,0.0102258400037837
"X16.29466738",-0.00655241444131372,0.0810523698700121
"X16.29633291",-0.0120441219013782,0.00545483926197507
"X16.29983289",-0.0377548069123164,0.0405859048409832
"X16.30075013",-0.00815336253748402,0.0181390479416293
"X16.30149956",-0.0269109540829937,0.0316896779539688
"X16.3016668",-0.0193686650239046,0.0214450330641719
"X16.30166738",-0.031181619241491,0.0383049805216092
"X16.30224996",-0.0084402273082705,0.0140826663699262
"X16.30266587",-0.0101637335654673,0.01500181345355
"X16.30266701",0.10912903694138,0.0304502167804966
"X16.30308329",-0.0272897170674511,0.0309135132675691
"X16.30349956",0.0173063697685912,0.020037078710211
"X16.30399994",-0.0520552651135568,0.0549583768447605
"X16.30416622",-0.00700991243881114,0.00721132067841827
"X16.30450033",-0.0212747464653065,0.0231370107463935
"X16.30466661",-0.0164012849868234,0.0192525902482844
"X16.30466662",-0.0399794072592838,0.0388766680272238
"X16.30483289",-0.018383294520278,0.0263035750238097
"X16.3048329",-0.0190235011645438,0.0208818203682553
"X16.30483291",-0.0217777169167583,0.0731649040884443
"X16.30483329",-0.0112785658394221,0.0124239518364253
"X16.30483347",-0.0145509404290544,0.015904123098494
"X16.30483403",-0.0473924844826959,0.0748522285479834
"X16.30491623",-0.014225500348318,0.0486023318500149
"X16.30491662",-0.00446389714706812,0.00628218974209312
"X16.30499956",-0.0166602386340239,0.0301402890024381
"X16.30499957",-0.0161731893710622,0.0225110088902571
"X16.30499958",-0.0197873520276847,0.0204882755008472
"X16.30500033",-0.0628857443067059,0.0483348974706619
"X16.30500034",-0.0195636972334539,0.0153178534224751
"X16.30500035",-0.0421449949516051,0.0321877848866738
"X16.30508368",0.0152715209969555,0.016566823424593
"X16.30516701",-0.0128209222458122,0.0154421751303365
"X16.30550035",-0.0109140860302133,0.00741237999102367
"X16.306417",-0.0109193176981319,0.0172470260630851
"X16.30849976",0.0410618588044927,0.0376912216614562
"X16.30933252",-0.00377559596031995,0.00763253606199926
"X16.30991604",-0.00234720535050895,0.00886011464329458
"X16.31000033",-0.00718683981246396,0.00686149478816103
"X16.31024994",-0.00463223048573874,0.00861979460934303
"X16.31049956",-0.00448194744266949,0.00981078959826701
"X16.31166622",0.00239760028925439,0.00783274517073579
"X16.31166699",-0.0223642915757308,0.00844933784286468
"X16.31549954",-0.00810023416953964,0.00781137842534561
"X16.32116699",-0.00874736586966988,0.00717654952616245
"X16.86750012",-0.0269060064629723,0.0299027683461821
"X16.86783423",-0.0227333806856675,0.0274152547802008
"X16.8680007",-0.0292133486497227,0.0359396191168904
"X16.86816717",-0.036884990291839,0.0471523347924046
"X16.86833327",-0.014752348491838,0.0243914932480667
"X16.86849936",-0.0773908042087433,0.0659911960037451
"X16.86849955",-0.0146362799318926,0.0210625609721163
"X16.86849974",-0.0529653851611898,0.0796161143770424
"X16.86849975",-0.0163631117761045,0.0183396022679944
"X16.86849976",-0.0152248107516922,0.0658578626785532
"X16.86850012",-0.00896596979230517,0.0111323726366809
"X16.8685005",-0.0155398179660517,0.0384614354407072
"X16.86850051",-0.0110870914669475,0.0102998759508761
"X16.86850052",-0.00969326535985877,0.00441213758468118
"X16.86858329",-0.00623149271524052,0.00908606993022794
"X16.86866605",-0.00440852868895773,0.00747878282430941
"X16.87074957",-0.0105047426006553,0.0094312977009631
"X16.87091681",-0.0104148771443457,0.00986448160393299
"X16.87299975",-0.0116985634097736,0.0102782444629834
"X16.87725013",-0.0102922061451844,0.00942027030252969
"X17.75383297",0.00275887074139656,0.00834521189230068
"X17.80200004",-0.0131633750889242,0.00298001690351532
"X17.80200005",-0.0864406152800217,0.0178344073486719
"X17.80200042",-0.112808204127135,0.0189357008081361
"X17.80200043",-0.0100643837805298,0.00191139380777221
"X17.80200079",0.0324220129287502,0.000425847139536419
"X17.8020008",-0.0302689788832004,0.00552958443334987
"X17.80200081",-0.111249719590905,0.022304085057457
"X17.80200082",0.0100254278370216,-0.000255490489383001
"X17.80200083",-0.010945801686379,0.00372695211620696
"X17.80216671",-0.00707934127118724,0.00620442211724025
"X17.80408376",-0.0131326220837759,0.00240115495611941
"X17.80783416",-0.0181786400055398,0.00198729078604011
"X17.8079171",-0.00676037884447857,0.00267060113359804
"X17.81366748",0.00422628719611992,0.0026855140775103
"X18.1706668",-0.00956924484056666,0.00835475240585765
"X18.70308326",-0.0138775427353993,0.00519273013587234
"X18.7033329",-0.0218319256222402,0.00532603988688841
"X18.70575035",-0.0155310658092925,0.00294882155399133
"X18.7101666",0.00200005121769275,0.0055754080817864
"X18.71066661",-0.0344567583984367,0.0122888612226968
"X18.71416621",-0.0173986087794596,0.0134789688639756
"X18.71433327",-0.0329562712240536,0.00919801281938454
"X18.715167",-0.0164590090084636,0.00433981855874844
"X18.7160829",-0.00846959577838709,0.0111186503191586
"X18.97691593",-0.0134628648154613,0.000815982787695498
"X18.97749926",-0.0390650136293534,-0.000428440374114155
"X18.98350003",-0.0180826291128896,0.000296510175496308
"X18.99116749",-0.00981501114884857,5.71631990349543e-05
"X19.05566637",-0.0116117376074886,-0.00131961460626398
"X19.06975065",-0.0342270159293632,0.00897602462386377
"X19.13783264",-0.0199829844859393,0.00551451163177932
"X19.13883322",-0.0272026913218683,0.00519188213230454
"X19.15024972",-0.0156929096438935,0.00359981423890791
"X19.15116599",-0.00997401431574428,0.0023450688841627
"X19.15349931",-0.024642730153313,0.00494957263370098
"X19.15366597",-0.0233102402231657,0.00476784986738381
"X19.15374969",-0.0913713602784719,0.0172813721510431
"X19.15383264",-0.00974220354537119,0.00308404427667625
"X19.15383266",-0.0339137367700059,0.0145919413866077
"X19.15383268",-0.00997103148281227,0.00256289094137432
"X19.15383305",-0.0263098335330125,0.00633060626559578
"X19.15383341",0.00597267091337513,0.00987360456286776
"X19.15391599",-0.00960749371553825,0.00217612703383399
"X19.15391636",-0.0255173605983327,0.00493705541500627
"X19.15399931",-0.0194908102334375,0.00382804909546343
"X19.15399932",-0.0191951846718405,0.00451396542604972
"X19.15399933",-0.0151389178444073,0.0135540087286278
"X19.15399935",-0.0144218249956575,0.00405426522147621
"X19.15399971",-0.0127458333470146,0.00871453235902905
"X19.15399972",-0.00723955316732589,0.00585850778688083
"X19.1540001",-0.012215295344762,0.00493241752941092
"X19.170166",-0.0111257974093326,0.00200030394842593
"X19.17049933",-0.0103379969021764,0.00079507267283371
"X19.43050056",-0.0160770224908732,0.012698978144481
"X19.44633391",-0.0150367910787141,0.0111578180673489
"X19.80974954",-0.0302037827615016,0.0562114888863335
"X19.81066657",-0.0115910847857279,0.0204245471156906
"X19.81358325",-0.0231307052317219,0.0324961833801607
"X19.8136658",-0.00850996566992508,0.0083846206473243
"X19.81366619",-0.0192330563404647,0.0244058334274998
"X19.81374953",-0.0223136128073383,0.0248429424755192
"X19.81383326",-0.0284283006162036,0.0393726381958194
"X19.82250067",-0.0152099218806546,0.0154425309466611
"X19.82749916",-0.0691628367292191,0.0816755405870289
"X19.82899953",-0.00805585465242827,0.0126103449051711
"X19.8289999",-0.00966434362679695,0.0257450074738567
"X19.83024935",0.00107068141547467,0.0123810873228476
"X19.83699992",-0.0151357058526315,0.0219366942325233
"X19.84591678",-0.0110778957524565,0.0215085889530295
"X19.84633291",-0.00570054835056381,0.00282107957635423
"X19.85425069",-0.0443395205145099,0.0572668140386952
