"","Comp 1","Comp 2"
"X19.86108326",-0.00735296119405586,0.0147325316937875
"X19.86116734",-0.035147254469844,0.00414607864433047
"X19.86133326",-0.0325611093426817,0.0206169948864956
"X19.86158364",-0.0302960517068637,0.0361633554286202
"X19.86166696",-0.00848860909883059,0.0167233788699911
"X19.86166734",-0.0144867479623304,0.013909922899001
"X19.86166735",-0.0124857161265419,0.0175313409952822
"X19.86166736",-0.00508421352498948,0.00728020691851307
"X19.86175031",-0.0121566515078452,0.0104143333415391
"X19.86183401",-0.0164344720420403,0.0154624402219851
"X19.86191696",-0.0188875144553334,0.0201059225359532
"X19.86200031",-0.0125031672673565,0.0205448764582966
"X19.86200067",-0.0284885899204097,0.0102066466880497
"X19.86200068",-0.0109911011282291,0.0123473683705899
"X19.86200069",-0.0113558080124867,0.0909986892378195
"X19.86208346",-0.0393545711143588,0.0580449184865803
"X19.86216622",-0.00954873547578089,0.0104430882668835
"X19.86216659",-0.0151817251381849,0.0202746456384113
"X19.86216679",-0.0207940967218939,0.0272551799107892
"X19.8621668",-0.023304878329065,0.0271806665584632
"X19.86216698",-0.0236025861762508,0.0346095362815679
"X19.86216736",-0.00803392856538246,0.0163421655525759
"X19.86216737",-0.0309666436348232,0.0318796943431592
"X19.86216738",-0.0240319218570945,0.0271219319579196
"X19.86225031",-0.0118009607969979,0.0125121690490559
"X19.86225032",-0.00663223620991871,0.00895597744646057
"X19.86233326",-0.0111203991608598,0.0276769464423694
"X19.86233346",-0.00976552500386842,0.0118941214101505
"X19.86233365",-0.0131886933280607,0.0144146316787603
"X19.86241641",-0.014868172488879,0.0112182805959486
"X19.86249975",-0.00791618190528586,0.0156511889948784
"X19.86991681",-0.0179648538896261,0.0382384393745995
"X19.86999993",-0.0128887475673141,0.0094151888703701
"X19.876834",-0.00267905673531307,0.00765464458797505
"X19.87691717",-0.0203610230704994,0.0112180413456811
"X19.87733405",-0.0142221113067991,0.0133741984432755
"X19.87741699",-0.000563170625652112,0.0643143921344609
"X19.87749994",-0.0396644284134786,0.0732162484109446
"X19.87758403",-0.0126376826691086,0.0116688602224854
"X19.87766734",-0.016912432989197,0.0260227958278736
"X19.877834",-0.00348983949525263,0.0129436879407953
"X19.87783403",0.0874425717637189,0.053659602481396
"X19.87783405",0.0111452476669848,0.00972849735696053
"X19.87799994",0.00182863647818806,0.0195405255477273
"X19.87800067",-0.0112744345660092,0.0142192324493831
"X19.87800069",-0.00955004281286024,0.021456412062884
"X19.8780007",-0.139383923902245,0.0975443259227473
"X19.87800071",0.023045379833726,0.016566115383401
"X19.87808346",-0.0316015057498473,0.0283134615074287
"X19.8781662",-0.0475796045698141,0.0464452534038843
"X19.87816679",0.016104022803624,0.0137011154670292
"X19.87816738",0.0401030390630137,0.0241932254800804
"X19.87833291",-0.0124624238100437,0.0141936115887669
"X19.87850067",-0.0127132181428576,0.00698230524079876
"X19.87933366",-0.00811421452909319,0.00549634135170454
"X19.88616678",-0.0138838512265948,0.00898662337073761
"X19.88650011",-0.0061219020890034,0.0118587882958589
"X19.89416736",0.020892345261205,0.0156873248906194
"X19.89433291",0.0402102690562726,0.0372998788567109
"X20.03916666",-0.0109521503126928,0.00397830707976405
"X20.05525038",0.0050120002945104,0.0075002484768426
"X20.07783293",-0.0164017298552923,-0.000559801137043717
"X20.50574939",-0.0161228433240072,-0.00132336872234756
"X20.50583272",-0.0120927026455413,-0.000913088771440394
"X20.50591661",-0.0189320562478682,-0.00281408868421033
"X20.50599938",-0.0272453269357129,-0.00317205492855814
"X20.50599995",-0.0155390082851928,-0.000806500143624535
"X20.5060829",-0.0151036848784062,-0.00241223406042224
"X20.50608347",-0.0141864471095787,-0.000200831087496201
"X20.50608348",-0.0295622609749671,-0.00376998592641211
"X20.50616642",-0.0665702311373146,-0.00769308794731786
"X20.50616679",-0.0169052581412031,-0.000611952738845802
"X20.50624958",-0.043995256600562,-0.00419744607431688
"X20.50624996",0.00578272443136528,-0.0153252466150651
"X20.51033308",-0.0117873855967061,0.00265688590070131
"X20.52166603",-0.0213866373905534,0.0024830927356699
"X20.52174975",-0.0369480742564577,0.000748829499084482
"X20.52183367",-0.0228153343908263,0.0019396568131033
"X20.52733383",-0.0672299074152106,0.00227691191303634
"X20.53566758",-0.0260320728490784,0.00672174379799191
"X20.53750052",-0.0167275400806119,0.000293922578658681
"X20.55416679",-0.0105854582000877,0.00654187005974293
"X20.5543335",-0.0122038814435523,0.0105696351856571
"X20.56724938",-0.031063714342414,0.0225049973061567
"X20.56774976",-0.010998102190707,0.0121747893715115
"X20.56783348",-0.0140999724490402,0.00670675112677062
"X20.56808271",-0.0321029270402137,0.0222883421694434
"X20.65158352",-0.0198601134531254,0.00326046666230098
"X20.66683388",-0.0129861183184133,0.00221787767439974
"X20.66766609",-0.0196289589365819,0.00209560963561932
"X20.66766647",-0.0167526020984378,0.00244749680018424
"X20.66766648",-0.0190939944425921,0.00990518889588495
"X21.0950007",-0.0143906720225386,0.0140224828394444
"X21.10150033",-0.0144003219663969,0.0132749956293518
"X21.23416665",-0.0135101512838836,0.0115467939434839
"X21.2389996",-0.0220503389008385,0.00869841929322211
"X21.41783337",-0.0159945274710985,0.00192077511788632
"X21.41808376",-0.0180824563518208,0.0024219572137823
"X21.4225004",-0.0152977422866537,0.00276552935144272
"X21.42383339",-0.0314602950617008,0.00232095539580025
"X21.42400081",-0.0198104516075688,0.00051226008444004
"X21.47466596",-0.0149701573152399,0.00572032157432306
"X21.4749175",-0.0247435072746167,0.00825314187281077
"X21.84208426",-0.0207120657413906,0.0104707713505803
"X21.84325036",-0.0334966055001703,0.0180931371283769
"X21.89816723",-0.00841181380450059,0.00825245442121621
"X21.90500059",-0.0174836480372877,0.00986613615210209
"X21.90616724",-0.00479735916957957,0.00645688048761609
"X21.93850001",-0.000640063259039257,0.00967926420929953
"X21.9385002",-0.0170092327433991,0.026144805182937
"X21.93858315",-0.0137576345799139,0.0141615209810145
"X21.93866611",-0.0329191438828175,0.0326664694820811
"X21.93866612",-0.0096553140972399,0.00560273461812514
"X21.93925001",-0.00835673808262882,0.00728179431815658
"X21.9398339",-0.00892623689672847,0.00644122639122003
"X21.94533315",-0.0149611771034414,0.0191801142916378
"X21.94624981",-0.0214588722351925,0.0131937279420554
"X21.95233276",-0.013197612629082,0.0143615000810787
"X21.95258315",-0.0139373343201398,0.0148567424677583
"X21.9535002",-0.0167501127754663,0.0189886781430692
"X21.9536661",-0.0507190755033532,0.0674872981648356
"X21.95366668",-0.0232668848055461,0.0320498871489466
"X21.95366688",-0.00855867752940783,0.016213773604618
"X21.95374982",-0.0390953468128142,0.0435129009648224
"X21.95383241",-0.0111282060308271,0.0103552506487793
"X21.95383243",0.0336788712243728,0.0289103955374242
"X21.95383355",-0.0781489701315514,0.0812081442997876
"X21.95399966",-0.0430322483273164,0.0586407093507672
"X21.95408259",0.00114990691253752,0.00748256462571875
"X21.95416577",0.0157881631526096,0.017163826881114
"X21.95424927",-0.0330671326603876,0.0463043052384293
"X21.95433276",-0.0107366563144926,0.0127859679445555
"X21.95433277",-0.0195070443801506,0.0232031649076083
"X21.95433278",-0.108620390877604,0.142750310764877
"X21.95433355",0.0120138608909993,0.0114984009561748
"X21.95441592",-0.0125555206187009,0.0785387576494644
"X21.95449906",-0.0285291475918431,0.033517338887322
"X21.95449924",-0.0148342107689705,0.0171826550192305
"X21.95449925",-0.00857734827995016,0.0120998477855362
"X21.95449944",-0.0145084667877064,0.0169486850888899
"X21.95449945",-0.0207276876986679,0.0283166224162215
"X21.95449982",-0.0238943340124229,0.0292207944489248
"X21.95466611",-0.007541085050054,0.0101235718737967
"X21.95466649",-0.0161698771992846,0.0167956508865357
"X21.95466689",-0.00545806276844641,0.0150455966543513
"X21.95483355",-0.0129574603748399,0.0201809565449391
"X21.95499944",-0.0385758435010428,0.0497273322194651
"X21.95499945",-0.00471722560727859,0.0111558221872313
"X21.95500022",-0.00768141634264222,0.0101217946601569
"X21.96258316",-0.0101748581109635,0.0169359628393003
"X21.97066593",-0.012122479530279,0.0112871582500014
"X22.03483261",-0.0398295232981099,0.0497058396932167
"X22.03491614",-0.0900130560460681,0.111306495800732
"X22.03491615",-0.0069236507401725,0.00900382908084638
"X22.0349991",-0.0105384122281039,0.0188411217768649
"X22.03499947",-0.0206845614746417,0.0178002167297542
"X22.03499985",-0.0138719032613053,0.0392694978304045
"X22.03499986",-0.014172839123666,0.0133294609122848
"X22.03500023",-0.00730303435094376,0.0165415638902855
"X22.03500062",-0.0780046757904744,0.0895384424980248
"X22.03500063",-0.00596744523294322,0.0127067456916448
"X22.03500066",-0.0261386548918763,0.027864806096731
"X22.03508321",-0.0127517204362714,0.0153084226666115
"X22.03525005",-0.0110513038829455,0.0109910217001502
"X22.68924948",0.0140677650051326,0.00305610125661591
"X22.69050081",0.00432495417890001,0.00290695768626411
"X22.82933382",-0.00426858391532445,0.00935222752591727
"X22.83475049",-0.00889384237531219,0.022675402970006
"X22.8377503",-0.0283128040806562,0.00540532720453782
"X22.83858363",-0.00726520917446252,0.0109683196248068
"X22.83949972",-0.024062313069052,0.00440240794172479
"X22.83983307",-0.0460184416783653,0.00257983418850506
"X22.90416643",-0.0244446132820884,0.0255517293523214
"X22.90483309",-0.0165515280757806,0.0172591002070134
"X22.90500051",-0.0199813422793624,0.0185223926789441
"X22.90608328",-0.041921203282844,0.0490501372037161
"X22.91058382",-0.0301576479342931,0.0496183110056647
"X22.91491661",-0.00519460730035585,0.0148287038504897
"X22.91850014",-0.0112657581037699,0.0153308495996341
"X22.92024994",-0.0309482725588756,0.0317999617880546
"X22.92033385",-0.0217944373645536,0.011915083073196
"X22.93800016",-0.040371359459617,0.00742024328132318
"X22.98366759",-0.0168867632341401,0.00740481420912656
"X23.03316761",-0.0183858251865292,0.0013804387957818
"X23.04908313",-0.0666163973649713,0.0175871609972691
"X23.04908371",-0.00765284333356734,0.00403435939363811
"X23.04916647",-0.00817266246134799,0.0028670726828828
"X23.04933391",-0.0266967922974333,0.00121363191836835
"X23.0495837",-0.00686203218409599,-0.000243315014079208
"X23.05033428",-0.0574692093596273,0.0230000208750439
"X23.05125076",-0.0137530180629279,0.00292512424411691
"X23.05216724",-0.0210803015386184,-0.000554044459146699
"X23.05225037",-0.0289972212656863,0.00325679539207742
"X23.06141742",-0.0215636328674144,0.00527666804098955
"X23.06449979",-0.00770179463487329,0.00377091771324492
"X23.06483293",-0.0148290197634322,0.00862510445142944
"X23.0648335",-0.00453224445333568,0.00460422290367404
"X23.06491684",-0.0111705150667434,0.00317357158470741
"X23.06500017",-0.025185504764707,0.0177131569704339
"X23.06500055",0.00298963559225933,0.0078578522481284
"X23.06508332",-0.0126109286682616,0.00331243565240551
"X23.0650835",-0.0139731915975109,0.00332700114314399
"X23.06516645",-0.0541341875476846,0.00615728973368106
"X23.06516647",-0.0159310531683452,0.00451789393791147
"X23.06516684",-0.0160821189464113,0.00506506678686055
"X23.06516685",-0.0117173045742661,0.00206207185452842
"X23.06516722",-0.0226071500258202,0.00790797574782722
"X23.06516723",-0.00681681196608477,0.00539353182109948
"X23.06516724",0.0271905311007525,0.0166434385426124
"X23.06516726",-0.0185087562580595,0.00815087687123056
"X23.06516743",-0.0069514644297965,0.00196382172966933
"X23.06533391",0.00887581897763345,0.00456063415921243
"X23.06550018",0.0138735823017385,0.00230494854818411
"X23.06583314",-0.0154022272294556,0.00471538600452221
"X23.0707498",-0.0211134276218246,0.00526269832676754
"X23.07533314",-0.00607193786765478,0.00234592945360455
"X23.08116645",-0.00752131372926626,0.00462958050414204
"X23.08116722",-0.0155020331084102,0.00261288433585183
"X23.0812498",-0.00834273423500406,0.00418138044029954
"X23.08133277",-0.00567631638582168,0.00318838619382906
"X23.0846661",-0.0126953141942984,0.00513342089129577
"X23.09008351",-0.01615958386474,0.0057715037737704
"X23.09716722",-0.00756835450621153,0.00245436166926727
"X23.09716724",-0.0156847494809898,0.0187753494054918
"X23.09733296",-0.0249802738619276,0.00993260039415552
"X23.09733334",-0.00799358289202011,0.00633914751921461
"X23.09733391",-0.00842566474346818,0.00292309735862044
"X23.09741686",-0.0169254774480988,0.0134100768826417
"X23.09750055",-0.013905935980181,0.00585209766316957
"X23.09783333",-0.0163613861470685,-0.0010988521861825
"X23.09850056",-0.00987075383492349,0.000360166593440029
"X23.10575056",-0.0200071368018464,0.00155551203527911
"X23.64808332",-0.0549067338534181,0.0227858802650828
"X23.64816665",-0.0446880766073563,0.0185248628348785
"X23.6482498",-0.0234257475472494,0.0100990839426808
"X23.6606663",-0.0225311047394014,0.00738612123642175
"X23.6606674",-0.0171098879112542,0.00804494217883659
"X23.80641669",-0.0182399410774647,0.0077267180431626
"X23.96641637",-0.00844350279752307,0.00761988249692675
"X23.96649931",0.0013238294201745,0.00216326458265348
"X23.9664997",-0.022820466668651,0.00393989443853452
"X23.96650008",-0.00522351415437447,0.000521799620134269
"X23.96650027",-0.0484206620963896,0.0141713539122605
"X23.96666637",-0.0285337692997124,0.00454689182099463
"X23.96733264",0.000626002467064533,0.0051401760597278
"X23.96808342",-0.0155423343685068,0.00914774731208557
"X23.97091655",-0.018239941928014,0.000961920528911401
"X23.986666",-0.0123896175636884,0.00183822949876492
"X24.0538342",-0.0073858952078236,0.0100557675330745
"X24.05608364",-0.00455556847324645,0.0160862676128598
"X24.05716755",-0.00304021691956148,0.010676971703898
"X24.05766698",-0.0110235582217422,0.011002779852738
"X24.21650016",-0.0239098953574405,0.00459433717977956
"X24.22750091",-0.0168029654393379,0.00321733745536777
"X24.23291721",-0.0172605082308288,0.003440720574808
"X24.49725064",-0.0369939127639435,-0.00260504344515814
"X24.49750006",-0.0184502404736349,0.00164409633530633
"X24.49758359",-0.00662474284766963,0.022055993981879
"X24.51166712",-0.0146442543914769,0.00113844618508761
"X24.74800032",0.0622613856985541,-0.0296594736695836
"X24.75333253",-0.00737915181716108,-0.00110354471419734
"X24.7549166",-0.00356804203848144,0.0129320778397481
"X24.75500032",-0.0061207707910899,0.00878078928355281
"X24.75516718",-0.00699935196822766,0.00420208872702723
"X24.75533384",-0.0364041032618643,0.0199444340115451
"X24.75550032",-0.0307778847619947,0.020550487421452
"X24.75600032",-0.0204367219727293,0.0175226529480381
"X24.75633327",-0.00849228597876151,0.00570707988497964
"X24.75650032",-0.016179472617265,0.0121674906477291
"X24.75683327",-0.0108857109215188,0.0102449554826168
"X24.75716622",0.176131337951928,-0.0322373433914328
"X24.7583329",-0.00301730534886844,0.0113396887800557
"X24.75866661",-0.0103204559652552,0.00747440449146489
"X24.75949957",-0.0311847062417608,0.0188832611977131
"X24.76016701",-0.0144116069020727,0.00824459192731579
"X24.7609168",-0.00607220483815033,0.00379797940059726
"X24.76124975",-0.0031914635098089,0.00542010890337945
"X24.76241643",-0.0125706681854241,0.0084821471915624
"X24.76275014",-0.00420125678782851,0.00403007880078385
"X24.76333365",-0.00279554665685379,0.00612285827563022
"X24.76383365",0.00759475689159195,0.018442161496479
"X24.76433347",0.00802819398117887,0.0245789752857295
"X24.76458347",-0.00666739332586149,0.00365394412955786
"X24.76533328",0.0449473628302456,0.0418456542293754
"X24.76566643",0.000437367577560079,0.0132539392859176
"X24.76599957",0.00521058791728467,0.0111992247079917
"X24.76649977",0.000785699708050521,0.0148859465923281
"X24.76683292",0.0295806166408204,0.0505106419326186
"X24.7669168",-0.00575165463651128,0.00686457742699218
"X24.76766626",0.0126412965620229,0.0204591529565722
"X24.76891643",0.00136812346744527,0.00535298905583572
"X24.76891663",0.0645288570080838,0.0325289508255588
"X24.76916699",-0.0068255743871189,0.00652169669526841
"X24.7694994",-0.00558617339895066,0.00602995432994862
"X24.77016701",0.00364860138265672,0.0181248685682782
"X24.77049918",0.00365305300126031,0.00809685231377915
"X24.77049996",0.0151786585410778,0.0140476760009466
"X24.77066643",0.0175435784449415,0.011590907687958
"X24.77066701",0.00711999312820574,0.0114161317561658
"X24.77099938",0.0148316611273714,0.0138331030937158
"X24.77099996",0.0250042730851329,0.00593917955313038
"X24.77116643",-0.0136642478202703,0.00536991596908862
"X24.77116701",0.00977613236240506,0.010652696656368
"X24.77124977",0.15738387482301,-0.0365611376322334
"X24.77133386",0.0186596970057352,0.00640165759727313
"X24.77141701",0.0047175093759482,0.0201582725151672
"X24.77150071",0.00558119922949259,0.00628967446444674
"X24.77158386",-0.000377235994256616,0.00433302554082975
"X24.77166701",0.0379758846963977,0.0312687320353329
"X24.77208386",-0.00435753954506254,0.00992331563487506
"X24.77216701",0.00923395427461638,0.00731909822826558
"X24.77408309",0.0761010956991241,0.0209708079743992
"X24.7750831",-0.00859565950854286,0.00312364576852117
"X24.77791682",-0.00627147739177071,0.00634724201346579
"X24.77816585",-0.00422921751171546,0.00900839063587318
"X24.77983309",0.00237587251129749,0.00367615457707513
"X24.77983367",0.0204743321836543,0.0228101169795311
"X24.78033367",-0.00360398902187185,0.00790959200719492
"X24.78099958",0.0092114752075981,0.00534961738246551
"X24.78391682",-0.00171033005612075,0.00755705593063074
"X24.78449959",-0.00285279059619128,0.00552697209225996
"X24.7848333",0.0434113662039768,0.0333613994955727
"X24.78549997",-0.00713698736503104,0.00285573885650567
"X24.79283253",0.00311427506190807,0.00255435119994214
"X24.79374997",-0.0139454242031168,0.00515753843079417
"X24.8033333",0.00643604136664635,0.00384928571352572
"X25.09033379",-0.0188774749715864,0.00187148252704864
"X25.09133416",-0.0240591944906224,0.00308897704890855
"X25.092333",-0.0140229532284117,0.00496832898227348
"X25.25266642",-0.0108490938842246,0.00443011891969985
"X25.2527503",-0.00537322865993665,0.00732934565490605
"X25.55983239",-0.0126520128613157,0.019556225558746
"X25.55983276",0.00812342768415308,0.010651786237594
"X25.55983277",-0.0183788834809696,0.0171564998485298
"X25.55983278",0.0148188550035831,0.0153996461329634
"X25.55983315",0.0227696917746937,0.0420603383135378
"X25.55983353",-0.00292151361615183,0.0241200805245333
"X25.55983354",-0.0208068780518867,0.0105612309764698
"X25.55983355",-0.0028551839493288,0.0129198697384264
"X25.5599165",-0.00926981126708591,0.0882384376184495
"X25.56049943",-0.0061127039119813,0.00486846021164569
"X25.56083335",-0.00595381547650448,0.00821077516418203
"X25.56133278",-0.0527851235747295,0.0551645423955177
"X25.56816593",-0.0121075009432671,0.00989916943066454
"X25.57599905",-0.0101326822792707,0.00740686438069043
"X25.6246669",-0.00474245061800424,0.00958451314265928
"X25.73666693",-0.0109773729305634,0.0136360553941394
"X25.73699951",-0.0108054667275922,0.0128412494968661
"X25.73700065",-0.0210627877355516,0.0331264929211929
"X25.7373328",-0.0251299744224393,0.0263652434484131
"X25.74641654",-0.0212701406523992,0.0305629111555023
"X25.75116638",-0.0166217298986348,0.0127594243607724
"X25.75133398",-0.0650472636114064,0.116206300869358
"X25.75141713",-0.0203370572734644,0.0307967130240458
"X25.75224988",-0.0146278626897606,0.0177144803776043
"X25.75274949",-0.0220530858908979,0.030283086906072
"X25.75299947",-0.00886383436181367,0.0100039595114598
"X25.75299949",0.00691687050248684,0.0324514971377155
"X25.7529995",-0.019054192996605,0.0320373737587649
"X25.75299951",-0.0244722512359149,0.0353208250380687
"X25.75299989",-0.0193056177588909,0.0258973675144119
"X25.7529999",-0.0109334235644158,0.0109315631362432
"X25.75300026",-0.0159873371014166,0.02705136934042
"X25.75300028",-0.0682279811521561,0.0902011910493319
"X25.75300046",-0.0126186771655002,0.0147668747404213
"X25.75300047",-0.00580560635373009,0.0101148107193705
"X25.75300065",-0.0120909726675986,0.0164612506037658
"X25.75316616",-0.0139338725194657,0.0141670862740374
"X25.75316695",-0.00748523228800327,0.0156228522696508
"X25.7532497",-0.0237018066940688,0.0301893307453518
"X25.75333264",0.00608555714811978,0.014821652700752
"X25.75333282",0.00500259223518188,0.0131815808121801
"X25.75441597",-0.0109482018495941,0.0171184537222171
"X25.76716579",-0.0161456087804925,0.0127768288321483
"X25.76949947",-0.0128009447394192,0.012076710317913
"X25.78549912",-0.000195863604654952,0.0234953295973015
"X25.81633245",-0.00443425107459347,0.0125453794047054
"X25.86566735",-0.0129505031748882,0.0148558566873805
"X25.86566736",-0.0191257325316748,0.0133843105026626
"X26.28416636",-0.0166658784403441,0.00195981011915852
"X26.39699932",-0.0240809737065885,0.00760033396363552
"X26.39700011",-0.0303024640116294,0.016409201081541
"X26.39700047",-0.021861281171608,0.0043598857711007
"X26.39766599",-0.0150764623833815,0.00963228881242953
"X26.39766601",-0.0303297452231847,0.010347547460327
"X26.39766677",-0.0705454348771831,0.0378967455711066
"X26.39850011",-0.0152979342800968,0.0131006987954239
"X26.39899932",-0.012650910341718,0.0086877938497671
"X26.39933342",-0.0113754671594304,0.00629161924098523
"X26.3998334",-0.0184836662673575,0.0103016343225987
"X26.40016756",-0.0199619919112372,0.00689039324398061
"X26.40050049",-0.010153831437721,0.00797447007002118
"X26.40533267",-0.0203164839800304,0.0113041509403449
"X26.41300048",-0.010593304637885,0.00344992291570693
"X26.42166712",-0.0128843581697267,0.00348397811096594
"X26.58108405",-0.0100176855244031,0.00220019071105695
"X26.62716684",-0.0292160361577466,0.0055686778373744
"X26.63816757",-0.00918824979713967,0.00223155162181819
"X26.63824978",-0.00456252494588669,0.000505038102777183
"X26.63833311",-0.0309802372957082,0.0169545344754938
"X26.63833312",-0.00788017417847203,0.0021229670082434
"X26.63833313",-0.0101448361178022,0.00280455758711724
"X26.63833331",-0.0204706459202686,0.0246765960818549
"X26.6383335",0.0122275822593788,0.0124384190752946
"X26.63833351",-0.00153890954664039,0.00970828962825286
"X26.63833389",-0.0209079173075433,0.00441136793007501
"X26.63841759",-0.00885742003623534,0.00367805586558336
"X26.6385009",-0.016730740124803,0.00499784708669139
"X26.65366647",-0.00688109448856421,0.00205745331724599
"X26.70241628",0.000825019411667049,-0.00596341909590814
"X26.7181661",-0.0134479426335634,-0.000506638701168432
"X26.71866649",-0.0214418717353929,-0.00596879551476808
"X26.84666732",-0.064722416376585,0.00760270615138627
"X26.85391576",-0.0368335948466564,0.00304617816574519
"X26.86350062",-0.0801575931428127,0.00151244855482444
"X26.86366728",-0.0197521393558174,0.000848845397934735
"X26.97700025",-0.0139626310075585,0.0103453536066059
"X26.97766693",-0.00782981497775319,0.00535152415872197
"X26.97999913",-0.0302371176663106,0.0209298776893752
"X27.18549919",-0.00273729114653424,0.0072129607768229
"X27.21766663",0.205376636430759,-0.129069475824818
"X27.25025055",0.0105286596302643,-0.032754286599144
"X27.25050073",-0.00252910897659025,0.00960085213394768
"X27.25066743",-0.00333874635779609,-0.00220212219713116
"X27.25216739",0.14956415362686,-0.16816802668732
"X27.25699996",-0.0409414429516175,-0.0247583561602163
"X27.26049998",0.00034855674841842,0.00491602255706384
"X27.27116665",0.00369770771503424,-0.0022777503274043
"X27.27683408",0.124861525688562,-0.0843774263979707
"X27.27933349",0.0104208728739469,-0.0144037195606959
"X27.28150077",-0.0066026674986115,0.00215379168962718
"X27.28199959",0.000153310103917904,-0.00502260454385989
"X27.28383352",0.160398897550677,-0.100360289446775
"X27.28433292",-0.00776380494091774,-0.00315427093977164
"X27.2843337",-0.0116784739327113,-0.000549507274686354
"X27.28466628",0.0142634553084428,-0.0180127511965398
"X27.2858335",-0.00356582787004397,0.0032138699312092
"X27.28608349",-0.00586509458685855,0.0017630886114889
"X27.28824979",0.00292728649117364,-0.00779707420950246
"X27.28883408",0.0117030712140693,-0.0137304309138698
"X27.28891683",0.00495709153017847,-0.0116908714036505
"X27.28933296",0.00970610048715618,-0.00897060362151881
"X27.29166704",0.00576451106752667,0.00298172625320715
"X27.29350075",0.0130728188531646,-0.0123035014655583
"X27.29375019",0.00704368051320199,-0.0081986553959865
"X27.29383371",0.0124534302775573,-0.0265232012613862
"X27.29400037",0.0131651217857178,-0.0188770984274248
"X27.2945",0.0403394572681993,-0.0458438879468362
"X27.29516646",-0.166130902976108,-0.0212765223201512
"X27.29541688",0.00181915213011351,-0.0102528293744896
"X27.2959998",0.00678877605531744,-0.00690317958374426
"X27.29633375",0.0106341961661678,0.00575677244445141
"X27.2964174",-0.0052672382602953,0.000451690515007945
"X27.29650075",0.0111538397745503,-0.00665521123945776
"X27.29666684",-0.00416571097070646,-0.00293713057317911
"X27.29683371",-0.00479974796665087,-0.00157856433972238
"X27.29691668",0.00639188509690336,0.0090303564651996
"X27.29749961",0.0165388695605965,-0.0175922001366848
"X27.29749999",-0.00538320559414398,0.000193018490556821
"X27.2975",0.00659655835677917,-0.00465424543744418
"X27.29750077",0.0259326552877943,-0.0215338552501661
"X27.29783352",0.00335406829928616,-0.00325798645383437
"X27.29783409",0.00931375543267828,-0.00726523630285147
"X27.29816628",0.00630045870317684,-0.0123495730070579
"X27.29816629",0.0161162107255072,-0.0153959724078931
"X27.2981663",-0.00130518445272361,-0.0046795187301527
"X27.29816665",0.00112961132175393,-0.007427696850719
"X27.29816685",0.00676106640822602,-0.00104394989403858
"X27.29816741",0.00565765134730319,-0.00805201599013963
"X27.29849941",0.00814323300874739,-0.0114509276586115
"X27.29849997",0.0100725727623522,-0.00426232903317979
"X27.29883252",0.00913601757283813,-0.00787449021114979
"X27.29891685",0.00309562467501104,-0.00361502102066153
"X27.29891741",0.0147377597071272,-0.00422940441235886
"X27.29924962",-0.00580763084463839,-5.77989901244085e-05
"X27.29924997",0.00884866589523843,-0.0217696319808646
"X27.29933351",-0.00409913153751006,-0.00308000319578319
"X27.29949962",-0.00790529592809976,-0.0032997621889717
"X27.29950019",0.00876648455962519,-0.00615883197544463
"X27.29966741",0.00411250682716903,0.00193454409438753
"X27.30025019",0.00196540000369829,-0.00227832013782319
"X27.30075017",-0.0117834698340195,-0.00559168631355077
"X27.30083296",-0.000551031259085148,0.00388302579850412
"X27.30108351",0.0033892134689389,-0.00196915300177179
"X27.30141663",0.0152911727576768,-0.0387383920684848
"X27.30183407",0.00937855109573202,-0.0115490052293773
"X27.30241684",0.00361733550007947,-0.00113477780653088
"X27.30400073",0.0243326381456311,-0.0406217384104432
"X27.306",0.00233052094428276,0.00139723797299257
"X27.30675074",0.00587978400026717,-0.0264376921732933
"X27.30700075",-0.00479735503249074,-0.00103191731163865
"X27.3085839",0.00955336231313747,-0.0130230957661663
"X27.30950075",0.00447319906082863,0.00218888005559739
"X27.30966743",0.00225111106070393,-0.00786950660108627
"X27.3098341",0.00235036717066235,0.000165050242686616
"X27.31000077",0.0170785565504312,-0.0262593738176347
"X27.31116741",-0.00410001719162781,-0.00185600875745221
"X27.31141725",0.0055739033999188,-0.00790402415766914
"X27.31216724",0.00324446898144769,-0.00278820126854115
"X27.31316706",0.012432908979845,-0.0202602633810084
"X27.31333334",-0.0173131836109427,-0.00761831980650457
"X27.31341668",0.0101218211438764,-0.0144591575402397
"X27.31349961",0.0256028933712948,-0.0226542497941487
"X27.3136663",0.0329909966927738,-0.0726230461362535
"X27.31366705",-0.00748112491772319,-0.00407034465389046
"X27.31383333",-3.26720871790424e-05,-0.00220252902130689
"X27.31391667",-0.00273427152572743,0.000695785921292491
"X27.31416668",0.00904389686747495,-0.00153652123967897
"X27.31416704",0.00718799350358024,0.000672968807310116
"X27.31425",-0.00633326903967987,-0.00313431985944838
"X27.31433296",0.00848317452848974,-0.00549660537106715
"X27.31441609",0.00357138143637123,-0.00134264940649188
"X27.31466667",-0.00361330791779353,-0.0024864711969547
"X27.31466706",0.00749034179341147,-0.00607944091611583
"X27.31474999",0.000946868586389782,-0.00289435644990926
"X27.31516588",0.0114160683851564,-0.035450451213354
"X27.3151663",-0.00559127781467915,-0.00532183187822954
"X27.31558335",0.0105682640687067,-0.0119491849753688
"X27.31583296",0.00956943423458259,-0.0198992713676158
"X27.31649963",0.00734616319627012,-0.0154606967466629
"X27.31733335",0.0169762741989151,-0.0174911225861323
"X27.31816667",0.00833118749032995,-0.0133831210434519
