"V1","V2","V3","V4","V5","V6"
0.0524984779352167,0.982091570314005,0.599697599371342,0.0598191075653445,0.00366294105940312,0.552833630540405
0.317049838147174,0.649214737095015,0.830486946893956,0.506269121315997,0.168258492509164,0.449356805086953
0.261673867683067,0.907975859797162,0.57988668772609,0.203017357207437,0.266235806479947,0.396933734147336
0.408592367849654,0.964781791485404,0.584480914621064,0.49403669464139,0.268124341057723,0.710125430256786
0.434623222799634,0.952365261015336,0.556516771813888,0.492222481782744,0.221654344702968,0.765363965036549
0.491739093284758,0.196902858499409,0.566847863368401,0.536749657241428,0.269997006780687,0.393901687660451
0.457055724543776,0.987523847244384,0.73063568513941,0.523167301880171,0.274206168387836,0.632746957235388
0.331648707798523,0.457172644396543,0.808524073692951,0.539901654657131,0.23853531006268,0.466363272340724
0.477406011120978,0.17465815396344,0.761257669036696,0.245957851828097,0.258337338128984,0.249036417389315
0.432376855122077,0.17222096625047,0.00947606992075289,0.116464669327205,0.0051155474569482,0.137309837497082
0.407859513320448,0.516810980461236,0.509205301499112,0.489195236094062,0.20969657240011,0.766243519893425
0.213412904875213,0.731829114273194,0.348590009396251,0.47262283359705,0.258258510333109,0.650183071999556
0.493332129098475,0.404886897597888,0.533505190643993,0.0952211431080794,0.112035240410871,0.683751380409616
0.471455109885852,0.647854597732652,0.841963198922134,0.263630339670133,0.273894571073732,0.454851892731986
0.157466746507352,0.253865542562319,0.156507858027457,0.475372867653773,0.122007879226777,0.626334979400013
0.416825921540841,0.890147616431331,0.734588599929294,0.313309768451188,0.268596973072362,0.567475351102721
0.490161152125687,0.940809048567634,0.833419125003456,0.427899311279098,0.265069054109225,0.749876353186325
0.242106817699208,0.502941622650126,0.641735065441732,0.544909790241294,0.0441521041481421,0.180527610324161
0.210040373592772,0.936876511307306,0.491546965780351,0.361743967924738,0.228857975923921,0.53320096143033
0.0565389220071336,0.309215657400684,0.536798908830864,0.544905714191159,0.0869335171655045,0.527439338942668
0.488196510434975,0.204674128806684,0.823893086556619,0.154817451035324,0.257978952882069,0.368422966137747
0.265503472581519,0.533801993989626,0.710079788623124,0.511770066673987,0.245242110948526,0.685191951673273
0.465643075046358,0.915254602732606,0.741338424469231,0.544283325578505,0.268253994326892,0.744434714397778
0.391627059558579,0.977697719227784,0.475821846054716,0.492874695796507,0.261402091873482,0.443582459574859
0.478646556109253,0.922766999814242,0.842793376922771,0.505432517106452,0.268469779222405,0.521095037692975
0.45047139694551,0.758074173151447,0.744767059747103,0.421459545960008,0.0760531041527726,0.175514228036883
0.0194612298393088,0.841720739432203,0.250566091410207,0.0540905965168622,0.0597786437627541,0.52617204270379
0.376996046501674,0.974837220287569,0.79581887193289,0.498704794186284,0.255226082074566,0.749420920758871
0.267738889800079,0.950353139893173,0.674399074647959,0.29507714378598,0.257223499405298,0.402075843614827
0.492336511423602,0.991688972243437,0.765313845227461,0.544036360423274,0.17087020496829,0.692762786678215
0.491945321347545,0.968753361120883,0.601166127268783,0.509273439169829,0.213723635888042,0.538001055709099
0.48284637246415,0.161715002584505,0.692274494292384,0.0988289335539276,0.241501221106334,0.316575672087753
0.261629419159688,0.991705963008307,0.841380547695972,0.347398176411508,0.165671764559156,0.765676829472927
0.394927190353742,0.432893198871832,0.413738530587311,0.13618959396855,0.264838800769814,0.0424186410302685
0.172413613962047,0.511042297362771,0.564975942996686,0.538887174818016,0.207306923012073,0.719129152149445
0.21715491773925,0.713857029162477,0.79616451078696,0.536659047819605,0.0362123373065988,0.36851272586108
0.177830137281441,0.234759919427215,0.551755812481537,0.542894045837679,0.259657395619465,0.717229463681333
0.44467542988639,0.982813980769713,0.461738915947054,0.501205272041,0.129508677979859,0.375180056389413
0.0637390964736759,0.64892037877319,0.765591793781913,0.117888137737236,0.00772437507929979,0.506016700495286
0.0205091871133725,0.897418440380847,0.563295355697595,0.0552504762549055,0.0166804620392347,0.359501709751659
0.0719888066775536,0.960998423637076,0.598135011545745,0.120008490452793,0.0219293525852666,0.838208766293771
0.0912391683918596,0.929181181217062,0.667503599357838,0.0970188413445656,0.0211638778305808,0.800780402389669
0.059122024863429,0.208710659743856,0.281409404853565,0.131350216602741,0.0206919548084994,0.89462576264858
0.0440288340296431,0.987515984522275,0.428833178875958,0.0836011316530597,0.0225103183802425,0.53028156598192
0.0569583570986473,0.438454367177079,0.633880174865631,0.124363123790477,0.0209324841335008,0.66422586788727
0.0912501582666765,0.10625724248594,0.739877225900276,0.0533713899774431,0.0228241460969925,0.320379934401172
0.0859644714750675,0.190075366009037,0.00789020652464401,0.0339600094582162,1.7715273416874e-05,0.107535916875515
0.0714035557062831,0.546904142597801,0.54568022589349,0.0469585778485173,0.0231595678655065,0.903208899487348
0.0294611330436628,0.763627141603958,0.354623961765173,0.128986662987221,0.0188710236026297,0.735181487339134
