"","Comp 1","Comp 2"
"X14.29316664",-0.0375665121690638,0.0283929201475699
"X14.29333301",-0.0317398475122552,0.0252210145651348
"X14.29466713",-0.0381321751600309,0.0244685867403804
"X14.29474997",-0.0377325035852187,0.0351656701627317
"X14.29575047",-0.0316140132116276,0.0255756161653798
"X14.29616693",-0.0357956199504487,0.0276910590820509
"X14.29666693",-0.0321019404797925,0.031586019388837
"X14.2968338",-0.0340355281600932,0.0370811568708893
"X14.2973337",-0.0133217236970399,-0.0184169410748439
"X14.29783303",-0.0248272387728438,0.0327509322193761
"X14.29925047",0.0217865251540722,0.0160530783163626
"X14.30141694",-0.0314044954746292,0.0355568864217747
"X14.30408361",-0.0211635195929014,0.0353346560689775
"X14.30466684",-0.0385092554703837,0.0270294812934028
"X14.30916695",-0.0253721624171022,0.000833974670226949
"X14.3094997",-0.0197773064902339,0.0310631831266668
"X14.31133331",-0.0238859307489618,0.0324174947476896
"X14.31399966",-0.0355945416616746,0.01593067504178
"X14.31925027",-0.0319596279729245,0.0162978741523241
"X14.32691685",-0.0217853297979148,0.0232747558793765
"X14.32866685",-0.0318397842069844,0.0414024946711991
"X14.34050012",-0.0260792355814021,0.0333165919780022
"X14.34150028",-0.026071631815124,-0.0174944598165114
"X14.34158344",0.0347231114153823,-0.0071681843972886
"X14.34291694",-0.0207250856237916,0.0194854083625361
"X14.3443336",0.000201618720428947,-0.00238245078766643
"X14.34616637",0.000498003823278555,0.0064195077108221
"X14.34641686",-0.0155314786011355,0.0225725635764015
"X14.34725027",-0.0303559097319511,-0.00419702413053394
"X14.34775018",0.00688574279214981,0.00521265503675843
"X14.3480001",-0.033158993733742,0.0320009461438434
"X14.34816656",-0.0171364657963544,0.013856940536298
"X14.34816666",0.0140771332502365,0.00778554649535127
"X14.34983343",0.00145996579928024,-0.0137941891705984
"X14.3500001",-0.0341584337276867,0.0208886049537902
"X14.35016686",-0.000120350193702445,-0.00898260932924559
"X14.35016695",0.0269514965229823,-0.024289115403266
"X14.35075038",-0.0164590682335942,-0.0155507024476939
"X14.3513338",-0.0105864766519913,-0.00177106922365922
"X14.35250017",-0.0236119033194997,-0.00495661953804079
"X14.3535002",-0.0116224053629605,-0.00750801016424172
"X14.35383351",-0.0152669108192206,-0.0134457147518099
"X14.35483343",-0.00124373398388062,0.0292962381926559
"X14.35550028",-0.016320245674741,-0.0148066634416443
"X14.35683345",0.0132723890202412,-0.0182619207032458
"X14.35750008",-0.0141325847653927,-0.00296535204430341
"X14.3576666",0.0116445823572919,0.036494267617561
"X14.35858353",-0.000144514255300459,-0.0228550751245482
"X14.35883353",-0.0119101877834648,-0.00284204304569349
"X14.3598336",-0.0112630348663903,-0.010139639509345
"X14.36033362",0.00596854815918956,-0.0263197781724322
"X14.36058362",0.015023117551393,0.00172580532405395
"X14.36083362",0.0179597270414429,-0.0232203784016648
"X14.36150036",-0.00466971280446737,-0.0126392371399368
"X14.36175009",-0.00931696585274681,0.0436152553946748
"X14.36183341",-0.00465465178833194,0.0450934336701407
"X14.36200029",0.00683841766670741,0.0326164759839866
"X14.36216703",0.022361908931666,0.00648580294421252
"X14.36216711",0.0282732559600352,0.00762119785988491
"X14.36341687",0.0192720941271873,-0.0138411065929308
"X14.36366687",0.0139561605655485,0.00517791895037766
"X14.36433362",0.0125809993528571,0.00638069132956258
"X14.36650012",0.0275492586458576,0.00920959246203388
"X14.36700012",-0.00411866062022101,0.0331740902627581
"X14.36800026",-0.0083697179347541,0.0183653832364235
"X14.37008335",-0.0178173459638513,0.00605253901257705
"X14.37008344",0.0263518003639217,0.00676864829192904
"X14.37241675",0.0127725904961354,0.0315435043342849
"X14.37241677",-0.0138611809586333,0.0126163212231893
"X14.3730003",0.0131786626888512,0.0122568370878445
"X14.37366666",0.00444992019580021,0.0363938773618352
"X14.37366674",0.00949968689048083,-0.00101213055056998
"X14.37366676",0.00655018106016502,0.0296160978406195
"X14.37683364",-0.033681248941206,-0.00804476127369074
"X14.3777503",-0.000927456175092004,0.0381257079565791
"X14.3780001",-0.0206575401448126,-0.01266424001291
"X14.37816678",-0.0115425762948044,0.00451494393090859
"X14.37825011",-0.0197758612534789,0.00490659865675132
"X14.37833343",0.0214508145936249,-0.00330317735935243
"X14.37841688",0.00398152101530421,0.00710109524007441
"X14.37983344",0.0182840215229161,0.0217418715345583
"X14.38066658",-0.00960030453822939,0.0456521462945674
"X14.38099991",-0.0166030048876803,-0.0041529191041701
"X14.38316676",-0.000713753497935784,0.00890995246938366
"X14.38633324",-0.00880313524941821,0.0499441980462056
"X14.38983335",0.00481193633729144,-0.00805999536132574
"X14.39449991",0.0247082088485078,0.00480710301958584
"X14.39516658",0.013187113814597,0.0303111264360398
"X14.40608316",-0.0157258907019174,0.0244906721655932
"X14.7854168",-0.0290625336161314,0.044925528080012
"X14.78850023",-0.0189048945720247,0.0476744654873482
"X14.78933337",-0.0290243616505925,0.0466146277741636
"X14.79200023",-0.0218995790951317,0.0541346761965403
"X14.79225004",-0.0383706555535986,0.0372239023460741
"X14.8081665",-0.0188738023184762,0.0534734643493306
"X14.82299995",-0.0329430731378109,0.0353337387253666
"X14.8231667",-0.0299870485894675,0.0476036397120432
"X14.82424968",-0.0311030779557076,0.0362374178651375
"X14.82433303",-0.0291952583304326,0.04595805372595
"X14.84824987",-0.0157315398029334,0.0538525180703157
"X14.85466634",-0.012588301664853,0.0238083539223431
"X14.85466652",-0.0295916525476215,0.052409446839882
"X14.85483321",0.0311908711641791,0.00606300235216917
"X14.85524988",-0.00287206689128494,0.0536600608974263
"X14.85641712",-0.0306465888621368,0.0455871739671828
"X14.85658348",-0.0211717408823321,0.0540954527904473
"X14.85683319",-0.0349989829569448,0.0480196249285724
"X14.85683348",-0.0397077301514008,0.0401259366183627
"X14.8573334",-0.0248469884618759,0.0545593477421613
"X14.85766645",-0.0257181210344768,0.0525129118433034
"X14.86299988",-0.0127792757075057,0.0475240070322149
"X14.86516692",-0.0277143813873689,0.0494118609099433
"X14.86658349",-0.0219591219091334,0.0454272666615043
"X14.86866636",-0.0216481193834793,0.0447488038963714
"X14.87033377",-0.0407610103973409,0.03761728191163
"X14.8713331",-0.014600693764264,0.0476062123645832
"X14.87208338",-0.0175589075914074,0.054611461502576
"X14.87216643",-0.0328873174859984,0.0462282301370337
"X14.87266638",-0.00340242709552711,0.0531704991687093
"X14.87266654",-0.0319122369026076,0.042288490431828
"X14.8730837",-0.0375482183998804,0.0429850560165104
"X14.87350046",-0.0240051718308197,0.0566428460402221
"X14.88866627",-0.0377435310031248,0.0417137961158717
"X14.88866634",-0.0349633985065405,0.0363583881210879
"X14.88866713",-0.0143489237886141,0.0459593012801186
"X14.96925002",-0.013741619093048,0.0113195547278934
"X14.98183342",-0.0401668802003918,0.0313257922546879
"X15.03283316",-0.0156302523152313,0.0514703269724198
"X15.04116641",-0.0127411402761541,0.0162792647845335
"X15.04966658",-0.0466119672880496,0.0288043707837042
"X15.04966668",-0.0397692712977737,0.0343488738679056
"X15.04966678",-0.0364269877102212,0.0341414244265714
"X15.05024994",-0.0329372274111296,0.0387322122059813
"X15.05049974",-0.0271386549329043,0.0423209119088905
"X15.05283309",0.0264178248988069,-0.00245357009507282
"X15.05799976",-0.00394142882920963,0.052065185215025
"X15.05900032",-0.00267277556805296,-0.015149199836749
"X15.06333324",-0.0112626523278252,0.0417928880383968
"X15.0646664",-0.0366091192661517,0.0362324323071602
"X15.06516632",-0.0207238702173479,0.033310641220317
"X15.0651664",-0.0467833679133732,0.0285845320548974
"X15.06541632",-0.0411851183930553,0.0358370624241785
"X15.06566638",-0.0383092199559441,0.0378790274432099
"X15.06566639",-0.0385923276801271,0.03447275886265
"X15.0656664",-0.0166705358750797,0.02140091524838
"X15.06574973",-0.000852118767501234,0.0237161265267453
"X15.06583305",-0.022271276565463,0.0459731559021968
"X15.06583306",0.0371295398988248,0.0216012864873889
"X15.06583307",-0.0352900267365228,0.0410174120663538
"X15.06583308",-0.0166731574870082,0.0240267676389818
"X15.06583309",-0.041636653613665,0.0273015835610446
"X15.06583324",-0.0265538537226614,0.0297610319959472
"X15.06583326",-0.0449706504806792,0.0254403736938166
"X15.06591641",-0.0352852031462742,0.0394881546942022
"X15.06591652",-0.0438827864127828,0.0295918946526976
"X15.06599976",-0.0328222310129841,0.0407089091796466
"X15.06599994",-0.0401647693552528,0.032232693901605
"X15.07308317",-0.0443607666538569,0.0213404662435899
"X15.08183367",-0.0356562671933228,0.0164851270060795
"X15.70950025",-0.0377986841296382,0.03773913918052
"X15.71716623",-0.0423070025963453,0.0318250474135301
"X15.71883369",-0.0100981138309608,0.0428652167407119
"X15.71950025",-0.0255295148817584,0.0390931232795568
"X15.72016681",-0.0389637488507604,0.0334671164971537
"X15.72249995",-0.0362426293848731,0.0267874661608414
"X16.06349949",-0.0454204584263491,-0.00733247698489321
"X16.06375026",-0.0401724125036244,0.00555728475442431
"X16.06591692",-0.0413072813095888,0.0051625010696247
"X16.07750026",-0.0492746186738846,-0.00561942137481791
"X16.28566736",0.0103847568211723,0.00155899705184242
"X16.28900072",0.00694499626615627,-0.00372054160122856
"X16.29350035",-0.0422799304406941,0.0343310254321447
"X16.29466738",-0.00872462850197431,0.0313355785326989
"X16.29633291",-0.0495746588287467,0.0183659121141396
"X16.29983289",-0.0396180870152021,0.0375550568176621
"X16.30075013",-0.0242909577714656,0.0426129522236073
"X16.30149956",-0.0385402291556135,0.0397161753962334
"X16.3016668",-0.0398285119039844,0.0401277636884489
"X16.30166738",-0.0348767512357461,0.0380458474906321
"X16.30224996",-0.0318148834264173,0.0456673115708486
"X16.30266587",-0.0349308987147401,0.0449614961793328
"X16.30266701",0.0342364867429066,0.0145701868634885
"X16.30308329",-0.0384555822327636,0.0383344620363772
"X16.30349956",0.00772230615525433,0.0122163782298004
"X16.30399994",-0.0398903346348741,0.0372403730152242
"X16.30416622",-0.0406219891367837,0.0367895792455213
"X16.30450033",-0.0396178258685234,0.0380160660931696
"X16.30466661",-0.0388827520076531,0.0400403354480203
"X16.30466662",-0.0412984384031254,0.0354987311510412
"X16.30483289",-0.0350266561191621,0.0432602364787732
"X16.3048329",-0.0395039265571303,0.0382647140758338
"X16.30483291",-0.0141576114844465,0.0441405419194142
"X16.30483329",-0.039258930480716,0.0382952890169882
"X16.30483347",-0.0400543602092696,0.0387201584883053
"X16.30483403",-0.0265196438787933,0.0311779772735625
"X16.30491623",-0.0140762545801495,0.0444634720725076
"X16.30491662",-0.0283445837563448,0.0340646506253089
"X16.30499956",-0.0287370664193482,0.0450694089553295
"X16.30499957",-0.0343114198855731,0.0423652437267103
"X16.30499958",-0.0405959234712257,0.0376087660048748
"X16.30500033",-0.0454686520525821,0.0311603619128548
"X16.30500034",-0.0452353877886324,0.0315086856807651
"X16.30500035",-0.0456318731557605,0.0311239119246854
"X16.30508368",0.029807942608581,0.0433722171283271
"X16.30516701",-0.0380354670157555,0.0405975500520772
"X16.30550035",-0.0459755065516184,0.0263294686079443
"X16.306417",-0.0313601855995562,0.0439382576268966
"X16.30849976",0.0312606641003017,0.0387029244390789
"X16.30933252",-0.0211106500375457,0.0425411164384949
"X16.30991604",-0.0147736672321414,0.0539555204959467
"X16.31000033",-0.0412844275003659,0.0353026650601446
"X16.31024994",-0.0275407697214986,0.0441851403261867
"X16.31049956",-0.0216586767575024,0.046467939204442
"X16.31166622",0.00572713762611152,0.0390348586986432
"X16.31166699",-0.0481876061827821,0.0137636249628088
"X16.31549954",-0.0376370830227424,0.0336978552491969
"X16.32116699",-0.0399616979646865,0.0284503610898619
"X16.86750012",-0.0386658167259996,0.0379809499948688
"X16.86783423",-0.0363738041622094,0.0394720044109811
"X16.8680007",-0.0377149866168619,0.0416088157453028
"X16.86816717",-0.0376311091682497,0.041922917082161
"X16.86833327",-0.0328726758776114,0.0464016627811697
"X16.86849936",-0.0424224709875978,0.0328858861253745
"X16.86849955",-0.0356051988284506,0.0445845447535209
"X16.86849974",-0.0300396895571385,0.0346588378055324
"X16.86849975",-0.0401789216455045,0.0401812774174132
"X16.86849976",-0.0123255081843744,0.0473021402995961
"X16.86850012",-0.0385598584316587,0.042791404880613
"X16.8685005",-0.0249215515655756,0.0499722991765496
"X16.86850051",-0.042459596930229,0.036357941831955
"X16.86850052",-0.0487317301709344,0.0180098961995007
"X16.86858329",-0.0287917932167972,0.0407856747107916
"X16.86866605",-0.0312391525001937,0.0451482691495258
"X16.87074957",-0.0435006919452976,0.0352046504927291
"X16.87091681",-0.0407103188685933,0.0355468904333474
"X16.87299975",-0.042906452802408,0.0335206402033454
"X16.87725013",-0.0446864945907574,0.0359857408768095
"X17.75383297",0.00761270233509334,0.0319561943119218
"X17.80200004",-0.0464694836382584,0.00574711196528251
"X17.80200005",-0.0407333444616863,0.00465321922358458
"X17.80200042",-0.0431540797678374,0.00226329877535736
"X17.80200043",-0.0426980464837126,0.00381043929214442
"X17.80200079",0.0322557331400083,0.00267032763911285
"X17.8020008",-0.0435432751963035,0.00341594141983458
"X17.80200081",-0.0425828994584075,0.00394640488096324
"X17.80200082",0.0284382030645595,-0.0006082438297451
"X17.80200083",-0.0394263523394567,0.0100337169193072
"X17.80216671",-0.01965840693159,0.0196617650752971
"X17.80408376",-0.0426437154474777,0.00343673871869702
"X17.80783416",-0.0494477213741189,-0.00192755767627563
"X17.8079171",-0.0225095081631528,0.00895323107816755
"X17.81366748",0.0174545842576333,0.00915182691428582
"X18.1706668",-0.0350139959404155,0.0282349582424192
"X18.70308326",-0.0511225107970847,0.0136614383621151
"X18.7033329",-0.0524857992540377,0.00678264423610887
"X18.70575035",-0.0496317860096572,0.00252610411646577
"X18.7101666",0.00893277520193991,0.0168120982077408
"X18.71066661",-0.0480797690514177,0.0124182770484644
"X18.71416621",-0.0226887809296054,0.0149143982107778
"X18.71433327",-0.0512619787215847,0.0101583615570491
"X18.715167",-0.0528652363816734,0.00690145678682494
"X18.7160829",-0.0225132427809308,0.0304861228509359
"X18.97691593",-0.0459661835889924,-0.00478404378367802
"X18.97749926",-0.0450861591075919,-0.00758796082484131
"X18.98350003",-0.0463201624314644,-0.00621483105754924
"X18.99116749",-0.0411676818414669,-0.00556922873735131
"X19.05566637",-0.0307399275507053,-0.0155118009661713
"X19.06975065",-0.0478071390326293,0.00349324097201912
"X19.13783264",-0.0438190697567681,0.00256051403037788
"X19.13883322",-0.0456490985010273,-0.000572101937725099
"X19.15024972",-0.0458304215109368,0.00107274027297258
"X19.15116599",-0.0432939988283154,0.000462430388106016
"X19.15349931",-0.0460395231515638,-0.000338076107111061
"X19.15366597",-0.0449705139974229,-0.000285585277763458
"X19.15374969",-0.0457079750690614,-0.000495838523438074
"X19.15383264",-0.0452654289137581,0.00625137003754485
"X19.15383266",-0.0165274613690998,0.000200401343680151
"X19.15383268",-0.0418944578111307,0.00155247118772999
"X19.15383305",-0.0414984961038704,0.00156375271486043
"X19.15383341",0.0103771510422541,0.00575801493936688
"X19.15391599",-0.0429958235777321,0.000669463312323082
"X19.15391636",-0.0463424582955713,-0.000687154793419544
"X19.15399931",-0.0445761871028582,-0.000633571127806167
"X19.15399932",-0.0473711750807757,0.00161498336010801
"X19.15399933",-0.0174573750716442,0.013943668870427
"X19.15399935",-0.0440585383512806,0.00279389584086816
"X19.15399971",-0.0196340672945731,0.0109753820051936
"X19.15399972",-0.018253672132277,0.012670735515697
"X19.1540001",-0.0355061991246883,0.00750633615404134
"X19.170166",-0.045220298834179,1.98544218006946e-05
"X19.17049933",-0.0391950568213218,-0.00327709200025802
"X19.43050056",-0.0396720394722753,0.0300980985805639
"X19.44633391",-0.041373517082463,0.0292525820334335
"X19.80974954",-0.0311213147212646,0.0502001409548016
"X19.81066657",-0.0310665786268054,0.0483728782973958
"X19.81358325",-0.0348814750036985,0.0450895588353676
"X19.8136658",-0.036286034403773,0.0341019076130754
"X19.81366619",-0.0362313908838845,0.0416908664711415
"X19.81374953",-0.040331182339855,0.0409877014377245
"X19.81383326",-0.0367346494775955,0.0453827440161024
"X19.82250067",-0.0410677912451933,0.0393541433397264
"X19.82749916",-0.0380387442528358,0.0417276429357927
"X19.82899953",-0.0272792416564819,0.0383516948352674
"X19.8289999",-0.0177277339141499,0.045860710769942
"X19.83024935",0.00441841896032048,0.0440467991548642
"X19.83699992",-0.0352497556504826,0.0461786510800978
"X19.84591678",-0.0298479956826779,0.0485922555499129
"X19.84633291",-0.0349615448393042,0.0189810632235949
