"","Comp 1","Comp 2"
"mns20pip2p2",14.4623407926914,-6.70156438740559
"mns20pip4p",10.7979428673301,5.98677961675435
"mns22pip2p",2.61657148002827,8.69730985529348
"mns24pip4p",4.09392362192326,-2.29493166656056
"mns9pip4p",-16.8124206037021,21.1813468844196
"mnsC50pip2p",-2.3528054534805,-10.8853676063574
"mnsC51pip4p2",14.4283772797849,-6.52336374033397
"mnsC52pip2p2",19.5167889884203,-3.85393437599003
"mnsC53pip2p2",18.1873810932364,5.3012298326399
"mnsJ1pip4p",6.3275917866706,21.2797920045367
"mns12pip4p",3.83298591679185,-8.17894908549047
"mns15pip2p",-35.7318792055705,-22.6937363259498
"mns15pip4p2",13.57676670051,-17.4446359427605
"mns18pip2p",-39.0721121673002,13.1762162623171
"mns23pip2p",-1.39896161111374,-20.5016062415095
"mns23pip4p",9.97007402258444,-12.0529264978392
"mns24pip2p",0.540186021130234,-23.1606241623434
"mns41pip4p",-12.2261307395277,-2.27179213853789
"mns9pip2p",-45.8978578289629,-0.946443834265178
"mnsC52pip4p",-37.5882167729349,-0.707755016578855
"mns13pip3p_again",-17.5944773611089,4.12447085080454
"mns1pip3p",10.8525140942622,-18.274141680751
"mns26pip1p",0.711890646564148,39.2655769421194
"mns27pip1p",9.5881745601027,-15.8658398670767
"mns28pip1p2",12.4062606923203,6.17932747930362
"mns2pip1p2",16.2074029180675,10.0502858965085
"mns31pip3p2",12.7616170956612,4.73952070674216
"mns32pip3p",13.5355864177504,17.458808363151
"mns34pip3p",9.37060057418952,11.5509977118022
"mns4pip1p",4.88988417368138,3.3659501633573
