"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30"
"mns20pip2p2",-21.025029354759,0.489161149743354,-3.13591294634769,12.6330452336484,-9.88844562122356,7.61850506767682,-3.65804996690621,9.13913891332262,-1.71578521664114,5.24192954331719,-4.61080544412507,5.4321788336136,3.99724703871898,2.43853317533928,-2.23582335082024,-1.17912898762984,-1.36885998405648,-1.15556953181553,-2.90140941101358,-8.53625669091603,7.21549914142251,4.1392082942241,-5.02812015418892,-0.128397647647599,-0.867670711974413,-1.76528554985516,-0.935065613413235,1.0949106539156,0.701763844984832,4.00221305749127e-14
"mns20pip4p",-7.08910932876592,11.6334835598341,-3.42765007639616,0.152912848002739,1.79561508813886,-2.86655527203806,-0.134402738218561,-2.44664684936864,-2.12618677181176,1.2775385649182,3.67682184919339,-0.846670696019009,-1.4762982432935,-3.44314426952613,-0.710072274911184,-1.06440503987104,-1.14179221962824,2.98729639762265,-0.914765278585643,1.81188032600898,0.342272453074789,-1.60193928456555,-2.85200136884859,0.380963882008147,-0.140817260797199,-0.305619324089379,5.44878018975766,1.7845805544184,9.97922505273492,1.18483781813561e-14
"mns22pip2p",4.49706714293075,2.93202532742434,16.079061340089,2.32042328058689,10.853878459649,0.940377198629188,-1.76580001800263,-0.183052331347815,5.04300257503012,1.95845755495992,-4.50027427725377,-3.14476054000301,-1.5285052480153,6.9538146473831,-3.19995331193586,-0.66278076768104,2.48970910928202,5.80021902731693,-6.10605985228777,6.56920598680069,-2.68115124425105,5.91098976532655,-3.69866450630328,3.41390754186595,-1.13135200981918,-3.77081373540941,-0.234608207746634,-1.52952481947155,-0.950807885093911,-1.62631410074998e-14
"mns24pip4p",-7.44250479552778,-8.04348933043717,13.9313299171534,-7.91895050342828,3.01174162728297,5.58657760035082,-0.983459787271099,-1.03357520773956,0.141088165502563,1.32896138511004,3.81577272033753,0.831468740413547,1.8229598395859,1.31557346739457,-2.46461573718905,1.66870599033859,2.52802700713793,1.30676136606059,0.482715442109357,2.40345608450056,0.12186874138843,3.08302502656888,-3.38533995544414,-7.72352154547298,5.7768814190898,7.76750526249568,-2.55864012272642,1.36775625166438,0.611352493781802,1.52971168718152e-14
"mns9pip4p",35.0904261100149,-4.7946633513134,15.5730350002188,8.80766397312088,-1.43618764069592,-16.3877556980739,4.00286767035727,-2.62692264891983,-6.85003055096066,-7.99276189724416,-2.65917259672892,0.995738743713214,17.461148700118,-3.12664921476788,2.36163367542273,0.839262218879471,0.873542660790682,-1.28980537255139,-1.83145846714574,0.259906322633295,-0.656105340624116,0.527376846830253,0.0347205951074512,-0.290383308021176,-0.143461840441462,-0.58360616150982,0.367836783742989,0.0059004941567168,0.220623704511035,-1.03655013175205e-14
"mnsC50pip2p",-7.26477108879543,-11.8879074481227,-1.77752797181591,-19.4679549636123,0.383500845582072,4.64078792838103,3.40495985057178,1.78351019559706,-12.0014626805926,0.680765685318546,-1.38846374814207,3.56917478062081,2.4421901013034,-0.738466088425786,-12.1578612218358,-6.22136116781071,5.51808378305124,1.5746120821003,3.63576134795595,2.68763530795977,2.71022193259617,-2.05176635751283,3.61761056347648,0.337146646803565,-1.97967825865848,-2.11533256073914,0.120497593826264,0.11855272019475,-0.490678834689107,1.83350513591196e-14
"mnsC51pip4p2",-21.6750333199305,-3.64792692071518,0.591144473215766,12.5683626902514,-13.3519424143423,2.77411496045873,-2.21088755589375,5.31772030782358,-0.300895535459025,1.93230482662115,-6.04896487004692,1.14558028443417,-1.39303772586854,-3.06414652433193,7.20957144336306,4.17055651448798,4.83887924555525,6.52528900470534,-1.67213944770697,6.18697709121135,4.89643867267713,-5.16723337776878,3.68898238767331,0.589017040482359,2.89656739947507,-0.353896270120676,-1.93834397906303,-0.368431719603398,0.0989559335025879,2.31591547154852e-14
"mnsC52pip2p2",-23.9198091472301,12.6195416171775,-13.732013676914,7.71600431458359,0.490057055741059,-2.09974119159838,1.09030984281925,3.41315198927289,-0.131779830348718,6.18722578794959,8.64051547856135,-2.22166706641209,6.10191589974596,10.1181203744293,7.14088132604771,-3.78732840975678,5.52592995891507,-1.17583037443616,7.55971440891426,1.23549142370595,-1.25201927454476,3.36865447069534,2.10881076093565,0.0596786698451506,-0.14797946662975,-0.522220682694809,0.865588864028955,-1.54382591796865,0.161704606017839,5.2994717988919e-15
"mnsC53pip2p2",-15.2206205768634,14.493750534891,-2.37421486222098,12.4272164633124,0.158718777850672,-1.48946452029118,-0.285312956147011,-0.497209497093433,5.97214225266758,0.396411060152404,2.57720500413628,-1.0168420000182,3.07566603173787,4.80094582605348,-5.43497015390916,1.70707675032143,-0.969204938456618,0.29768968073563,-2.29453672777317,0.608369967696061,-2.35334307324714,-4.98389973534671,1.76271880492056,2.00530261880917,-5.48127893956757,4.08675682361269,-2.04411906588368,7.57487046678053,-1.43329649832892,1.37693675905659e-16
"mnsJ1pip4p",11.1466087823932,24.418624806198,-5.02155838556222,-1.18759700486253,-1.73301076623696,-1.93227399817354,-4.6907616002484,-0.60545734297409,-11.8936779471911,-0.234018286942147,-0.0835308865529386,-6.10614724438697,-4.58362313883043,-5.02826845374718,1.19407204982518,-4.74103571939983,1.53290261015289,1.73024381785175,-6.01350510286574,-4.35438134424307,-1.37397125618112,4.49413441750438,5.12645088428372,2.0907344586403,-0.0136403370888074,4.76982369051352,-2.40311355079528,-1.62379388062221,-0.0196785215847648,1.22194463748893e-14
"mns12pip4p",-10.808711109344,-9.07273978902418,16.7332544465645,-4.33522752993801,4.82822410036053,5.22927693019485,-0.767315585056801,-4.00779567597388,7.16852614753142,0.683491338086128,4.25554342529051,-4.80803574976038,0.23889600765177,1.97998399517931,-0.165171812071801,2.70288321819289,6.69803095553888,0.235533900680076,-4.64395841205896,-9.34839394411445,-1.75717300487087,-3.8919519161196,4.39551712279047,-3.09373341101807,1.28953558772808,-3.66549483732505,2.70255877577574,-0.856495042130247,0.197960214373638,1.83653819148949e-14
"mns15pip2p",22.2692383077707,-22.1813737777816,-26.3026442143381,-2.32396238122881,7.73316239897856,0.41646864388665,-28.3934579280993,1.87706635152965,4.08744708206291,-8.17088434528088,-0.0292374590175927,-1.68343001447126,2.32659073170024,0.0837624651354156,-0.269143332466077,0.335330221202949,-0.0499135904724218,0.356127661527141,0.616291609462441,0.363552932148649,0.0662063722070728,-0.0601562843249832,0.125923774614585,0.243474695480146,0.37946883832886,-0.077265864649005,0.116442083745927,0.231110949874509,0.180868043888751,1.53245471867791e-14
"mns15pip4p2",-28.7323672631383,-4.19465452480931,-5.8092900064033,11.0154830160218,-3.06321316891597,0.627909459808626,4.0681365736073,1.51163856734331,7.97664414246142,-0.789956648645316,-5.90106834753317,6.36484549248627,1.06459292541008,-4.37778709360705,-6.38641420166429,2.69485519769668,-1.83685431738008,-0.848817766508696,3.37051362034223,-1.5550703739452,-7.89277460702859,3.60048419320729,3.90181017272336,4.00671098732593,5.6322162320368,0.931685835844631,1.22337742992351,-1.23618016011368,0.954132354300781,1.39877801182131e-14
"mns18pip2p",56.8866002060341,8.34635579228674,-9.87843735526268,-22.6834849083611,-10.6802198072298,-4.23428868695415,8.57775710603647,19.0858545477374,13.036425974922,3.94928436991012,0.415638730938249,-3.31999308095796,0.972173805712613,-1.50850264623461,-0.485537521135468,-0.206864326460517,-0.0304792720433788,-0.19960127627139,-1.14921241677221,0.219964936728419,-0.517048748214407,-0.495228541687879,-0.321109855382719,-0.534499181899908,0.747743553325255,-0.147179798026561,-0.107010100176359,0.19216510487894,0.0472152387790971,-2.20986423604685e-14
