"V1","V2","V3"
0.0355765841256239,0.98718363098507,0.0515847506587016
0.305679841812416,0.963259177757187,0.266946410422908
0.385863630238087,0.605916346925365,0.544529286205512
0.398027610896992,0.984755903525619,0.466254574566075
0.445725150317441,0.984318264090891,0.521468303381715
0.491866822010173,0.895018347731736,0.542647931380714
0.484527613285997,0.406796363415247,0.524800392472814
0.258858198169132,0.357886373319071,0.537204915324901
0.395640959934424,0.102285163044324,0.0988336175113005
0.421066746306534,0.861514246865752,0.297841865523947
0.444230183849031,0.734881323171401,0.213489867162471
0.215891235971422,0.108793484170311,0.104427579729634
0.45021846002627,0.724396059031898,0.544611388824259
0.458311550700691,0.725255144570086,0.443753168095815
0.127931816615647,0.941172651803043,0.396321644461111
0.151745178802821,0.143599557329514,0.464162775905679
0.180137800862531,0.26474354866994,0.481995728010882
0.327335770445265,0.616176958179025,0.500790310568993
0.17740963893447,0.970409041815979,0.139979246091429
0.204485106040762,0.989392344435855,0.216213914731328
0.20875132817398,0.923613608921792,0.382557997455973
0.488910243570429,0.98257254833357,0.544595132683696
0.381844739040308,0.834631306236595,0.299329816056433
0.379355620243617,0.971374029875639,0.419256777528674
0.488812304130085,0.392078070449232,0.181602556989092
0.203243322508234,0.983534264657927,0.307628998122792
0.200130278858476,0.84579947564324,0.44928177482605
0.27930316531228,0.5166870929119,0.53652114426142
0.020077742069479,0.950583931594441,0.0658585959160096
0.0594547516808115,0.59657722667358,0.126176360319234
0.0619726398932178,0.9853348738915,0.117792501429241
0.0694529771800149,0.978333132520503,0.103663116889922
0.0412233666403736,0.798005520487959,0.129022919940059
0.0692940396795898,0.393316188461499,0.118908794112261
0.0197516042575597,0.449276744355504,0.122174405166904
0.0654756377110083,0.0776830373477381,0.0151296835099242
0.0658848972084571,0.865462981611882,0.0477266457613574
0.0228221685483416,0.721063368884102,0.0770453095513699
0.0180130739371664,0.116514321351863,0.0167606970052793
0.0654566943905037,0.727578850490082,0.131194434676347
0.0579982797300465,0.727296363993225,0.0745152815356216
0.0379457519832422,0.945037609782473,0.0711566393000123
0.0214178379682453,0.143562948644068,0.101257544054106
0.0382010134192925,0.270786597095252,0.115443078589236
0.0641600091591654,0.625562635442038,0.130452023274326
0.0164293473514785,0.971799236870316,0.0482027899581311
0.029944823093091,0.990314736570688,0.0814980541674604
0.0541126066225108,0.929038968017058,0.0506474741867678
0.0681886006713084,0.984680290106941,0.125206785417174
0.0404462021139533,0.845641781375657,0.0986843084716198
0.0680456070176063,0.974510113063412,0.069727148928572
0.0654138775340491,0.402586526897391,0.0652846624604388
0.0264297929271247,0.986621514337178,0.0706448333021423
0.0390482212713269,0.845034709519653,0.0998013211822064
0.0531456865223434,0.516292299629733,0.128494916630682
0.437072096017207,0.603799967899886,0.430680389497467
0.39979549638033,0.954914767531019,0.408907907828235
0.528099146932039,0.940686054157965,0.362233751745206
0.49510659851844,0.854821860827772,0.432682232419787
0.504228123119157,0.402191585789257,0.382484829399136
0.256615120565582,0.455527972884218,0.42253565253235
0.387213730455529,0.103759016220687,0.0321102152130057
0.456682115055309,0.80485068171841,0.301766654130363
0.320198667897732,0.727725497994604,0.175130244088887
0.274136123120026,0.10051899233918,0.181220663297635
0.389618703959341,0.680573732805364,0.417321588182283
0.520047868286414,0.706669826268276,0.387504942721425
0.122787130653925,0.920277893266604,0.351887951469676
0.21385791527056,0.142207303751239,0.346040566510983
0.123041724310249,0.221806742912605,0.390369228595515
0.475089679597346,0.616955263401166,0.431860150739646
0.248143003136901,0.934013217424024,0.0508560454497493
0.234724657805843,0.960834731362161,0.237564856892066
0.275438844533356,0.89008456973685,0.224914967704896
0.514597353518897,0.959425781024531,0.416499010876866
0.511736865191967,0.811992980809541,0.203312425179579
0.411192901964517,0.943004938371341,0.366258900590462
0.501074387695774,0.350119445699006,0.144439643903005
