"","Comp 1","Comp 2","Comp 3"
"X10.50816687",-0.00743406364533355,-0.00208898262006652,-0.00626144597001321
"X10.97316683",-0.0172475387828685,-0.00625065873808291,-0.00382231600835246
"X10.97774998",-0.0162016770832097,-0.00546328161464582,-0.00211934050761927
"X11.00141646",-0.0149421152214721,-0.00288150001304928,-0.00774940788867484
"X11.00516665",-0.0185657852255863,0.000144423566568513,-0.0108752535445241
"X11.00591656",-0.0132815332589318,-0.00139566602541943,-0.00837761952823041
"X11.00733313",-0.0419476142299315,-0.0111284529103718,-0.0290597159290358
"X11.0086663",-0.00961318136632485,-0.00120839567384781,-0.0102896217518216
"X11.00966665",-0.0283511063320014,-0.00210829506201711,-0.0288762554483833
"X11.0097498",-0.00620411452339292,-2.39787463611418e-06,-0.00633432976213114
"X11.01008341",-0.011280715844162,-0.00343617740114217,-0.0107506501880678
"X11.0144998",-0.0100820244557094,-0.000554320741126227,-0.0107095769317825
"X11.01483334",-0.0124554519203967,0.00187336346344607,-0.00176367001205172
"X11.01583313",-0.0113313527230167,0.00204902409756452,-0.0116856081320855
"X11.0167497",-0.000990419170106378,0.00575913580048981,-0.0038421698752384
"X11.01749982",-0.00800754698746003,0.00123450664147904,-0.00734433907191972
"X11.01916681",-0.000466476975766337,0.00803128701219509,-0.00104210905687391
"X11.01949991",-0.0100728646986335,0.00972046333841382,-0.0111785094615034
"X11.0345",-0.0069838767326177,-0.000364433996456018,-0.0073235427011155
"X11.04091675",-0.0173292139626508,-0.00281179484271811,-0.00698605611869407
"X11.31400028",-0.0149814225743679,0.00332767836914737,-0.009985054067398
"X11.70458354",-0.0110295916644893,0.00306251647528778,0.00333242579188086
"X11.87899969",-0.0326196361116368,-0.0137295826927104,-0.0119823544921199
"X11.88049999",-0.0202105252724471,-0.00698052197964679,-0.00469398355180359
"X11.88199952",-0.0205250452059205,-0.00370358095501896,-0.00398847053980748
"X11.88399971",-0.00903438954740287,-0.00319237870415165,-0.000970662272598218
"X11.885833",-0.0137877970037598,-0.00775707331184218,-0.00119965390629092
"X11.89033293",-0.00619972775459488,-0.00166947926351792,-0.000660348637343292
"X11.89083302",-0.0243605061553516,-0.00393223124532574,-0.00198737107925506
"X11.89283294",-0.0126478663848367,-0.00437899753724687,-0.00361843117293466
"X11.89483286",0.0317226782213054,0.0033963867826413,0.0202466926497008
"X11.89483323",-0.0128371468249314,-0.00431721432301167,-0.0024779683928097
"X11.89483331",-0.0129973610945759,-0.00461391766398818,-0.00171866720200812
"X11.89483351",-0.0164185765666873,-0.000717760653067068,-0.00292229038956631
"X11.89483361",0.0616561776802773,0.0205853584645115,0.0168574259189766
"X11.89483369",-0.0198515983829086,-0.00800552675326104,0.00463277480246616
"X11.89483377",-0.0292905427296419,-0.00562819485828601,0.0104878651610773
"X11.89491656",-0.00544389764839139,-0.00266359196214645,-0.0012482770966037
"X11.89491665",-0.00855473338175175,-0.00464635300677398,-0.00285023550945563
"X11.89491703",-0.00972359610972945,-0.000820168130677063,-0.000803784697315902
"X11.89499952",-0.0172066293822969,-0.00342230456275332,-0.00100519556592899
"X11.89499969",-0.0072331720377806,-0.00282422260525534,-0.00142425529297861
"X11.89499991",-0.00911398841152234,-0.00295583589533974,-0.000849160470324967
"X11.89499999",0.00288094220501297,0.00171346962643169,0.00850020826137053
"X11.89500029",-0.00652755375663372,-0.00204682257063547,0.00218979433699088
"X11.89500036",-0.00413013973300024,-0.00184838131101749,0.00226431211977838
"X11.89500038",-0.00243938847585322,0.00146295971561069,0.00566694843100813
"X11.89500044",-0.0104843685941534,-0.00327998768112434,-0.00156770037940855
"X12.84099963",-0.0172500873137817,0.0501682918006972,-0.0261908382454263
"X12.84433313",-0.0628874021367522,0.109907632423573,-0.0852352655930242
"X12.84450038",-0.0111435962727027,0.0179973071372605,-0.00850459685625518
"X12.84458335",-0.00655374765390135,0.00923571271076513,-0.00683746472255644
"X12.8446663",-0.0106299908543177,0.00940357552636415,-0.00982956018643057
"X12.84466648",-0.0229060016380823,0.0376550516139891,-0.0250670484898102
"X12.84466657",-0.0126238124835697,0.0246784709431454,-0.0168071559116001
"X12.84466667",-0.0324846609008134,0.0606130930850011,-0.0216549929207539
"X12.84500038",-0.0219997898181693,0.0347766846711878,-0.0251361574973264
"X12.84575",-0.005101666178497,0.0181933614033861,-0.0105415655624689
"X12.84649963",-0.0278692840768576,0.0375915778281585,-0.0271342311391951
"X12.84666648",-0.0446238207683265,0.0867836016730684,-0.0569952738988008
"X12.84683333",-0.0122368151607436,0.0204180369808921,-0.00875540459048987
"X12.84724991",-0.0278712012203204,0.0338041334120388,-0.0246542107743076
"X12.84766648",0.0489423567452154,0.146742697489575,-0.0478851810528664
"X12.84899991",-0.0170568483301469,0.034514316245148,-0.0163001322906063
"X12.85116648",-0.00899497123804329,0.0161521199847852,-0.011233334919363
"X12.8512498",-0.00558842951681155,0.0191919253337254,-0.00910010237547851
"X12.85133313",-0.015766947225635,0.0249096151309141,-0.0196331494015779
"X12.85208315",-0.00470656195850795,0.0109429554657266,-0.00564609075922845
"X12.85249971",-0.00434703774022529,0.00824110435472139,-0.00400219433155531
"X12.85299981",-0.0117927388140822,0.0181869591554249,-0.0128887762854959
"X12.85383296",-0.0213227201400751,0.0364963123832619,-0.0258643985485755
"X12.85424964",-0.0061851446501888,0.012662668029402,-0.00835139307376021
"X12.85849963",-0.0150737028366383,0.0237861805570698,-0.0201057467797858
"X12.86033343",-0.00695598013305689,0.00728372993155339,-0.00374913419779065
"X12.86066708",-0.0037155845541338,0.0106287457120584,-0.00552779700300675
"X13.32750025",-0.0164149750572241,0.00586845987912244,-0.00606510814107792
"X13.32950034",-0.0244384764226277,-0.00149584487014639,-0.0136344314806122
"X14.18216657",-0.0172421135844625,0.00438059882165387,-0.0179849782511118
"X14.21349995",-0.0127658999131563,0.0126401189707945,-0.014094175417014
"X14.21550005",0.023072285948817,0.0102437487686157,-0.0179993493791496
"X14.23091652",-0.0230486442916657,0.0096909570699008,-0.0206420566050597
"X14.23099984",0.010689887432557,0.0162212186948517,-0.0207266719911214
"X14.24983303",0.0906130534860722,0.0440120083269931,0.00602785467394884
"X14.25016646",-0.043512532342319,0.0356451604276394,-0.029170352563938
"X14.25416644",-0.0550128841427123,0.0182822942327236,-0.0580556086680364
"X14.25466643",-0.0360863726643431,0.0269698401153416,-0.0479189953494365
"X14.26099966",-0.0295881022012849,0.0172311043804757,-0.0341051088398117
"X14.26100045",-0.0207032481702086,0.0381260564174284,-0.0399088592907571
"X14.26233322",-0.0127354036801143,0.0327492888967081,-0.00504465146968013
"X14.26308339",-0.0104830517969479,0.0221846279385331,0.17342534181871
"X14.26333301",-0.0259556908131919,0.0580240677116363,-0.0094879922364604
"X14.26341636",-0.0108677786290682,0.0312462891490717,-0.0053445742370993
"X14.26349968",-0.0184402352312647,0.0688832632355355,-0.00756028973700998
"X14.26383322",-0.000220392420043825,0.0357479554116051,-0.00532818440778471
"X14.26533378",-0.0108542069654216,0.0133658179029792,-0.0174098385745516
"X14.26866702",-0.00705388217279508,0.00571802198330591,-0.00541930489756423
"X14.27066693",-0.0542302607201536,0.10781512615459,-0.0196341137824314
"X14.27849968",-0.0135352201480348,0.0112434437031481,-0.00604386152640818
"X14.27883341",-0.0196166316386941,0.0471274024791096,-0.0131772321788441
"X14.27966673",-0.0290001528874912,0.0287438343265979,-0.0398679031492755
"X14.28075006",0.295029468709381,-0.0703032740785816,0.0122875671944373
"X14.28283331",-0.0124630181697149,0.012727289094798,-0.0176264770571427
"X14.28333322",-0.0603840666154191,0.0441014975994661,-0.0329170195149366
"X14.28508329",-0.00721640921993204,0.00701477673140299,-0.00658501477832002
"X14.28608341",-0.011378869989387,0.0136434155962289,-0.0135905507489006
"X14.28616703",-0.00725720205776373,0.0177969567282115,-0.00634441971830369
"X14.28674998",-0.0095603670153156,0.0105654006307333,-0.00591033955161049
"X14.28925006",-0.0149673688850733,0.0123256357092257,-0.0148761532361912
"X14.29300026",-0.0150624979688083,0.00883714182588452,-0.0145584261050786
"X14.29316664",-0.0387447258699668,0.0232915880318769,-0.0363643939484727
"X14.29333301",-0.0440446548874004,0.0254178092521725,-0.0740926255062171
"X14.29466713",-0.0175763843192947,0.0104712929850041,-0.0195512814160045
"X14.29474997",-0.0114576132275803,0.0108197542656578,-0.00744534596043912
"X14.29575047",-0.0151414588461218,0.0119534645243148,-0.0168363780125255
"X14.29616693",-0.0131899576080625,0.00977660921062064,-0.0131169172965544
"X14.29666693",-0.056319758233079,0.068842720045507,-0.0988003792467218
"X14.2968338",-0.0228637065884273,0.0219316734946259,-0.0299397164985952
"X14.2973337",-0.0289872942916361,0.0029415312719613,0.0526243457231851
"X14.29783303",-0.0150538544410342,0.0286481152416011,-0.0321492288009273
"X14.29925047",0.109566213931429,0.0199611535048463,-0.244207380151369
"X14.30141694",-0.0559268518832243,0.0573622528173737,-0.0825256199543815
"X14.30408361",-0.0228843271848287,0.0617055968777052,-0.0784732766477348
"X14.30466684",-0.0486920402637616,0.0296919233921267,-0.0384094354760322
"X14.30916695",-0.0687953000077627,-0.00534451291368231,-0.0758416143598034
"X14.3094997",-0.0106788589918506,0.0240784904331675,-0.0207175982379144
"X14.31133331",-0.0286389476350794,0.0489658927544576,-0.0793978978652604
"X14.31399966",-0.0130659545836307,0.00669586370981138,-0.03594287643612
"X14.31925027",-0.013862018704176,0.00740810019807526,-0.0202036116109068
"X14.32691685",-0.0149503684076952,0.0258306765525091,-0.075145791884694
"X14.32866685",-0.0117137703101351,0.0165655204563154,-0.0195603172736471
"X14.34050012",-0.00862658692463554,0.0124971946372749,-0.0276814570700557
"X14.34150028",-0.0210678361292661,0.00393752649448963,0.0022738130080924
"X14.34158344",0.299470030127141,-0.102438231909406,-0.0445273343126483
"X14.34291694",-0.012007694932108,0.019381941369232,-0.0168560447296512
"X14.3443336",-0.00341756530336356,0.0037666927572621,0.0204838334552073
"X14.34616637",-0.0136730382035928,0.0428289994265918,0.0468052345872839
"X14.34641686",-0.00363382469578093,0.00587176926756665,-0.00972327354867617
"X14.34725027",-0.0103191647732573,0.00357371570879893,0.00147348655075777
"X14.34775018",0.0021452752120353,0.00935889844943853,-0.00707911598914778
"X14.3480001",-0.0284023519719979,0.0288170727735961,-0.0172494309400781
"X14.34816656",-0.0035157609751862,0.0172949504569006,-0.0303279118144332
"X14.34816666",0.00882559480211306,0.0208650664004419,0.0150243424037492
"X14.34983343",-0.0183313040761018,-0.0281866736016893,-0.00101482201763294
"X14.3500001",-0.0148520117364917,0.0136293674408977,-0.0104157525175182
"X14.35016686",-0.0057179330082344,0.0101470673941213,0.0227639579774752
"X14.35016695",0.0271567627216634,-0.0102544101816277,0.0122416388305266
"X14.35075038",-0.00665714861881373,-0.00132142520254238,0.00788158807920971
"X14.3513338",-0.0183963368390672,0.0142410788984189,0.0241922539358843
"X14.35250017",-0.0155512506385148,0.00339024566597435,0.00332217274257878
"X14.3535002",-0.00961601841548184,0.00342837486746632,0.011995001179316
"X14.35383351",-0.0491912229425352,0.0253288121832707,0.0617573789431322
"X14.35483343",0.00150212679263828,0.0101488477379187,-0.0141307554656685
"X14.35550028",-0.0100907299839455,0.000563805451208319,0.00720672200667521
"X14.35683345",0.00988273100829493,-0.00424026091728477,0.00740400563436631
"X14.35750008",-0.021854876666637,0.0171984262512896,0.0318494932122356
"X14.3576666",0.00590671857438292,0.0696729189075432,0.00714062628556854
"X14.35858353",-0.012701005120877,-0.00155061395041389,0.0561325867938069
"X14.35883353",-0.00983367992693234,0.00501456133613755,0.0114190733286325
"X14.3598336",-0.0211709044406212,0.0145017932360375,0.0313721057482994
"X14.36033362",0.00932336141026619,-0.0565430009188744,0.128800899114765
"X14.36058362",0.00832138794510789,0.0474210229482169,0.102682645998084
"X14.36083362",0.047409222428195,-0.0253602819201255,0.0279369325024739
"X14.36150036",-0.0227787083776492,0.0142763248636321,0.0590896466853253
"X14.36175009",-0.000602233819065421,0.020674730218095,-0.0360170042687426
"X14.36183341",0.000714825583911637,0.0429851874935441,-0.0340436039071876
"X14.36200029",0.0187089111133051,0.0497330085463284,-0.0855379640515132
"X14.36216703",0.0773321356722042,-0.0130515397049486,-0.151055884397956
"X14.36216711",0.0997605774286335,0.0672583529474271,0.171942016328338
"X14.36341687",0.00778022183629078,-0.00258053696916871,0.0112203780384383
"X14.36366687",-0.000213725963299796,0.0237566464467172,0.0438900351112051
"X14.36433362",-0.00141941973324795,0.097470216499733,0.184720415974142
"X14.36650012",0.0508444254380934,0.0313748354790835,0.0803175937717738
"X14.36700012",0.000707269637973072,0.01657778284358,-0.0281844096946684
"X14.36800026",-0.00419527690952655,0.00700016815425923,-0.00192750980493578
"X14.37008335",-0.011123521096611,0.00428278813937908,0.00307806785808567
"X14.37008344",0.0141963231558506,0.0177326853874308,0.0264913848978518
"X14.37241675",0.0262606364959616,0.0469721673028169,-0.0433646212070493
"X14.37241677",-0.00324562890407995,0.00425083074281365,-0.0116839064157713
"X14.3730003",0.00389332360149309,0.00808648959622856,0.00237059167368747
"X14.37366666",0.00281571840001289,0.0181851753157823,-0.0216503423588283
"X14.37366674",0.00451107409163689,0.0080862140360077,0.00541408962940871
"X14.37366676",0.000295646579940097,0.018249878882204,-0.00846897167483719
"X14.37683364",-0.0104127775640709,0.000964629362917785,0.000894794288951014
"X14.3777503",0.00172328941889785,0.0133144940224637,-0.0113909798237353
"X14.3780001",-0.0122538730210286,0.00148363198880534,0.00973756312846127
"X14.37816678",-0.0160449452665446,0.0168032569000925,0.0241759123034296
"X14.37825011",-0.012742468592188,0.00651306916707593,0.00209430991919609
"X14.37833343",0.00780870370466719,0.00551136353619633,0.0147112534463479
"X14.37841688",-0.00219498852457475,0.00755340495273852,0.00888573649923365
"X14.37983344",0.00409073904078237,0.0100755732601971,0.00838044530999545
"X14.38066658",-0.00775717960780644,0.0387972768332793,-0.0218725981946002
"X14.38099991",-0.0171508687735684,0.00911522719131555,0.0253147608481812
"X14.38316676",-0.00166903878548464,0.0113669628828146,-0.000873153714236682
"X14.38633324",-0.00526693993279999,0.0244595044084233,-0.015818189016087
"X14.38983335",-0.00078028305977433,0.00556098757262031,0.00819674597441126
"X14.39449991",0.0116981242966449,0.0057144152558883,0.0188684821768693
"X14.39516658",0.00678285560851595,0.0181011842300283,-0.0145658989516326
"X14.40608316",-0.0119510027207495,0.0217287280718617,-0.0251766100819463
"X14.7854168",-0.0180300626098341,0.0312762636094264,-0.0251576389277017
"X14.78850023",-0.00633162009891045,0.0221621490519592,-0.0139715654099047
"X14.78933337",-0.0139988214345692,0.023119604161434,-0.00979413329947008
"X14.79200023",-0.004453383154508,0.0146555908336311,-0.00703482004245438
"X14.79225004",-0.0101581570907947,0.00890195890689637,-0.00318529197603941
"X14.8081665",-0.00804151917538133,0.0217745340640734,-0.0132095271469687
"X14.82299995",-0.0640021468507099,0.059237785467676,-0.0168609557275438
"X14.8231667",-0.00808168875946814,0.0170849221772462,-0.0112326804662408
"X14.82424968",-0.0351149920642433,0.0388515538151041,-0.0248338926556361
"X14.82433303",-0.00602467613327226,0.011807825587734,-0.00677908466033209
"X14.84824987",-0.00475189356966168,0.01829422217406,-0.00478641040644052
"X14.85466634",-0.00190162270185808,0.0087296721383379,-0.000806442946645678
"X14.85466652",-0.00677757814239108,0.0166828753994659,-0.00943067728872264
"X14.85483321",0.133677337197484,0.0307831176240192,-0.0659419321161643
"X14.85524988",8.75823838539463e-05,0.0134218327332167,-0.00767233540615202
"X14.85641712",-0.00892308734500385,0.0166101293821572,-0.00988544034453587
"X14.85658348",-0.00521869610254981,0.0191295585931187,-0.00886807759877898
"X14.85683319",-0.0410753619989416,0.0723719267142592,-0.0525025592605637
"X14.85683348",-0.0126708844229321,0.0161446927293487,-0.0137715278936443
"X14.8573334",-0.0151244807490359,0.0545131575378474,-0.0364189703596292
"X14.85766645",-0.00791483793630756,0.0253329800088581,-0.017548045218291
"X14.86299988",-0.00419528739048961,0.0109151358195564,7.47202847496657e-05
"X14.86516692",-0.00383284980641442,0.00977924392279703,-0.00543378483527041
"X14.86658349",-0.00574091898436502,0.0156219591683866,-0.0076434615108299
"X14.86866636",-0.00740142001302723,0.0201103630165219,-0.0121918088887632
"X14.87033377",-0.0188694506297082,0.0214424021644704,-0.0164190785638254
"X14.8713331",-0.00790505588966982,0.0250495594847506,-0.0124545147347385
"X14.87208338",-0.00389948332179613,0.0192200120337935,-0.0126542663255978
"X14.87216643",-0.00758601035218009,0.0136101056201958,-0.00817627600899709
"X14.87266638",0.00027608942956367,0.0176073792349812,-0.00630870147335923
"X14.87266654",-0.00436549117087755,0.0110571014162072,-0.00781873258688282
"X14.8730837",-0.00668989313979139,0.00881842908075612,-0.0053046332194515
"X14.87350046",-0.005165853774659,0.0144036379549875,-0.00660700882466494
"X14.88866627",-0.0280359013566081,0.039991153962135,-0.0287086049198416
"X14.88866634",-0.0060311338522036,0.0098602988517596,-0.00605427777023859
"X14.88866713",-0.00150875045199444,0.00870791113820351,-0.00419030802165151
"X14.96925002",0.00080161677729566,0.0040323790432602,-0.0055994999641282
"X14.98183342",-0.0392665758190029,0.0355783498268144,-0.0310001606907491
"X15.03283316",-0.0141474307241531,0.0879510009506997,-0.039453046594877
"X15.04116641",-0.0042924643366726,0.00642515568203869,0.00318735990318732
"X15.04966658",-0.068000563312443,0.0470770258975051,-0.0246687082897072
"X15.04966668",-0.0103488887842484,0.0100908853714857,-0.00793472958798981
"X15.04966678",-0.0135915444720228,0.0151056875916794,-0.0180302172597943
"X15.05024994",-0.00806109619739385,0.00868313219399895,-0.00584003025277983
"X15.05049974",-0.00648087908289318,0.00829408900270365,-0.00356101195925723
"X15.05283309",0.129960766385272,-0.0105282528924633,-0.103935243308283
"X15.05799976",-0.000128523114882638,0.0158085150317677,-0.000305255267459441
"X15.05900032",-0.00483892479762314,-0.0298113718157096,-0.019046474161109
"X15.06333324",-0.00414691743394471,0.0200087494625826,0.00301605849703476
"X15.0646664",-0.0339087365040919,0.0264324334272115,-0.0340499432931817
"X15.06516632",-0.00708286735453256,0.0130809541706433,-0.00182357059517027
"X15.0651664",-0.0452339950703941,0.0285540110480616,-0.0294556999236292
"X15.06541632",-0.0188775517347813,0.0184585854942473,-0.0127325139046217
"X15.06566638",-0.0157959494018172,0.0184315694680762,-0.0152703203354424
"X15.06566639",-0.0262005710403508,0.0273115343473744,-0.0271563638891442
"X15.0656664",-0.00706358490212649,0.0107054494133777,-0.00687275537894689
"X15.06574973",0.00233938769880646,0.0447975574288802,0.016085680945536
"X15.06583305",-0.00546445295626659,0.0163906562026634,-0.00908196752502644
"X15.06583306",0.0249558760240121,0.0220371578962671,-0.00590775220272861
"X15.06583307",-0.0238218297765125,0.0336377852948284,-0.0256718166629352
"X15.06583308",-0.00717129519314263,0.0157684840601885,-0.0132171728440165
"X15.06583309",-0.0141510368166277,0.0113150177843331,-0.00983040319650598
"X15.06583324",-0.0292493801762544,0.0308168199808339,-0.00115686820229624
"X15.06583326",-0.0231838926953121,0.0136016845235655,-0.00996686530558224
"X15.06591641",-0.00528707832756871,0.006357251486371,-0.00389657025562238
"X15.06591652",-0.016451468304204,0.0123092235224314,-0.0103258560897103
"X15.06599976",-0.00572897009456633,0.00842684640169948,-0.00607670607042572
"X15.06599994",-0.0708069328145375,0.0569222912531014,-0.0389602019288212
"X15.07308317",-0.0105805515754314,0.00438309676406663,-0.00153140056988043
"X15.08183367",-0.00652745746150585,0.00659275556711273,-0.0106422528768208
"X15.70950025",-0.0277961362869823,0.0318236800517998,-0.0146705078055484
"X15.71716623",-0.0196695318862468,0.0157935080388465,-0.00897387905745138
"X15.71883369",-0.0176266023942118,0.0595361104864702,-0.000676610174254423
"X15.71950025",-0.0162737460774183,0.0239760633576304,-0.00414868629217261
"X15.72016681",-0.0327086945380511,0.0315592829655822,-0.0131622673854311
"X15.72249995",-0.0257816738171843,0.0198526852024442,-0.0105233370429436
"X16.06349949",-0.0100186057958634,-0.00143939310373817,9.96959822156611e-05
"X16.06375026",-0.0416300692344045,0.00598709679482104,-0.00179585002692876
"X16.06591692",-0.0204975916484361,0.00315757001050745,-0.00143574857885928
"X16.07750026",-0.0174984384521616,-0.00105163586581909,-0.00157898398476945
"X16.28566736",0.00230652156375454,-0.00198974753748752,0.00231219097412853
