"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
-0.31560666630711,0.0855418545309407,-0.241550360266276,0.00366176558781399,-0.0129597671646425,0.137869941900578,-0.00201409642544051,-0.0593599038120229,-0.0441393997805637,-0.0870045232034945,0.0013323963492973,0.0280661424202557,-0.175725881658126,-0.037765253373837,-0.190594033373901,0.0648212823369319,0.0788240643905575,0.00274900484121493,0.084893988640221,0.00606658811393858,0.0316963124241536,0.0216189670778527,-0.069490202113757,0.0703225549830085,0.0234327025515908,-0.0311452784111771,0.103768957813879,0.110432844400164,0.063618928671827,-0.0697430661795246,-0.0521193420978684,-0.0435274390144477,-0.0598895618853546,-0.0130145624421469,0.00127278421750689,0.0289856659431467,0.0178668277286278,-0.011082826769966,0.00294436019953843,7.57874259226313e-17
0.275758146004065,0.121624794354194,0.0341402179234024,-0.099578869051625,-0.166754969030838,0.0292113391691631,0.197290961687298,0.0617861400727719,0.0457140562652259,0.0883313425923905,0.0585741775009139,-0.0418164592847163,-0.0489878325739298,0.00862753008528869,-0.0280604807793722,-0.142624152062272,0.00874133503710273,0.0641342159778391,0.0706045354101548,-0.0770172775433525,-0.108205155014496,0.0819528288797678,0.0444044473686473,0.0410015862774048,-0.047643449764951,0.109312933145047,0.00221891446539135,-0.0503030486213275,0.0366155489970839,0.0326403067961305,-0.0919352823848299,0.0631240436438627,-0.0546129847937791,0.00213678268142002,0.00762835792242394,0.0165071510872397,-0.0410639378906399,-0.0513109560746694,-0.0384950536512721,2.40232096368476e-16
0.338921677933016,-0.285645218507016,-0.0941393509581878,-0.143737434878583,-0.0533698629897495,0.0959932119794109,0.0151145071104268,-0.0180373226042719,0.0293164950942053,-0.0188477569414771,0.0305003241829022,0.00130895648340004,0.00604239559437419,-0.0395226043909553,-0.0663908752016157,0.0187188718865784,-0.150261678104165,-0.0429055789295385,0.0123885463175328,0.0919863118940941,0.0239338080584308,0.0388193991764146,0.08808320181096,-0.0266530304930021,-0.0564062161027685,-0.0550039593066116,0.0625980875609664,0.0163985336152567,0.110001881339104,0.0800670288208276,0.0630070500453229,0.0800010983758925,0.0177079768439179,-0.0124607140457313,-0.0781461855530058,0.0136329349920247,-0.0146500273348695,-0.0164849281735731,0.054511208708659,2.24855060244021e-16
0.00309375480513697,0.398115643732112,0.28969171704434,0.473651098614151,-0.260114851924929,0.111930156040622,-0.0640791465722347,-0.00124984480496852,-0.0736509277944803,-0.0818568922731954,-0.165588137358403,-0.00413274142912791,-0.222081314800125,0.0788939275753803,0.00878409735450441,-0.0995028043063347,-0.121692251468646,-0.0247974251837277,-0.0873766222027687,-0.0338389592657226,0.034676783975828,-0.0565968078555834,0.123654556509193,-0.0232539295321739,0.0106875370050712,0.0529779259532729,-0.0169108458084212,0.00425609885511023,0.0472406415890365,-0.0561186682795659,0.028667055937524,-0.0242059566144955,0.0149146756502202,0.0329028183019984,0.00829011152515317,-0.00845443241649226,0.00482809542910679,0.00790797086682231,0.00356068810563818,9.51472109650756e-17
-0.0363016637260275,0.223169412832653,-0.0888442823899214,-0.0915223194085104,-0.0293188891533253,0.135102829310423,0.108264300161928,-0.0354467302162282,0.0530884270020118,0.113908530032838,-0.00614797333550669,-0.0358432028774411,0.131256806053507,0.0445500739886499,0.0408179431464019,0.0232210996152681,0.0553241708851494,-0.0782983739177483,-0.0116703841447913,0.00871980414926449,0.029763894975428,0.114440775598996,0.0280603454580572,-0.0579622132354588,-0.0400423213968464,0.00979563428810083,0.0805361541660939,-0.0186842259149797,0.00397236451964521,-0.0662021410044667,0.0479920325121494,-0.103104231572682,0.00850442650860086,0.031605672970412,-0.0156648481887697,-0.10566292933033,-0.0189477315067654,-0.0643606352241552,-0.00590540608639499,1.32898622391252e-16
0.347539338485995,-0.0720543821766141,0.37433203943092,0.398739163528419,0.307834667818529,0.26190465788025,-0.231636033307264,0.118491496263266,0.00825636357671532,-0.00378532590178795,-0.00545029907769588,-0.194332104985391,-0.0408200410381021,-0.11796788226284,0.049859147971431,-0.0571707421350848,0.143124180217521,-0.0432055697359677,-0.00851029298943945,0.00734267787930674,0.0703714068252034,0.0937050996504995,-0.0415262618877831,-0.0113743835369254,-0.00467266289616125,-0.010163615853651,0.0277653211977105,-0.0485892692728977,-0.0157532136651476,0.0248724732130807,-0.0517819791767016,0.0268042781050069,-0.00553550255133773,-0.0110042074894131,0.00894954392194197,-0.00672600984588274,-0.00740688727035378,0.0130091438813384,0.0447847910371976,8.9522912195307e-17
-0.213192173201349,0.726915848233334,-0.392742429959325,-0.18017986555939,0.115048836320052,-0.172987279701722,-0.0343424495605351,-0.0780807194390676,0.0142447065897324,0.0800872526632405,0.019594419448477,-0.158832305288881,-0.0957001241361754,-0.158370786785819,-0.0878387353762383,-0.065516542696624,-0.00956327741188572,0.19699330633913,0.0227804469639873,-0.0363760713464273,0.0502700619170401,0.0036666265049881,0.0102260161614409,-0.0630382092330888,-0.00267602267845622,0.0263420409833832,-0.00656654172413398,-0.00597780736517632,-0.0688457298277237,0.0276266903315064,0.0615487335460778,-0.00638303610492687,0.0300705333633409,0.0270348783397399,-0.0126107319006876,0.00278526604385127,-0.00327661801703631,0.0118182832308893,0.0278934286658835,-4.45979787388334e-17
0.276125194752118,-0.0614469946437056,-0.0596080645458107,-0.218450715735229,0.171837335621953,0.174212923898761,0.0488135845051584,-0.0159880249630273,0.043871719835496,0.0302019072425133,0.0224133764511279,0.0581068838976832,-0.081501233523918,-0.0104231034745438,0.00639030754539835,-0.0540490115219721,-0.06339625566162,-0.02334308769054,0.0148864442709707,0.00456996023183012,-0.00412356255001426,-0.0362602413238439,-0.0282906750895661,0.0364321733811314,0.0475429937123717,0.0234590480265197,-0.0609220807262863,-0.0862138061264737,-0.0123020125593463,-0.034361467172599,-0.0147482108491466,-0.0809873411787407,-0.0282948710988717,-0.0701197217808351,-0.131925821822579,-0.0146300810644882,-0.0160846927132887,0.0629719370635865,-0.0217333641131216,9.11288866633012e-17
0.269709593344541,0.165655017395783,0.0859405850885563,0.0317977459938486,0.0861067782594534,0.0463183747263638,0.0178291362447428,0.0234063085308273,0.0492282428903581,0.0521920763665019,-0.100924959630988,0.0334280411913262,0.107030695320326,0.125009377041642,-0.0445554564152898,0.220942186468645,-0.130051146112056,0.0114138698447132,-0.0606434230034265,-0.125274980269811,0.0861986539276982,0.103549604569597,0.000770104659813071,-0.00930137662164801,0.00552692043628844,0.074901585471677,0.0105754811383707,0.0691139716850943,-0.0886154033208603,0.0110601459505711,-0.0645767593265614,0.0269554149980523,-0.00745123885163254,0.0281269940273746,-0.0372403077304278,0.0380069058077229,0.00403865321635139,0.0227570289141145,0.00580697760417625,1.56963675455694e-17
0.25098272004472,-0.0702272525944014,0.185460719345223,0.194870643361418,0.111962768394071,0.233101653055294,-0.0644738466281703,-0.00176860693585132,-0.0233155167851138,-0.0122670220603971,-0.0826214191440181,0.0287490549763044,-0.0191751702663972,-0.0151905417484544,-0.0323149134641759,0.0816809919129123,0.0337811622012499,0.0967929750783603,0.0431213536859613,0.00806427687248993,-0.0367209037445955,-0.084776983796695,-0.0225501689547326,0.0492649697283996,-0.0778281442255768,-0.0893550362939099,-0.0676078679324481,0.00650664941013169,-0.0385220266679098,0.0769392669270984,0.0598070410499602,-0.0230406172693198,-0.0327625570967158,0.0856509729590945,-0.037794334978073,0.00642584596998302,0.0149692901109792,-0.0568974038248699,-0.0629156251518341,1.44718120137239e-16
