	name	fold	log2fold	tstat	pvalue	qvalue	updown	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	pip031116_control	pip031116_pest	maxint	mean1	sd1	mean2	sd2	mns13pip3p_again	mns1pip3p	mns20pip2p2	mns20pip4p	mns22pip2p	mns24pip4p	mns26pip1p	mns27pip1p	mns28pip1p2	mns2pip1p2	mns31pip3p2	mns32pip3p	mns34pip3p	mns4pip1p	mns9pip4p	mnsC50pip2p	mnsC51pip4p2	mnsC52pip2p2	mnsC53pip2p2	mnsJ1pip4p	mns12pip4p	mns15pip2p	mns15pip4p2	mns18pip2p	mns23pip2p	mns23pip4p	mns24pip2p	mns25pip3p	mns26pip3p2	mns30pip1p	mns30pip3p2	mns32pip1p	mns34pip1p	mns35pip1p2	mns3pip3p	mns41pip4p	mns4pip3p2	mns6pip1p	mns9pip2p	mnsC52pip4p
525	M223T27	1.225238278	-0.293062344	-1.03033245	0.3097254	0.999774321	DOWN	223.0451623	222.9462006	223.1394827	27.3136663	27.18549919	27.63583345	45	18	17	1294.848633	4573.707638	2868.044493	3732.91279	2256.727951	4470.494282	1319.22217	4412.385079	3217.910779	7116.728851	10398.24233	4735.126878	3713.854768	9161.116073	3753.300742	2734.691317	1249.293912	9795.094004	7927.576018	4443.990445	4406.04263	3495.688991	699.0442848	2772.374128	1651.975082	10559.31368	2458.036659	4030.389689	2081.047533	2504.594298	3387.485665	8111.012734	4435.738052	4490.239452	5459.996726	2462.9961	3387.334533	2097.960215	747.7375999	3725.448117	2495.751837	1338.223674	4020.843461	3553.850022	3310.255748
526	M131T13	1.266625916	-0.340990503	-1.029670149	0.309754282	0.999774321	DOWN	130.5673997	130.5007091	130.613066	12.84575	12.68449954	12.901	32	15	16	2872.589844	3387.283611	2309.505685	2673.880568	2065.64771	3965.600714	691.2727013	1526.051155	2474.790121	4610.434549	3923.910471	9473.579814	1183.938647	3709.371994	2485.409106	2295.83684	2449.897186	5218.218406	4701.954935	8086.575455	2555.787139	1271.526507	546.4978073	2203.056134	4371.962546	3677.936427	3888.022902	914.8147054	9348.816458	1210.890915	1816.426211	1620.261633	4520.929304	1998.734244	1833.800812	2676.422839	2524.558987	1204.876442	1638.43398	2118.724747	3426.885392	1457.727318	1916.883036	5682.465006	0
527	M315T14	1.385449493	-0.470354118	-1.03011768	0.309783063	0.999774321	DOWN	314.5199202	314.4074588	314.5685915	14.36216711	14.16566688	14.44049954	41	17	13	121703.625	407877.3251	384938.9309	294400.1313	307447.7089	62957.1682	191508.6508	244890.8983	313757.8765	0	1383476.55	940075.5627	289398.9764	318271.6392	245805.8657	294576.0621	262012.8881	994531.0308	971746.1562	784216.8438	0	232634.7957	130856.5739	217428.4812	279400.4818	1226318.586	0	281218.8698	0	36.35125173	288024.8456	921412.7255	66639.07762	268570.5509	402343.5257	196829.2741	312626.5939	326055.656	167935.6733	271762.5272	493849.845	242231.069	351643.5614	0	70503.89483
528	M307T30_1	1.344728548	-0.427314975	-1.030538155	0.30992793	0.999774321	DOWN	306.5344613	306.4108224	306.5735022	30.41866573	30.39783241	30.42799909	22	11	11	9407.421875	9727.251309	8791.750906	7232.01348	6321.281089	0	3940.201667	5212.213238	7516.927867	18814.0314	20843.03482	9778.944758	4627.315149	25057.47687	12394.02775	8362.06473	9612.060904	21638.3274	27374.65819	165.232652	1084.926394	36.72372624	964.2122754	3753.363907	13369.2825	5687.484122	0	4541.428103	0	7439.0178	4184.320487	7170.433635	70.2711651	14632.38875	15552.14584	0	16784.67265	11857.07347	10786.67736	6450.032764	18772.54737	6829.566759	13882.20934	0	0
529	M345T27	1.24325011	-0.314116559	-1.028813479	0.310338341	0.999774321	DOWN	344.6341428	344.5299375	344.7721598	27.31349961	26.98416581	27.63616755	57	20	18	1993.491211	6319.318082	4168.666612	5082.901686	3392.36488	6465.8207	1707.648054	5546.595528	3618.746688	9835.022146	14986.00115	6527.405722	5970.603734	12981.41274	4934.538168	2982.965884	1677.202929	14287.44802	10420.93874	6878.75859	6371.035304	4154.181894	1318.987987	3118.358003	2602.68965	15996.7067	4014.64242	5622.239194	5119.691768	4058.022529	5769.945358	11120.517	4618.673384	6520.613613	5758.075769	2751.278941	3174.868663	2915.513491	1021.271369	4102.439206	4490.935408	3016.002878	3502.358165	1137.238422	6946.99944
530	M81T27	1.192291384	-0.253736859	-1.028904756	0.311371501	0.999774321	DOWN	81.34255598	81.29526315	81.37312612	27.29541688	26.97649915	27.37866594	40	19	16	1726.767578	6660.129552	3983.665074	5585.991512	2434.659927	7738.842264	2638.674618	7336.490078	4290.804502	11283.82574	8874.9047	7029.94117	6019.527489	13989.36323	3882.452683	3894.748855	1745.089176	9962.419323	11469.27109	10214.12394	12387.84435	4672.856829	1714.770697	3933.909859	122.7304401	10234.8471	4323.931886	4549.601107	8579.090424	3981.662756	6310.988637	11277.39894	7319.00026	6068.176981	5250.809565	3517.104619	4205.856185	4096.26747	1443.751385	3951.755882	5211.941545	2414.551059	6681.371441	5778.405329	6523.317676
531	M303T25	1.33893285	-0.421083608	-1.025843261	0.311478271	0.999774321	DOWN	303.3940324	303.2824381	303.5250094	24.77116643	24.71183405	24.85800076	34	19	15	1982.258789	3793.607768	3058.705579	2831.800007	2867.988646	7003.873178	615.8743541	3400.112587	1845.224325	10504.24246	6274.468119	7683.534351	1207.790663	4164.425065	2132.608042	1736.249759	1454.866935	6505.901044	1978.732705	9752.715003	1703.641747	3033.036859	328.5199676	2098.565504	2447.772687	7977.174995	0	2587.288209	18.2167099	0	1283.209796	5019.451335	3391.815402	1636.049468	1325.353102	7263.195123	1517.932041	6578.449984	745.2225924	1582.604552	7816.012787	1720.714787	6173.30926	0	0
532	M243T33	1.306074696	-0.385237408	-1.026256764	0.311823681	0.999774321	DOWN	243.1250867	243.0324924	243.2385259	32.85333507	32.75433354	33.189167	43	18	17	3259.902344	6371.096698	5238.819693	4877.672517	3861.059305	12774.50151	2366.992516	4911.400546	4243.569397	12545.19152	6131.531546	6898.252353	2459.822393	8097.711292	4337.12779	3440.265826	3744.696884	10583.39268	2993.000737	23579.23715	3080.759855	4747.353151	46.78630582	5112.906005	5327.434499	10679.24192	43.31377514	5201.708475	2400.422504	633.9238145	2421.958354	6592.00493	7407.09704	4183.656875	3323.74342	7964.32513	4017.551395	7695.59787	2177.657657	3333.268537	15661.81419	3641.222572	7743.9864	0	2430.955488
533	M388T37	1.729875368	0.7906681	1.031859134	0.312029739	0.999774321	UP	387.7643337	387.6576818	387.8677181	37.10149966	37.08716748	37.11966748	22	12	10	14856.72656	3473.952395	4095.025763	6010.054621	10200.3074	0	3385.363894	1831.889287	697.7553615	8240.910515	8988.065061	802.1581289	66.13295473	557.8043752	207.8919843	7270.131769	733.1249615	9641.220729	4718.093138	14436.0275	0	3258.530367	1228.915924	1793.275115	1621.756826	135.87323	0	4502.199109	0	16.60544011	2678.615907	17926.76523	2228.848766	301.1259913	1315.459224	9694.762667	930.296707	33118.54329	27.27264359	3413.609665	32873.21481	6010.120507	4851.564932	136.61549	39.59881451
534	M225T14	1.236111652	-0.305809061	-1.024357059	0.313142286	0.999774321	DOWN	225.0330626	224.9112088	225.1067794	14.35858353	14.16566688	14.50266702	54	19	18	9531.945313	36959.68649	25733.71639	29899.88605	16963.21637	53811.90055	15900.7741	19799.61998	24109.83721	74719.49093	93838.4562	60313.93345	22464.24306	25204.70447	20775.66794	23995.20618	21292.50109	70552.5084	69409.50528	35252.94544	56730.03192	19890.85973	12649.37703	18482.1669	0	39105.9077	53114.17281	23813.38701	23109.06138	22598.17727	22798.31564	64451.55256	53900.4915	22462.28069	29839.92419	0	15498.50964	12827.16292	15049.78668	20902.94957	60857.6914	22997.43208	30325.03149	39939.48351	24406.40297
535	M149T34	1.360925806	-0.444588417	-1.02448775	0.313380744	0.999774321	DOWN	148.6757829	148.6064256	148.7186016	33.59566713	33.54016825	34.07433207	23	10	6	1787.357422	2102.556251	2074.977501	1544.192059	1278.811648	4693.223355	348.1879599	624.8019332	754.9061925	2902.803393	3356.987327	3300.244297	616.8551433	3232.086282	1508.341843	615.9764969	752.3706034	4641.262335	2331.683272	8448.518309	1112.815843	761.4315032	63.18514227	587.2909259	1398.15287	2911.573033	3320.196463	677.2500651	3251.126273	268.2632602	651.1470955	1010.247119	2247.622496	1300.947577	934.6654054	1617.166406	1545.345285	4502.635566	189.8151752	976.7761499	3192.371459	1030.112233	1256.580127	0	0
536	M417T33	1.315257062	-0.395344796	-1.021277619	0.313583071	0.999774321	DOWN	416.91001	416.7878127	417.0074039	32.85225041	32.82033507	32.88366845	28	15	13	1221.892578	2444.692017	1835.702024	1857.030471	1803.417876	0	1313.419517	2776.416789	2529.124615	5771.418764	4114.693627	4218.50051	141.0092655	4461.659343	2468.052265	2274.042597	1994.319227	5929.872902	1878.692048	0	134.8294829	2907.531787	93.50153361	3053.433582	2833.322489	5605.397104	9.377537078	3091.003489	0	0	1098.061355	3594.392361	0	2396.968773	1542.363356	4279.273251	2050.35569	4171.886036	1193.020836	1678.272927	0	2051.933126	4378.303587	0	0
537	M56T14	1.199568311	-0.262515316	-1.020677098	0.314332515	0.999774321	DOWN	56.21983223	56.18912885	56.23993334	14.3094997	13.98316665	14.45433326	53	18	18	5087.472656	18722.74268	10879.86814	15607.90036	8239.596612	30345.89928	7227.840825	11187.36958	15261.67364	18606.07582	24617.19216	34906.86572	9967.036841	25404.96895	8853.694795	8848.0313	14429.03723	37804.67111	33323.21022	33255.83337	20929.88932	7658.678698	2620.289343	8573.902699	20632.69262	24063.40996	22465.33081	8953.354004	17951.13242	4863.115134	6591.520308	14497.30367	25794.01286	8596.294546	10753.87276	25656.7538	9797.425766	13827.9811	4737.984598	9848.791262	25539.16035	7483.510405	15742.08988	25199.13256	29795.83098
538	M262T40	1.19484929	0.256828658	1.015191315	0.31650701	0.999774321	UP	262.2945146	262.1660893	262.3914374	39.69150162	39.59483453	40.010168	56	20	19	7465.625	20307.20176	11652.86809	24264.0456	12963.0871	28552.36711	26970.42486	11831.19931	14564.17281	30946.61142	38916.92578	4377.236889	27926.53543	22523.84995	14252.00085	9651.411945	5475.605924	27085.99637	42539.79772	28999.79211	25544.08474	23781.82905	4073.419232	13796.19598	4334.577716	40864.12316	31300.32761	34954.63289	1973.108568	17923.00744	34873.97725	33501.35216	14999.81118	29086.34852	35164.12647	8180.145697	14802.2747	34458.69344	194.7326619	34982.04725	22605.56123	18350.82335	38793.63521	6044.64107	32227.54206
539	M173T27	1.224134727	-0.291762348	-1.014870701	0.316756085	0.999774321	DOWN	172.8175555	172.7167536	172.8783296	27.3366659	26.72633392	27.76483347	81	20	20	5064.257813	16752.07801	10308.46434	13684.83194	8741.955679	23843.81296	6641.103669	10205.93599	10155.77454	14837.10961	39006.84332	18666.06769	15646.96577	32678.16533	11528.37552	8774.338974	6955.458672	35230.86874	30244.87811	13495.13783	17765.71031	18059.06038	3918.15952	10163.9614	7223.831869	40736.80343	10149.18192	15191.36095	10530.94565	10609.39854	9855.509052	31318.89109	12807.03174	13628.07648	20316.57641	8064.643069	9575.207533	7357.591878	2669.463684	11315.41546	11747.43402	7093.230557	11495.90745	9797.356135	19436.61373
540	M142T15	1.169346548	-0.22570255	-1.015396552	0.317018452	0.999774321	DOWN	141.7092701	141.5840553	141.7278222	14.85483321	14.78800002	15.09616643	21	9	12	118886.25	281885.0248	146432.4399	241062.0063	104330.233	117201.5806	103993.5507	185650.0509	319077.4605	383472.5451	415638.375	579.2593033	158028.9507	531440.5124	336268.6797	267213.0798	339435.1594	318934.8799	472474.3421	373286.8513	317102.707	203726.8147	53870.40739	257066.5228	483238.7667	451658.0406	124312.0533	151789.0461	634.0421067	175946.9159	262542.6781	206365.5552	162849.7036	344108.7752	248092.6013	373250.9534	327434.0774	164034.1721	208913.5869	271552.9613	350490.5937	248056.8877	344710.759	172634.0808	231862.6421
541	M116T10	1.627420842	-0.702587372	-1.014583438	0.317644756	0.999774321	DOWN	115.5391612	115.4322992	115.5813443	10.49333372	10.10883303	10.94433292	85	20	20	107259.25	77465.62937	109384.2167	47600.24412	73244.6547	54495.98657	34511.15114	8271.392712	24429.13839	47821.39079	44714.58829	197425.7019	31785.27694	17819.51556	15087.30903	25863.49741	380800.4485	25837.30519	342841.9	160170.1316	1262.113075	7951.01701	83050.30112	12995.95284	32178.46935	341536.4037	77640.24778	16727.81993	74541.72528	25701.8851	19847.61749	1593.296578	48277.73434	17309.36977	36908.25575	10714.12852	31159.02364	17903.442	21402.84589	23866.48113	3986.638879	11005.88315	29201.70425	64900.983	77779.39622
542	M56T10	1.23361819	-0.302895943	-1.012868464	0.317760544	0.999774321	DOWN	56.21765552	56.18848507	56.23414567	10.17266658	10.12450027	11.03649998	54	19	19	2556.222656	3915.332752	2526.103585	3173.861074	2082.494386	4679.837094	1385.737186	1885.591131	3289.269252	5686.87864	4777.595976	10726.79704	1274.594907	3984.03106	2828.409338	2560.700446	2707.097553	5248.819749	4156.415431	9205.974289	3668.976202	2015.46166	800.8858163	2173.086142	5250.496131	4446.64363	1713.505323	1616.912057	8451.745959	1492.157974	537.0828344	2358.696971	5339.367215	2478.70581	2527.975992	2960.167914	2889.636516	1665.294872	1480.45361	2680.757866	4446.822004	1679.934745	3623.47894	7944.888643	3142.992604
543	M158T28	1.306249032	-0.385429968	-1.013390554	0.317826515	0.999774321	DOWN	157.7562032	157.6866821	157.8134762	27.71658288	27.54516709	27.9744991	56	19	17	6984.75	8538.175166	7103.599613	6535.653405	5256.922137	382.0845367	3131.952225	4216.795749	5994.478437	12933.73356	11460.48831	30825.56535	4216.2743	8578.504408	6353.317723	5819.105889	7346.347509	11438.42379	10965.63741	21030.5328	6488.907987	3155.730336	927.547995	4723.244427	10774.83059	7396.383879	0	2708.671309	23155.78448	3868.573997	5974.679023	4035.217718	13696.61111	5931.016295	4399.546532	5838.371239	6295.028306	2613.898265	6700.878883	7572.301266	9198.984102	3184.167955	5203.4275	12939.52625	0
544	M230T15	1.378431796	-0.463027886	-1.012571446	0.317867175	0.999774321	DOWN	230.111453	230.0305135	230.1937056	14.86299988	14.2979997	14.88866634	20	11	8	701.2143555	973.9886813	908.3228172	705.8383776	759.9698453	1273.57288	193.6388306	7.074555303	409.7105665	1364.809372	1501.083318	3491.002433	253.6576983	1152.369995	809.9215257	603.9813969	111.6878235	1744.470603	1315.885244	2672.335945	722.6671644	531.5303791	49.83310874	104.9205322	1165.620256	1358.719321	0	42.11490739	2500.189412	48.32515365	603.5728054	444.1168811	1598.331319	215.8933557	517.0381106	167.7526515	695.369385	204.3471681	142.0964541	612.9377398	1293.777645	551.6235479	663.0777651	0	2457.483929
545	M322T22_2	1.491638442	-0.576897884	-1.011564339	0.318379009	0.999774321	DOWN	322.4976634	322.4047468	322.634898	21.95433277	21.93833276	21.97083241	16	10	6	585.2231445	684.0693316	770.4344791	458.354299	634.2018277	1305.516352	12.40999078	55.91185529	56.48084337	1423.221978	1477.585793	2244.900678	220.243467	654.8589456	0	566.7901804	50.14155148	1179.460447	1244.551564	2321.660271	732.6202948	93.01999449	0	26.84805936	15.16436772	1099.674075	0	16.65997627	2549.765926	282.0114115	162.0343245	637.0275742	1236.739647	78.94590429	330.6507888	19.28922969	433.2922107	110.0732024	48.34317758	422.3995188	1194.711879	0	377.9350122	158.1398931	9.392228928
546	M430T25	1.434840307	-0.520890178	-1.011258836	0.318428317	0.999774321	DOWN	429.8887216	429.8029746	430.0244055	24.8033333	24.75516585	25.20250045	19	12	7	850.3212891	1068.811334	1087.427156	744.2940691	936.5324434	108.0077798	154.1248306	98.5220192	229.9078609	3516.792625	2162.122692	2944.456235	463.4512266	858.2850354	1557.978262	1464.702011	0	1621.209053	486.3704064	2360.643482	71.7841508	88.07435344	1124.634627	2065.160027	0	2813.703016	69.78677861	0	91.68183849	0	318.1309881	1948.10699	1312.052033	639.1873089	379.4699145	0	47.29393	333.7173264	536.8579463	393.5038528	2706.993361	56.43607984	2243.174288	835.8161644	159.9695649
547	M71T11	1.245197427	0.316374501	1.011112352	0.318588315	0.999774321	UP	71.28390284	71.24653617	71.30186607	11.0086663	10.8096664	11.04533352	23	13	8	2310.455078	1696.328954	1170.395833	2112.264449	1419.360721	2845.527445	1352.575051	469.160102	1473.785034	556.0178831	2489.172328	3043.800845	2306.909967	998.4892259	809.103687	874.4074308	1303.648794	1229.782406	2242.953821	3190.57183	4358.785134	404.8719616	285.5157387	567.0204113	3124.479982	1572.343763	4841.360073	1174.725404	3809.674945	1184.109798	1072.041299	2803.753199	3742.031989	716.9627405	1921.998866	588.0433054	1996.587119	1081.305	1047.836436	879.0568109	2964.516718	493.7873719	2053.460663	5151.431299	3150.26218
548	M58T21	1.324165134	0.405083049	1.010923485	0.318861169	0.999774321	UP	58.24151104	58.20985226	58.25793122	20.52166603	20.19933337	20.79316574	31	13	16	2288.115234	2613.167189	2286.512365	3460.264881	2968.98605	4856.488959	969.4826545	177.7618767	1938.053877	3547.897214	4923.522446	5890.496543	1677.504345	446.4480202	1315.681148	1261.637437	1493.799556	2361.666068	4000.327589	7986.863153	5857.737431	130.3516365	92.07420205	612.1308776	2723.418751	3826.12777	5926.147859	1477.662207	11519.6785	3521.191442	1459.164329	4455.546351	4215.191385	180.3483358	2207.607084	1039.031797	2661.518659	1595.638381	979.8358852	1536.917971	5813.556395	173.6155936	1603.323371	8537.348376	6475.845922
549	M211T24	1.387324574	0.472305356	1.010230019	0.319094129	0.999774321	UP	210.9064359	210.816106	210.9819097	23.9664997	23.51766623	24.017666	36	14	16	1599.321289	1200.833369	1283.679946	1666.468303	1612.794309	3711.940061	749.1998833	0	669.742346	2844.607045	2128.985381	1091.187257	1269.031695	1263.392508	810.7338095	8.667060882	166.1719183	1441.394557	651.5202606	4836.6856	1018.600421	507.0184609	38.77719525	144.8127871	664.1991414	1827.760628	4280.977412	1008.887617	1638.661988	351.7626808	725.0518772	1383.718528	1866.588403	121.1513284	907.5561305	36.63366926	792.75897	1330.25483	288.1972196	577.6703835	4593.185383	602.9367309	1505.363193	5496.997516	3993.251567
550	M280T27_1	1.31450864	-0.394523624	-1.009826646	0.319374847	0.999774321	DOWN	280.382229	280.2848791	280.4852673	27.30950075	27.21849919	27.62000084	31	15	12	891.7856445	2406.552661	2019.192522	1830.762148	1557.285094	2991.419315	679.4058483	1062.550752	1187.372732	1139.443432	7746.274444	3734.456079	374.9743043	5922.110283	1883.650586	1662.790406	564.8982659	3486.594142	4611.700707	2880.877167	4130.081033	1931.14254	340.9339936	953.7827576	846.5944283	6505.142362	140.9631798	1091.054352	839.3428974	130.5592176	2470.421462	3591.771634	2493.701086	1728.513581	2742.790053	88.11006439	1789.910218	1540.345923	304.2603238	2540.892316	2253.716611	1033.484734	1996.519349	37.99997503	3295.74362
551	M206T14	1.268307898	-0.34290502	-1.01040196	0.319997589	0.999774321	DOWN	205.9924282	205.9031674	206.0673422	14.36216711	14.16449987	14.50266702	57	19	16	41263.71875	71712.25456	57244.95312	56541.29953	35098.18929	112789.339	21960.81519	4158.644406	43326.06902	145606.996	172757.1211	152795.5401	33458.66546	75596.26993	40652.59782	33323.1349	41918.07894	149775.4384	77049.40742	173851.7667	39369.8794	30527.64153	5832.364891	40344.7171	39150.60406	104282.355	0	41520.95424	65104.06613	218.3766694	30492.31164	65291.48642	115703.9595	37099.42352	40008.77122	78443.61368	58033.29544	116727.2626	964.5034763	48479.50336	63921.98558	31450.838	90024.86272	67095.9512	75962.47023
552	M449T25	1.414637587	-0.500432499	-1.005863914	0.321059043	0.999774321	DOWN	449.0491665	448.9055287	449.1494402	24.76566643	24.67483405	24.83499999	30	17	12	4034.927734	5475.90887	5495.575465	3869.917356	4558.852348	0	2276.404663	745.6941455	3644.152094	21137.07921	12104.64408	15028.28441	2655.906095	7625.281181	3550.729845	3409.141516	2237.508044	11632.42695	3712.276582	0	2886.128777	5631.897295	1298.329918	5555.821226	4386.471365	14802.50876	0	4463.357446	10.44137577	47.75024511	2529.129543	9835.963707	7473.536559	1599.129901	2847.384953	419.8606097	2754.377969	11214.90547	1532.943742	2917.401779	0	3630.280786	11319.37428	0	0
553	M171T14	1.341626728	0.423983336	1.008035397	0.321189455	0.999774321	UP	170.7901268	170.6942478	170.8613425	14.25416644	13.92750032	14.41333345	44	19	19	25491.35938	29781.52637	23313.30621	39955.69179	38650.85289	72226.32585	3233.784924	16468.82032	18917.78778	66858.23171	52465.67769	74390.31879	11239.45389	32152.85592	16927.82393	17824.03034	17320.25373	50757.64123	49434.90403	2861.63325	32554.60539	18862.10281	1634.612446	10760.53234	28739.13107	48703.43312	46689.36881	12888.86431	131448.2273	5977.728104	17680.77706	24103.34966	41272.19695	13467.15363	14540.60523	30238.15871	15119.47713	34332.45854	3910.255798	15020.53127	61780.71935	13669.88822	44646.67764	141200.6401	82423.32488
554	M320T29_2	1.620151636	-0.696128846	-1.006999172	0.321193794	0.999774321	DOWN	319.5106576	319.4070982	319.6418251	28.74791616	28.54349928	28.93449973	34	9	13	7964	4486.554478	6325.305505	2768.842129	4264.242563	7892.497104	28.74614502	87.60900777	100.6880846	6635.223862	6578.390079	14204.95324	36.67288061	3893.032866	70.04496607	172.1843181	16.4215377	16645.82394	9099.72475	20736.34628	2152.834837	1286.764375	8.834770438	64.52462086	19.77190714	4525.449201	0	40.28537844	17055.13656	338.8858042	113.6684183	2588.350393	2623.895138	1483.165902	683.5890323	9553.971469	34.91773771	746.2232123	4.758332486	655.6778818	3122.246306	1068.772572	1212.285611	1515.61736	8009.946267
555	M97T27	1.294872181	-0.372809694	-1.009087604	0.321369057	0.999774321	DOWN	97.42773217	97.40383932	97.46953146	27.48833413	27.21316586	27.74883272	63	19	20	2107.527344	2778.758937	2483.439186	2146.262555	1300.03898	512.8351061	596.5660758	2185.003172	1333.313746	1815.098266	3425.707228	11328.65823	1222.239737	4927.652787	1972.082778	1229.129442	2873.66602	5465.322338	3938.992983	3369.843892	2288.202539	1626.80871	0	1710.385966	3753.669723	3103.683149	712.0248672	1587.70016	1096.129053	831.0001601	2728.488855	4695.811691	5270.96153	2888.038913	3291.742162	1656.570735	1826.753188	1064.61134	1782.785824	2605.261237	947.5184861	1004.536371	2595.970309	575.6300157	2660.033063
556	M174T34	1.55945157	0.64103875	1.00779672	0.322076663	0.999774321	UP	173.8099478	173.7437379	173.8972148	33.57183378	33.54100045	34.11066536	17	5	10	1656.625	956.299325	1083.523333	1491.302484	2112.418593	2642.754471	129.7340164	114.01973	355.8876854	1486.151532	1882.746271	1034.034469	180.2376442	1806.825132	159.6067445	59.36898944	61.44086202	1455.127647	1288.675525	3946.38559	1957.915641	88.44003525	23.14928993	168.3343855	285.1508384	1409.231843	4289.615091	75.91163586	4921.864448	313.2664527	238.4993249	764.9403954	1176.897098	80.35225038	339.3965513	991.4654117	171.0339516	1389.26655	81.81757635	321.3372344	692.0229623	76.07961797	527.6600645	7853.363217	4112.028008
557	M278T27_2	1.253850567	-0.326365419	-1.00319425	0.322152338	0.999774321	DOWN	278.3750708	278.2786337	278.4821458	27.33666648	26.96016693	27.98933279	78	20	18	6441.5625	19162.58287	12705.5413	15282.61103	11736.20701	25151.13264	7399.633014	17280.67873	2250.334388	32545.61134	48661.12016	21426.62866	19161.47722	40226.39719	12490.93161	7692.598209	7310.983744	26838.76612	35956.91665	19065.75843	21496.59718	14715.33244	4275.257931	12820.04098	6485.460879	51846.64046	12009.63887	17017.31505	9540.357069	12425.11464	12910.85859	38380.69015	14240.81109	20298.52622	18990.65939	9928.599284	10994.20466	8986.733489	3488.608857	10333.583	13059.93765	6078.149625	11983.43825	0	23138.35423
558	M329T23	1.509390059	-0.593965677	-1.002175872	0.32279267	0.999774321	DOWN	328.5293941	328.4067735	328.6390876	22.82933382	22.81999972	22.86850086	28	17	11	7258.347656	7065.639026	8162.033647	4680.24139	6833.009367	22808.56749	1552.641378	854.3947124	4893.533471	19548.18688	19767.72898	14053.61821	2850.481551	0	1841.837958	2719.664955	1311.108675	8209.136733	2736.250193	22449.50713	11679.57951	830.7433696	7.811127738	50.08095921	3147.907233	10725.72668	32.63537639	1923.137534	0	726.782359	1987.579146	20123.22731	16372.42391	1149.007421	4351.619556	792.9061153	2729.83773	2237.417679	41.15552635	1434.689677	20612.15001	75.16615792	8289.365616	0	0
559	M84T15	1.301828585	-0.380539498	-1.00163299	0.323106391	0.999774321	DOWN	84.36028525	84.30739651	84.39376403	14.87266638	14.83300044	15.08333326	31	13	13	1312.419922	1887.291701	1514.105318	1449.34692	1237.29556	1808.429962	395.2073336	581.2258686	819.6559758	2135.505625	1744.46673	6876.675676	584.9876429	2770.023868	1596.169547	1312.069322	1524.867679	3453.626255	3168.941836	3386.501899	1473.522394	961.6651873	253.2550808	1281.562738	1617.473395	2725.313832	387.1604271	647.3189804	5304.237429	305.9341383	660.7235052	720.227523	3225.289052	1690.805357	1016.679601	1765.840925	1439.954907	788.3114206	1139.408312	812.4705224	2147.028075	1139.634371	751.088727	2319.511306	0
560	M316T14	1.378871534	-0.463488051	-1.001617642	0.323148815	0.999774321	DOWN	315.5340005	315.4081799	315.5848736	14.36650012	14.16683357	14.50266702	41	16	13	36814.0625	107543.0592	102739.7218	77993.22005	82777.08421	0	48707.53356	62504.31834	80182.57298	0	360304.3276	246480.1273	74507.72392	100924.1114	63383.34146	75903.68623	71194.04542	255611.9049	250167.8886	238567.7053	0	59981.75666	33521.95317	56344.52872	72573.65818	314774.2653	22.96654454	72282.33204	0	7.872929761	73497.14325	236189.1095	0	69052.78524	103365.9548	84867.30038	35217.79639	71834.40266	43271.65574	69687.90448	150526.8884	64029.64191	153254.5195	0	17981.86197
561	M265T28	1.337223425	-0.419240533	-1.001669261	0.323164272	0.999774321	DOWN	265.2627975	265.155063	265.3413833	27.95833242	27.92499946	27.99900055	23	12	11	2666.865234	2783.407225	2457.834505	2080.634065	1950.373545	0	596.7928163	804.9120425	2109.25115	4737.683425	943.3942113	8494.380897	267.3519554	3491.836849	2329.797129	2116.354646	2137.261967	5019.467592	3831.953714	8652.442782	2942.921069	1167.746332	403.9477882	1999.238289	3621.409847	4097.504158	0	668.4799225	8434.434346	1080.706603	1755.188403	1474.972459	4554.916844	2326.587119	1967.251891	1258.980287	2457.167179	911.6388965	1446.733371	2072.171569	3556.355496	1430.445114	2119.147638	0	0
562	M358T33	1.24906923	-0.320853441	-1.000893042	0.323235288	0.999774321	DOWN	357.6287731	357.5326866	357.7457773	32.86400174	32.78650018	33.15666584	43	19	15	28679.09375	48436.71803	29530.27434	38777.04398	31477.29734	0	25843.45344	48928.60018	45961.30855	110479.4587	62220.59361	86652.7369	11472.17258	77065.04456	46152.12986	39766.67539	43177.68957	105904.715	34699.70103	14453.15205	33921.95801	48695.09478	18534.68645	57709.64489	57095.54507	105273.2367	0	53083.58936	0	7774.18182	26028.02726	67729.9232	59091.04548	43849.07586	36491.1413	74861.07829	45907.96231	73491.03696	25603.71146	35976.5516	405.8131067	41718.58939	78255.91557	0	0
563	M253T14	1.288266072	-0.365430591	-1.002020949	0.323351019	0.999774321	DOWN	253.114352	253.029662	253.1898743	14.38099991	14.18183336	14.50266702	41	18	16	1837.213867	6474.281898	5268.772549	5025.870647	3745.512251	4039.785426	2499.687794	3318.20155	4252.60398	13794.80495	17479.52123	12526.40635	3786.749069	3854.244771	3470.838265	0	1945.844324	12915.51875	12668.21144	10873.12144	11375.66619	3481.438948	283.0197258	1837.445799	5082.527932	15869.39667	176.2828286	3522.00059	4302.194722	3908.2802	3907.704211	12130.22327	10189.90722	3275.544846	6118.632655	4631.034476	2726.686494	3251.198834	2218.201395	4007.321568	4396.381957	3327.650789	4724.909806	1139.883219	6693.97718
