,featureRankedList4join2,3,4,5,6,15,16,17,18,19,20,21,22,23,24,25,26,27,36,39,40
class$V1,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
X,NA,mns20pip2p2,mns20pip4p,mns22pip2p,mns24pip4p,mns9pip4p,mnsC50pip2p,mnsC51pip4p2,mnsC52pip2p2,mnsC53pip2p2,mnsJ1pip4p,mns12pip4p,mns15pip2p,mns15pip4p2,mns18pip2p,mns23pip2p,mns23pip4p,mns24pip2p,mns41pip4p,mns9pip2p,mnsC52pip4p
X8.436166407,576,-0.54135,-0.6877961,0.2439458,0.4640996,1.1228748,1.0082641,-0.9263012,-0.7290569,-0.7911753,0.3989988,0.4286896,1.5832639,-0.7159051,3.2213954,-1.3215209,-0.7018872,0.3985589,0.8248811,2.5681419,1.5203859
X8.436666407,413,-0.3893856,-0.6869384,0.2377254,0.4515901,1.2124173,1.0363775,-0.9674472,-0.6593818,-0.7719496,0.4275647,0.4124674,1.1219519,-0.646578,3.4100883,-1.2913612,-0.7262002,0.4440416,0.7444256,2.5939784,1.43778
X8.437333094,1470,-0.001709252,-0.51389474,-1.346890488,0.623691705,1.19998222,-1.369005568,-0.766543276,-0.416184456,-0.527128287,0.770486078,0.650994405,-1.368814305,-0.324710178,3.315112471,-1.375210046,-0.524447469,0.689273636,0.778651517,2.467197675,1.545780813
X8.437583094,706,-0.5477575,-0.6359409,0.3317898,0.5524548,1.2077983,-0.5346041,-0.9291824,-0.6797231,-0.7458189,0.4790016,0.5219409,1.5130129,-0.6939404,3.3913636,-1.2514079,-0.6892134,0.5087745,0.8047706,2.7223952,1.2500487
X8.437833094,577,-0.1925089,-0.665614,0.460077,0.7933664,1.4035726,1.4598503,-0.9689969,-0.7409849,-0.6361285,1.059962,0.7650318,1.1925357,-0.4034305,-1.5368454,-1.5368454,-0.6375472,0.8923201,0.9308932,2.9440896,1.7260386
X8.438249761,594,-0.3040727,-0.6479542,0.2313051,0.5147257,1.0250289,1.2662933,-1.2082274,-0.8389497,-0.7078799,0.7276388,0.4787449,1.0431918,-0.6563989,3.2550401,-1.5445583,-0.8134296,0.6227097,0.7944907,2.3496046,1.2646831
X8.442499741,417,-0.8578403,-0.539157,0.5356766,0.7251565,1.302034,1.2095518,-0.8578403,-0.8578403,-0.8578403,-0.8136138,0.7234388,1.1549283,-0.8418387,2.982302,-0.8578403,-0.428865,0.6772975,0.9465326,2.4183122,1.5776572
X8.449999555,1163,-0.4851383,-0.6799659,0.2690169,0.5080371,1.0041095,1.076446,-1.0392011,-0.7539685,-0.718455,0.32643,0.3201569,1.2633253,-0.5933925,3.3333677,-1.1458181,-0.6568208,0.4057116,0.7995621,2.6348186,1.4411586
X8.585916742,1463,-0.5422147,-0.7026074,0.6335554,0.2858368,1.193601,0.7016818,-0.8237037,-0.8233296,-0.8219201,-0.2829149,0.2580782,2.2110179,-0.777534,2.7153342,0.3721206,-0.6454975,0.3870365,-1.2942246,2.5587091,2.1213245
X8.896167029,570,-0.77771924,-0.60266579,0.56973841,0.08344075,2.07254723,2.23823686,-0.92240032,-0.72605993,-0.61060407,-0.25514847,0.1433511,-0.32451385,-0.81235567,3.29168895,0.76388935,-0.30991413,-0.67299163,0.6990379,1.99360797,1.6682963
X9.17500017,591,2.4092186,-0.2832061,-0.6194861,-0.9167116,-1.0619858,-0.3939764,0.3947728,-0.394719,-0.6333275,0.6785371,-0.6525561,-1.3644535,1.7562492,-0.9370289,2.6651597,-0.3718602,-0.6255877,-0.7612988,0.7913133,-1.3570247
X9.175417023,472,2.49101268,0.09207154,-1.29557921,-0.84566966,-1.36816582,-0.41184399,0.67890613,-0.11412539,-0.40794355,1.12521082,-0.40346408,-1.15416062,1.84461444,-0.91944053,1.19533802,-0.20927219,-0.33272757,-0.70909268,-1.10707857,-1.31284084
X9.1766664,588,0.93418291,-0.6822209,-0.9906436,0.87546111,0.69217603,1.98810931,-0.2775421,-0.76643413,-1.04201593,-0.08001596,-0.23427646,-1.81658845,0.39378954,1.61989081,0.90161002,-0.87054574,1.46061588,-0.72647278,2.53204985,1.68551005
X9.176666957,1344,2.15623852,-0.55189892,-0.70819663,-0.49443827,-1.44710644,0.38690599,0.05504457,-0.91730285,-1.18820694,0.58205077,-0.29849939,0.69120019,1.48999783,-0.33954862,3.40023144,-0.79321483,0.02113041,-0.22921102,-0.55985576,-1.13181531
X9.182166672,620,0.5260178,-0.7953382,-0.9433947,0.5098357,0.467886,1.5364006,-0.4689058,-0.8643125,-0.9671941,-0.325091,-0.3455342,3.1087277,0.2318709,1.4566023,0.6815614,-0.8448361,1.0337253,-0.6787899,1.9668183,2.2431482
